Entry	Protein names	Gene Names
O14042	Protein fmp32, mitochondrial	fmp32 SPAC2C4.09
O14045	Putative tRNA 2'-phosphotransferase, EC 2.7.1.160	SPAC2C4.12c
O14049	40S ribosomal protein S8-A	rps801 rps8 rps8a SPAC2C4.16c
O14053	U3 small nucleolar RNA-associated protein 21 homolog, U3 snoRNA-associated protein 21	SPCC1672.07
O14059	Probable histidinol-phosphatase, HolPase, EC 3.1.3.15	SPCC1672.01
O14061	Asteroid homolog 1	ast1 SPCC962.05
O14062	40S ribosomal protein S12-A	rps1201 rps12 rps12a SPCC962.04
O14069	Probable 60S ribosomal protein L28e	rpl44 rpl28 rpl28e SPAC1687.06c
O14073	Putative dipeptidyl aminopeptidase C2E11.08, EC 3.4.14.-	SPAC2E11.08 SPACUNK4.08
O14075	Putative 2-hydroxyacid dehydrogenase UNK4.10, EC 1.-.-.-	SPAC2E11.10 SPACUNK4.10
O14078	Obg-like ATPase homolog, OLA1 homolog	SPAC2E11.13c SPACUNK4.13c
O14080	Uncharacterized protein UNK4,15	SPAC2E11.15 SPACUNK4.15
O14082	Uncharacterized protein UNK4.17	SPAC2E11.17 SPACUNK4.17
O14090	Uncharacterized protein C2F3.07c	SPAC2F3.07c
O14097	WW domain-containing protein C2F3.14c	SPAC2F3.14c
O14099	Uncharacterized RING finger protein C2F3.16	SPAC2F3.16
O14108	DNA-binding protein eta2	eta2 SPAC31G5.10
O14112	40S ribosomal protein S10-A	rps1001 rps10 rps10a SPAC31G5.17c
O14116	Uncharacterized protein C328.01c	SPAC328.01c SPAC3A11.01
O14118	Protein-lysine N-methyltransferase efm3, EC 2.1.1.- (Elongation factor methyltransferase 3)	SPAC3A11.03
O14119	Seipin homolog	SPAC3A11.04
O14125	Uncharacterized oxidoreductase C3A11.11c, EC 1.-.-.-	SPAC3A11.11c
O14127	Uncharacterized protein C3C7.01c	SPAC3C7.01c SPAC732.03c
O14130	Uncharacterized transcriptional regulatory protein C3C7.04	SPAC3C7.04
O14135	SET domain-containing protein 8, EC 2.1.1.-	set8 SPAC3C7.09
O14138	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial, EC 2.1.1.320 (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 homolog) (Protein midA homolog)	SPAC25A8.03c SPAC3C7.15c
O14142	Protein sym1	sym1 SPAC3G6.05
O14158	AB hydrolase superfamily protein C4A8.06c, EC 3.-.-.-	SPAC4A8.06c
O14162	Putative lipase C4A8.10, EC 3.1.-.-	SPAC4A8.10
O14165	Uncharacterized protein C4C5.01	SPAC4C5.01
O14173	Uncharacterized protein C4D7.07c	SPAC4D7.07c
O14178	54S ribosomal protein L40, mitochondrial	mrpl40 SPAC4F8.02c SPAC644.02
O14181	54S ribosomal protein L28, mitochondrial	mrpl28 SPAC4F8.05c
O14182	Probable 37S ribosomal protein S12, mitochondrial	mrps12 SPAC4F8.06
O14183	Meiotically up-regulated gene 114 protein	mug114 SPAC4F8.08
O14186	Uncharacterized WD repeat-containing protein C4F8.11	SPAC4F8.11
O14195	Uncharacterized N-acetyltransferase C56E4.07, EC 2.3.1.-	SPAC56E4.07
O14197	Uncharacterized transporter C5D6.04	SPAC5D6.04
O14202	Meiotically up-regulated gene 116 protein	mug116 SPAC5D6.10c
O14204	Uncharacterized protein C5D6.12	SPAC5D6.12
O14206	Brix domain-containing protein C1B9.03c	SPAC1B9.03c SPAC6B12.01
O14209	Uncharacterized aminotransferase C6B12.04c, EC 2.6.1.-	SPAC6B12.04c
O14211	Required for respiratory growth protein 9, mitochondrial	rrg9 SPAC6B12.06c
O14218	Type 1 phosphatases regulator ypi1	ypi1 SPAC6B12.13
O14223	Golgi apparatus membrane protein tvp15	tvp15 SPAC6F12.04
O14235	Protein pof5	pof5 SPAC6F6.02c
O14237	Uncharacterized membrane protein C6F6.04c	SPAC6F6.04c
O14244	Uncharacterized membrane protein C6F6.13c	SPAC6F6.13c
O14260	UPF0592 membrane protein C7D4.03c	SPAC7D4.03c
O14262	Putative uncharacterized hydrolase C7D4.05, EC 3.-.-.-	SPAC7D4.05
O14264	Uncharacterized protein C7D4.09c	SPAC7D4.09c
O14265	V-type proton ATPase subunit H, V-ATPase subunit H (V-ATPase 54 kDa subunit) (Vacuolar proton pump subunit H)	vma13 SPAC7D4.10
O14266	Protein transport protein sec39	sec39 SPAC7D4.11c
O14267	Uncharacterized protein C7D4.12c	SPAC7D4.12c
O14276	rRNA-processing protein fyv7	fyv7 SPAC8C9.07
O14278	Meiotically up-regulated gene 129 protein	mug129 SPAC8C9.09c
O14281	Uncharacterized mitochondrial carrier C8C9.12c	SPAC8C9.12c
O14290	Uncharacterized protein C9E9.04	SPAC9E9.04
O14297	Uncharacterized protein C9E9.15	SPAC9E9.15
O14304	Uncharacterized hydrolase C9G1.08c, EC 3.1.-.-	SPAC9G1.08c
O14319	CUE domain-containing protein 5	SPBC16E9.02c
O14320	Cytochrome c oxidase assembly factor 1	coa1 SPBC16E9.03c
O14322	Meiotically up-regulated gene 100 protein, mitochondrial	mug100 SPBC16E9.07
O14330	Uncharacterized protein C16E9.15	SPBC16E9.15
O14334	Probable prefoldin subunit 1	SPBC1D7.01
O14337	Probable 54S ribosomal protein L7, mitochondrial	mrpl7 SPBC2F12.02c
O14339	60S ribosomal protein L17-A	rpl1701 rpl17 rpl17a SPBC2F12.04
O14341	54S ribosomal protein L35, mitochondrial	SPBC2F12.10
O14342	Uncharacterized protein C2F12.12c	SPBC2F12.12c
O14351	Uncharacterized oxidoreductase C30D10.05c, EC 1.-.-.-	SPBC30D10.05c
O14355	Uncharacterized membrane protein C30D10.09c	SPBC30D10.09c
O14358	37S ribosomal protein S27, mitochondrial	rsm27 SPBC30D10.12c
O14359	Uncharacterized AIM2 family protein C30D10.14	SPBC30D10.14
O14364	Uncharacterized protein C13E7.11	SPBC13E7.11 SPBC30D10.19c
O14367	Gluconate transport inducer 1	gti1 SPAC1751.01c
O14388	60S ribosomal protein L27-A	rpl2701 rpl27a SPBC685.07c
O14450	Probable prefoldin subunit 6	SPAC3A11.13 SPAC3H5.02
O36018	Protein bud22	bud22 SPAC4F10.06
O36020	Meiotically up-regulated gene 126 protein	mug126 SPAC4F10.08
O36021	Uncharacterized protein C4F10.09c	SPAC4F10.09c
O36030	Uncharacterized WD repeat-containing protein C4F10.18	SPAC4F10.18
O36031	Uncharacterized zinc-finger protein C4F10.19c	SPAC4F10.19c
O36033	TPR repeat-containing protein C19B12.01	SPAC19B12.01 SPAC4F10.21
O42645	RCC1 repeat-containing protein C10F6.04	SPAC10F6.04
O42647	Meiotically up-regulated gene 94 protein	mug94 SPAC10F6.07c
O42654	Meiotically up-regulated gene 134 protein	mug134 SPAC10F6.15
O42657	GRIP and coiled-coil domain-containing protein C27D7.02c	SPAC27D7.02c
O42663	Uncharacterized but2-like protein C27D7.09c	SPAC27D7.09c SPAC27D7.10c
O42665	Uncharacterized but2-like protein C27D7.11c	SPAC27D7.11c
O42699	60S ribosomal protein L19-B	rpl1902 rpl19-2 rpl19b SPCC1682.14
O42706	60S ribosomal protein L21-B	rpl2102 rpl21b SPAC959.08
O42826	Protein pdh1	pdh1 SPCC1235.08c
O42841	Uncharacterized protein C23A1.02c	SPAC23A1.02c
O42843	Uncharacterized membrane protein C23A1.05	SPAC23A1.05
O42845	Uncharacterized RING finger protein C23A1.07	SPAC23A1.07
O42846	60S ribosomal protein L34-A	rpl3401 rpl34 rpl34a SPAC23A1.08c
O42847	Uncharacterized RNA-binding protein C23A1.09	SPAC23A1.09
O42851	Uncharacterized trans-sulfuration enzyme C23A1.14c	SPAC23A1.14c
O42855	37S ribosomal protein mrp51, mitochondrial	mrp51 SPAC23A1.18c
O42859	Probable 37S ribosomal protein mrp2, mitochondrial	mrp2 SPAC23H3.07c
O42877	rRNA-processing protein fcf2	fcf2 SPAC3G9.15c
O42882	Uncharacterized protein C8E11.05c	SPAC8E11.05c
O42888	Uncharacterized oxidoreductase C8E4.04, EC 1.-.-.-	SPBC8E4.04
O42889	Uncharacterized protein C8E4.05c	SPBC8E4.05c
O42895	Uncharacterized protein C115.02c	SPBC115.02c
O42896	Uncharacterized oxidoreductase C115.03, EC 1.-.-.-	SPBC115.03 SPBC839.18c
O42899	Protein sco1	sco1 SPBC119.06
O42901	Uncharacterized protein C119.09c	SPBC119.09c
O42903	GRIP domain-containing protein C119.12	SPBC119.12
O42907	Uncharacterized protein C119.16c	SPBC119.16c
O42909	Zinc-type alcohol dehydrogenase-like protein C16A3.02c, EC 1.-.-.-	SPBC16A3.02c
O42911	37S ribosomal protein S25, mitochondrial	rsm25 SPBC16A3.04
O42919	Putative 37S ribosomal protein S26A, mitochondrial	SPBC16A3.14
O42921	Mitochondrial protein pet191 homolog	SPBC16A3.16
O42922	Uncharacterized MFS-type transporter C16A3.17c	SPBC16A3.17c
O42925	Uncharacterized protein C16C6.01c	SPBC16C6.01c SPBC543.11c
O42927	Uncharacterized protein C16C6.03c	SPBC16C6.03c
O42928	Uncharacterized protein C16C6.04	SPBC16C6.04
O42929	Translation machinery-associated protein 22 (Density-regulated protein homolog)	tma22 SPBC16C6.05
O42935	60S ribosomal protein L32-B	rpl3201 rpl32b SPBC16C6.11
O42940	SRP-independent targeting protein 3 homolog (Inorganic phosphate transport protein pho88) (Phosphate metabolism protein pho88)	pho88 SPBC16H5.04
O42947	Uncharacterized protein C16H5.12c	SPBC16H5.12c
O42948	Uncharacterized WD repeat-containing protein C16H5.13	SPBC16H5.13
O42953	HMG box-containing protein C19G7.04	SPBC19G7.04
O42965	Uncharacterized protein C19G7.17	SPBC19G7.17 SPBC36B7.01
O42968	Uncharacterized protein C1E8.03c	SPBC1E8.03c
O42970	Uncharacterized serine-rich protein C1E8.05	SPBC1E8.05
O42972	UPF0588 membrane protein C20F10.02c	SPBC20F10.02c
O42973	Uncharacterized protein C20F10.03	SPBC20F10.03
O42977	RNA polymerase II assembly factor rtp1	rtp1 SPBC20F10.08c
O42984	40S ribosomal protein S17-A	rps1701 rps17 rps17a SPBC24E9.05c SPBC839.05c
O42996	Uncharacterized WD repeat-containing protein C27B12.05	pi073 SPBC27B12.05
O42997	Uncharacterized protein C27B12.07	pi071 SPBC27B12.07
O43004	60S ribosomal protein L16-C	rpl1603 rpl16c SPBC2G2.05
O43006	Meiotically up-regulated gene 178 protein	mug178 SPBC2G2.07c
O43009	Meiotically up-regulated gene 110 protein	mug110 SPBC2G2.10c
O43015	Probable secreted beta-glucosidase C2G2.17c, EC 3.2.1.-	SPBC2G2.17c
O43020	Probable 37S ribosomal protein S16, mitochondrial	mrps16 SPBC354.06
O43021	Oxysterol-binding protein homolog C354.07c	SPBC354.07c
O43023	Inactive zinc metalloprotease C354.09c	SPBC354.09c
O43033	Uncharacterized methyltransferase C3B9.04, mitochondrial, EC 2.1.1.-	SPBC3B9.04
O43034	Uncharacterized protein C3B9.05	SPBC3B9.05
O43037	Protein mago nashi homolog	mnh1 SPBC3B9.08c
O43045	Iron-sulfur assembly protein 2	isa2 SPBC3B9.17
O43048	TBC domain-containing protein C215.01	SPBC215.01 SPBC3B9.20
O43057	Guanine nucleotide exchange factor MSS4 homolog	SPBC4C3.04c
O43067	Uncharacterized protein C6B1.03c	SPBC6B1.03c
O43073	UPF0220 protein C8D2.02c	pi063 SPBC8D2.02c
O43075	Probable transcriptional regulatory protein C8D2.12c	pi053 SPBC8D2.12c
O43080	N-alpha-acetyltransferase 38, NatC auxiliary subunit (N-terminal acetyltransferase C complex subunit naa38)	naa38 mak31 SPBC947.03c
O43081	Uncharacterized MFS-type transporter C947.06c	SPBC947.06c
O43084	Probable glutathione-independent glyoxalase hsp3103, EC 4.2.1.130 (Glyoxalase 3 homolog 3) (Heat shock protein 31 homolog 3)	hsp3103 SPBC947.09
O43089	Cytochrome B pre-mRNA-processing protein 6	cbp6 SPBC947.14c
O43125	Protein csh3	csh3 SPBC119.05c
O59670	Splicing factor 3B subunit 6-like protein (Pre-mRNA branch site p14-like protein)	SPBC29A3.07c
O59672	Uncharacterized ABC transporter ATP-binding protein C29A3.09c	SPBC29A3.09c
O59673	ATP synthase subunit H, mitochondrial	atp14 SPBC29A3.10c
O59681	Uncharacterized protein C18E5.01	SPBC18E5.01 SPBC29A3.19
O59707	UPS-like protein C36.10	SPBC36.10
O59708	Uncharacterized protein C36.11	SPBC36.11
O59714	Uncharacterized membrane protein C3B8.06	SPBC3B8.06
O59716	Uncharacterized protein C3B8.8	SPBC3B8.08
O59719	Uncharacterized protein C3B8.11	SPBC3B8.11
O59727	Protein PBDC1 homolog	SPBC3E7.07c
O59731	Uncharacterized J domain-containing protein C3E7.11c	SPBC3E7.11c
O59738	Uncharacterized transporter C530.02	SPBC530.02
O59741	Uncharacterized transcriptional regulatory protein C530.05	SPBC530.05
O59742	Clustered mitochondria protein homolog (Protein TIF31 homolog)	clu1 tif31 SPBC530.06c
O59743	Uncharacterized protein C530.07c	SPBC530.07c
O59758	Uncharacterized metal transporter C1020.03	SPCC1020.03
O59759	Uncharacterized protein C1020.05	SPCC1020.05
O59760	Putative uncharacterized hydrolase C1020.07, EC 3.-.-.-	SPCC1020.07
O59764	ER membrane protein complex subunit 6	SPCC1020.11c
O59772	37S ribosomal protein subunit sws2, mitochondrial	sws2 SPCC1795.07
O59780	Uncharacterized transcriptional regulatory protein C320.03	SPCC320.03
O59784	RNA-binding protein mde7 (Mei4-dependent protein 7)	mde7 SPCC320.07c
O59792	Calnexin-independence factor 1	cif1 SPCC364.01
O59794	60S ribosomal protein L17-B	rpl1702 rpl17 rpl17b SPCC364.03
O59795	Protein CASP	coy1 SPCC364.04c
O59799	Coiled-coil-helix-coiled-coil-helix domain-containing protein C550.01c	SPCC550.01c
O59806	Uncharacterized N-acetyltransferase C550.08, EC 2.3.1.-	SPCC550.08
O59807	Peroxisomal membrane protein pex32 (Peroxin-32)	pex32 SPCC550.09
O59814	Uncharacterized transporter C794.04c	SPCC794.04c
O59815	Putative malic acid transport protein (Malate permease)	SPCC794.06
O59826	Putative voltage-gated potassium channel subunit beta (K(+) channel subunit beta)	SPCC965.06
O59830	Uncharacterized transcriptional regulatory protein C965.10	SPCC965.10
O59831	Uncharacterized amino-acid permease C965.11c	SPCC965.11c
O59832	Uncharacterized dipeptidase C965.12, EC 3.4.13.19	SPCC965.12
O59856	Probable 54S ribosomal protein L33, mitochondrial	mrpl33 SPCC1919.08c
O60053	F-box protein pof12	pof12 SPBC56F2.01
O60054	Actin-like protein arp10	arp10 SPBC56F2.03
O60056	Uncharacterized transcriptional regulatory protein C56F2.05c	SPBC56F2.05c
O60057	Meiotically up-regulated gene 147 protein	mug147 SPBC56F2.06
O60068	Protein isd11	isd11 SPBC13G1.06c
O60076	Transcription initiation factor TFIID subunit 13 (TBP-associated factor 13)	taf13 SPCC1494.02c
O60077	GTPase-GDP dissociation stimulator arz1	arz1 SPCC1494.03
O60081	Uncharacterized protein C1494.07	SPCC1494.07
O60084	Mitochondrial import inner membrane translocase subunit tim44	tim44 SPBC14C8.02
O60090	IMPACT family member C14C8.09c	SPBC14C8.09c
O60091	54S ribosomal protein L24, mitochondrial	mrpl24 SPBC14C8.10
O60093	SRR1-like protein	SPBC14C8.13
O60099	Uncharacterized protein C14F5.02	SPBC14F5.02
O60106	LON peptidase N-terminal domain and RING finger protein C14F5.10c	SPBC14F5.10c
O60111	ABC1 family protein MCP2 homolog	SPBC15C4.02
O60112	Uncharacterized Rab geranylgeranyltransferase C15C4.03	SPBC15C4.03
O60113	Uncharacterized amino-acid permease C15C4.04c	SPBC15C4.04c
O60117	Uncharacterized RING finger protein C16G5.03	SPBC16G5.03
O60118	54S ribosomal protein L23, mitochondrial	mrpl23 SPBC16G5.04
O60120	Uncharacterized protein C16G5.06	SPBC16G5.06
O60121	Uncharacterized protein C16G5.07c	SPBC16G5.07c
O60122	Anthranilate phosphoribosyltransferase, EC 2.4.2.18	trp4 SPBC16G5.08
O60128	40S ribosomal protein S3	rps3 SPBC16G5.14c
O60131	Uncharacterized transcriptional regulatory protein C16G5.17	SPBC16G5.17
O60136	Uncharacterized WD repeat-containing protein C18H10.05	SPBC18H10.05
O60138	Uncharacterized protein C18H10.07	SPBC18H10.07
O60140	Uncharacterized protein C18H10.09	SPBC18H10.09
O60147	Uncharacterized protein C18H10.17c	SPBC18H10.17c
O60148	Uncharacterized membrane protein C18H10.18c	SPBC18H10.18c
O60153	Uncharacterized protein C19C7.04c	SPBC19C7.04c
O60154	Uncharacterized protein C19C7.05	SPBC19C7.05
O60170	Probable amino-acid permease meu22 (Meiotic expression up-regulated protein 22)	meu22 SPBC19F8.06c
O60175	Protein OPI10 homolog	SPBC21H7.06c
O60176	Uncharacterized RNA-binding protein C23E6.01c	SPBC23E6.01c SPBPJ758.01
O60183	Protein sat1	sat1 SPBC23E6.08
O60186	37S ribosomal protein S10, mitochondrial	rsm10 SPBC211.01 SPBC23E6.11
O74172	40S ribosomal protein S25-B (S31-B)	rps2501 rps25b SPBC3D6.15
O74175	60S ribosomal protein L13	rpl13 SPAC664.05
O74178	Protein kes1	kes1 SPBC1271.12
O74306	60S ribosomal protein L5-B	rpl502 rpl5b SPBC11C11.09c
O74310	COBW domain-containing protein C15D4.05	SPBC15D4.05
O74317	Meiotically up-regulated gene 98 protein, mitochondrial	mug98 SPBC15D4.12c
O74322	40S ribosomal protein S12-B	rps1202 rps12b SPBC1685.02c
O74324	Uncharacterized protein C1685.04	SPBC1685.04
O74325	PDZ domain-containing protein C1685.05	SPBC1685.05
O74329	40S ribosomal protein S29	rps29 SPBC1685.09
O74330	40S ribosomal protein S27	rps27 SPBC1685.10
O74347	COX assembly mitochondrial protein 1 (Cx9C motif-containing protein 1)	cmc1 SPBC21D10.07
O74348	Uncharacterized protein C21D10.08c	SPBC21D10.08c
O74363	G-patch and R3H domain-containing protein C30B4.02c	SPBC30B4.02c
O74371	Uncharacterized RING finger protein C32F12.07c	SPBC32F12.07c
O74375	Golgi apparatus membrane protein tvp18	tvp18 SPBC32F12.12c
O74379	Putative 37S ribosomal protein S26B, mitochondrial	SPBC3H7.04
O74380	Uncharacterized membrane protein C3H7.05c	SPBC3H7.05c
O74383	Uncharacterized protein C3H7.08c	SPBC3H7.08c
O74391	60S ribosomal protein L25-B	rpl2502 rpl25b SPBC4F6.04
O74394	54S ribosomal protein L39, mitochondrial	mrpl39 SPBC4F6.08c
O74397	Asparagine synthetase domain-containing protein C4F6.11c	SPBC4F6.11c
O74415	Uncharacterized protein C14G10.02	SPCC14G10.02 SPCC18B5.13
O74416	Probable proteasome maturation factor ump1	ump1 SPCC14G10.03c
O74419	Uncharacterized protein C162.02c	SPCC162.02c
O74422	Uncharacterized protein C162.06c	SPCC162.06c
O74432	Golgi to ER traffic protein 4	get4 SPCC1672.12c
O74438	Meiotic coiled-coil protein 2	mcp2 SPCC1682.08c
O74439	Uncharacterized mitochondrial carrier C1682.09c	SPCC1682.09c
O74447	Uncharacterized protein C16C4.02c	SPCC16C4.02c
O74460	Uncharacterized protein C16C4.16c	SPCC16C4.16c
O74463	Uncharacterized protein C1739.01	SPCC1739.01 SPCC1906.05
O74464	54S ribosomal protein L22, mitochondrial	mrpl22 SPCC1739.02c
O74466	Uncharacterized protein C1739.04c	SPCC1739.04c
O74468	Probable uroporphyrinogen-III C-methyltransferase, EC 2.1.1.107	SPCC1739.06c
O74470	Uncharacterized oxidoreductase C1739.08c, EC 1.-.-.-	SPCC1739.08c
O74480	Uncharacterized protein C1840.07c	SPCC1840.07c
O74482	Uncharacterized protein C1840.09	SPCC1840.09
O74493	Probable purine nucleoside permease C285.05	SPCC285.05
O74497	SPRY domain-containing protein C285.10c	SPCC285.10c
O74498	UBX domain-containing protein 10	ucp10 SPCC285.11
O74501	Uncharacterized protein CC285.14	SPCC285.14
O74504	UPF0590 protein C594.01	SPCC594.01 SPCC736.16
O74505	Uncharacterized protein C594.02c	SPCC594.02c
O74507	Uncharacterized protein C594.04c	SPCC594.04c
O74516	tRNA (uracil-O(2)-)-methyltransferase, EC 2.1.1.211	trm44 SPCC663.10
O74521	Uncharacterized protein C663.15c	SPCC663.15c
O74523	Putative ATPase inhibitor, mitochondrial (ATP synthase F1 subunit epsilon)	inh1 SPCC70.02c
O74525	Uncharacterized membrane protein C70.04c	SPCC70.04c
O74529	Uncharacterized methyltransferase C70.08c, EC 2.1.1.-	SPCC70.08c
O74533	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	qcr7 SPCC737.02c
O74534	Protein sly1	sly1 SPCC74.01
O74537	Uncharacterized amino-acid permease C74.04	SPCC74.04
O74538	60S ribosomal protein L27-B	rpl2702 rpl27b SPCC74.05
O74541	Uncharacterized transcriptional regulatory protein C777.02	SPCC777.02
O74542	Uncharacterized aminotransferase C777.03c, EC 2.6.-.-	SPCC777.03c
O74543	Uncharacterized amino-acid permease C777.04	SPCC777.04
O74545	Putative hydrolase C777.06c	SPCC777.06c
O74550	Uncharacterized protein C777.11	SPCC777.11
O74551	Uncharacterized protein C777.12c	SPCC777.12c
O74556	Putative mannan endo-1,6-alpha-mannosidase C970.02, EC 3.2.1.101 (Endo-alpha-1->6-D-mannanase C970.02)	SPCC970.02
O74559	Surfeit locus protein 4 homolog	SPCC970.06
O74564	Meiotic drive suppressor wtf9	wtf9 wtf2 SPCC970.11c
O74628	Uncharacterized oxidoreductase C162.03, EC 1.-.-.-	SPCC162.03
O74648	Isoamyl acetate-hydrolyzing esterase, EC 3.1.1.112	iah1 SPCC126.10
O74728	Uncharacterized endoplasmic reticulum membrane protein C1709.03	SPBC1709.03
O74743	Eukaryotic translation initiation factor 4E-2, eIF-4E-2, eIF4E-2 (eIF-4F 25 kDa subunit 2) (mRNA cap-binding protein 2)	tif452 SPBC1709.18 SPBC409.01
O74746	J domain-containing protein spf31	spf31 SPBC1734.05c
O74751	Uncharacterized protein C1734.10c	SPBC1734.10c
O74758	Peroxisomal protein 2	SPBC17D11.03c
O74763	Uncharacterized WD repeat-containing protein C17D11.08	SPBC17D11.08
O74770	Probable phosphoketolase, EC 4.1.2.-	SPBC24C6.09c
O74793	Uncharacterized protein C26H8.11c	SPBC26H8.11c
O74797	UPF0587 protein C2D10.03c	Ess1 SPBC2D10.03c
O74801	54S ribosomal protein yml6, mitochondrial	yml6 SPBC2D10.08c
O74806	Probable peptidyl-tRNA hydrolase, PTH, EC 3.1.1.29	pth1 SPBC2D10.15c
O74809	Uncharacterized protein C2D10.19c	SPBC2D10.19c
O74822	Zinc-type alcohol dehydrogenase-like protein C337.11, EC 1.-.-.-	SPBC337.11
O74830	Putative glutathione S-transferase C1183.02, EC 2.5.1.18	SPCC1183.02
O74838	Meiotic drive suppressor wtf10	wtf10 wtf7 SPCC1183.10
O74840	Smr domain-containing protein C1235.03	SPCC1235.03
O74847	Probable mitochondrial pyruvate carrier 1, MPC1	mpc1 SPCC1235.11
O74848	Meiotically up-regulated gene 146 protein	mug146 SPCC1235.12c
O74852	Uncharacterized MFS-type transporter C18.02	SPCC18.02
O74867	Uncharacterized protein C18.17c	SPCC18.17c
O74870	Meiotically up-regulated gene 73 protein	mug73 SPCC31H12.02c
O74871	Uncharacterized protein C31H12.03c	SPCC31H12.03c
O74872	Meiotically up-regulated gene 111 protein	mug111 SPCC31H12.06
O74876	Meiotically up-regulated gene 135 protein	mug135 SPCC330.04c
O74886	Uncharacterized protein C576.02	SPCC576.02
O74893	40S ribosomal protein S20	rps20 SPCC576.09
O74895	60S ribosomal protein L15-A	rpl15 rpl1501 rpl15a SPCC576.11
O74901	Uncharacterized protein CC613.01	SPCC613.01 SPCC757.14
O74902	Uncharacterized MFS-type transporter C613.02	SPCC613.02
O74903	Uncharacterized calcium-binding protein C613.03	SPCC613.03
O74904	60S ribosomal protein L35	rpl35 SPCC613.05c
O74905	60S ribosomal protein L9-B	rpl902 rpl9b SPCC613.06
O74907	Protein bcp1	bcp1 SPCC613.08
O74908	Probable tRNA-splicing endonuclease subunit sen54 (tRNA-intron endonuclease sen54)	sen54 SPCC613.09
O74909	Meiotic expression up-regulated protein 23	meu23 SPCC613.11c
O74915	Uncharacterized transcriptional regulatory protein C757.04	SPCC757.04
O74916	Peptidase M20 domain-containing protein C757.05c	SPCC757.05c
O74920	Vacuolar ATPase assembly integral membrane protein vph2	vph2 SPCC757.10
O74921	Uncharacterized MFS-type transporter C757.11c	SPCC757.11c
O74923	Uncharacterized transporter C757.13	SPCC757.13
O74939	Uncharacterized protein C553.01c	SPCC553.01c SPCC736.01c
O74943	Uncharacterized protein C553.06	SPCC553.06
O74947	Uncharacterized protein C553.10	SPCC553.10
O74953	Uncharacterized protein C736.07c	SPCC736.07c
O74956	37S ribosomal protein subunit S8, mitochondrial	mrps8 SPCC736.10c
O74959	Uncharacterized oxidoreductase C736.13, EC 1.-.-.-	SPCC736.13
O74963	Nuclear control of ATPase protein 2	nca2 SPBC4B4.02c
O74965	Eukaryotic translation initiation factor 2A, eIF-2A	SPBC4B4.04
