Entry	Protein names	Gene Names
A0A1Z5RM34	BHLH domain-containing protein	SORBI_3004G094600
A0A1Z5RM35	Uncharacterized protein	SORBI_3004G127350
A0A1Z5RM36	Uncharacterized protein	SORBI_3004G126050
A0A1Z5RM38	Uncharacterized protein	SORBI_3004G122100
A0A1Z5RM39	Uncharacterized protein	SORBI_3004G125800
A0A1Z5RM40	MRG domain-containing protein	SORBI_3004G129300
A0A1Z5RM41	Uncharacterized protein	SORBI_3004G070500
A0A1Z5RM42	NB-ARC domain-containing protein	SORBI_3004G117000
A0A1Z5RM43	Lactamase_B domain-containing protein	SORBI_3004G090900
A0A1Z5RM44	Uncharacterized protein	SORBI_3004G096200
A0A1Z5RM45	LRRNT_2 domain-containing protein	SORBI_3004G129201
A0A1Z5RM46	Uncharacterized protein	SORBI_3004G127766
A0A1Z5RM48	Uncharacterized protein	SORBI_3004G072300
A0A1Z5RM49	Uncharacterized protein	SORBI_3004G127733
A0A1Z5RM52	Uncharacterized protein	SORBI_3004G093100
A0A1Z5RM55	Uncharacterized protein	SORBI_3004G099150
A0A1Z5RM58	Uncharacterized protein	SORBI_3004G074400
A0A1Z5RM59	Uncharacterized protein	SORBI_3004G131350
A0A1Z5RM61	Uncharacterized protein	SORBI_3004G127066
A0A1Z5RM63	BHLH domain-containing protein	SORBI_3004G094600
A0A1Z5RM65	Malectin domain-containing protein	SORBI_3004G102100
A0A1Z5RM66	TAFII55_N domain-containing protein	SORBI_3004G059400
A0A1Z5RM67	Uncharacterized protein	SORBI_3004G076666
A0A1Z5RM71	Uncharacterized protein	SORBI_3004G128666
A0A1Z5RM72	B box-type domain-containing protein	SORBI_3004G060832
A0A1Z5RM73	BBE domain-containing protein	SORBI_3004G103901
A0A1Z5RM75	Uncharacterized protein	SORBI_3004G096900
A0A1Z5RM76	ULP_PROTEASE domain-containing protein	SORBI_3004G120200
A0A1Z5RM77	Uncharacterized protein	SORBI_3004G078900
A0A1Z5RM78	Uncharacterized protein	SORBI_3004G132100
A0A1Z5RM79	Di19_C domain-containing protein	SORBI_3004G134700
A0A1Z5RM81	Uncharacterized protein	SORBI_3004G107550
A0A1Z5RM82	Uncharacterized protein	SORBI_3004G099650
A0A1Z5RM83	Uncharacterized protein	SORBI_3004G063200
A0A1Z5RM84	Uncharacterized protein	SORBI_3004G130001
A0A1Z5RM85	Uncharacterized protein	SORBI_3004G131501
A0A1Z5RM86	TFIIS N-terminal domain-containing protein	SORBI_3004G080901
A0A1Z5RM87	Uncharacterized protein	SORBI_3004G122000
A0A1Z5RM88	Uncharacterized protein	SORBI_3004G135366
A0A1Z5RM90	Uncharacterized protein	SORBI_3004G065950
A0A1Z5RM92	Uncharacterized protein	SORBI_3004G111000
A0A1Z5RM93	Uncharacterized protein	SORBI_3004G135200
A0A1Z5RM96	Uncharacterized protein	SORBI_3004G082600
A0A1Z5RM97	Uncharacterized protein	SORBI_3004G124400
A0A1Z5RM98	Uncharacterized protein	SORBI_3004G136901
A0A1Z5RM99	Uncharacterized protein	SORBI_3004G067850
A0A1Z5RMA0	Uncharacterized protein	SORBI_3004G134900
A0A1Z5RMA3	Uncharacterized protein	SORBI_3004G136366
A0A1Z5RMA5	Uncharacterized protein	SORBI_3004G134801
A0A1Z5RMA6	Uncharacterized protein	SORBI_3004G084700
A0A1Z5RMA7	Uncharacterized protein	SORBI_3004G138200
A0A1Z5RMA8	Uncharacterized protein	SORBI_3004G126601
A0A1Z5RMA9	Uncharacterized protein	SORBI_3004G136200
A0A1Z5RMB2	Uncharacterized protein	SORBI_3004G114000
A0A1Z5RMB4	Uncharacterized protein	SORBI_3004G086400
A0A1Z5RMB5	Uncharacterized protein	SORBI_3004G135600
A0A1Z5RMB6	Uncharacterized protein	SORBI_3004G133850
A0A1Z5RMB7	Uncharacterized protein	SORBI_3004G128633
A0A1Z5RMB9	Uncharacterized protein	SORBI_3004G071050
A0A1Z5RMC0	Uncharacterized protein	SORBI_3004G111600
A0A1Z5RMC1	Uncharacterized protein	SORBI_3004G137500
A0A1Z5RMC4	Uncharacterized protein	SORBI_3004G137500
A0A1Z5RMC5	Uncharacterized protein	SORBI_3004G139201
A0A1Z5RMC6	Uncharacterized protein	SORBI_3004G130001
A0A1Z5RMC7	Uncharacterized protein	SORBI_3004G072600
A0A1Z5RMC9	Uncharacterized protein	SORBI_3004G113201
A0A1Z5RMD0	Uncharacterized protein	SORBI_3004G141800
A0A1Z5RMD1	Uncharacterized protein	SORBI_3004G135200
A0A1Z5RMD2	Uncharacterized protein	SORBI_3004G117400
A0A1Z5RMD5	Uncharacterized protein	SORBI_3004G138350
A0A1Z5RMD6	AAA domain-containing protein	SORBI_3004G131040
A0A1Z5RMD7	RING-type domain-containing protein	SORBI_3004G074600
A0A1Z5RMD9	Uncharacterized protein	SORBI_3004G114500
A0A1Z5RME0	C2 domain-containing protein	SORBI_3004G143475
A0A1Z5RME1	Reticulon-like protein	SORBI_3004G118200
A0A1Z5RME4	Uncharacterized protein	SORBI_3004G092000
A0A1Z5RME7	Uncharacterized protein	SORBI_3004G142700
A0A1Z5RME8	Uncharacterized protein	SORBI_3004G076732
A0A1Z5RME9	Uncharacterized protein	SORBI_3004G116050
A0A1Z5RMF0	Peptidase A1 domain-containing protein	SORBI_3004G144500
A0A1Z5RMF1	tRNA(Ile)-lysidine synthetase, EC 6.3.4.19	SORBI_3004G119400
A0A1Z5RMF2	Uncharacterized protein	SORBI_3004G142201
A0A1Z5RMF3	Uncharacterized protein	SORBI_3004G093100
A0A1Z5RMF4	Uncharacterized protein	SORBI_3004G144433
A0A1Z5RMF5	Uncharacterized protein	SORBI_3004G137801
A0A1Z5RMF6	Uncharacterized protein	SORBI_3004G133750
A0A1Z5RMF7	Uncharacterized protein	SORBI_3004G143801
A0A1Z5RMF8	Uncharacterized protein	SORBI_3004G079000
A0A1Z5RMG0	Uncharacterized protein	SORBI_3004G117532
A0A1Z5RMG2	Uncharacterized protein	SORBI_3004G095100
A0A1Z5RMG3	Uncharacterized protein	SORBI_3004G143625
A0A1Z5RMG6	Uncharacterized protein	SORBI_3004G135200
A0A1Z5RMG9	Importin N-terminal domain-containing protein	SORBI_3004G145000
A0A1Z5RMH1	Uncharacterized protein	SORBI_3004G122700
A0A1Z5RMH4	Glyco_tran_28_C domain-containing protein	SORBI_3004G141300
A0A1Z5RMH5	CRAL-TRIO domain-containing protein	SORBI_3004G083000
A0A1Z5RMH8	Uncharacterized protein	SORBI_3004G136333
A0A1Z5RMI0	Uncharacterized protein	SORBI_3004G150600
A0A1Z5RMI1	Uncharacterized protein	SORBI_3004G124601
A0A1Z5RMI2	Uncharacterized protein	SORBI_3004G101250
A0A1Z5RMI4	Uncharacterized protein	SORBI_3004G137701
A0A1Z5RMJ0	Uncharacterized protein	SORBI_3004G149433
A0A1Z5RMJ1	Uncharacterized protein	SORBI_3004G127132
A0A1Z5RMJ2	Uncharacterized protein	SORBI_3004G103100
A0A1Z5RMJ4	Uncharacterized protein	SORBI_3004G138750
A0A1Z5RMJ8	Uncharacterized protein	SORBI_3004G150901
A0A1Z5RMK0	Uncharacterized protein	SORBI_3004G153501
A0A1Z5RMK1	Uncharacterized protein	SORBI_3004G128700
A0A1Z5RMK4	Uncharacterized protein	SORBI_3004G140850
A0A1Z5RMK5	Uncharacterized protein	SORBI_3004G154466
A0A1Z5RMK6	Uncharacterized protein	SORBI_3004G125701
A0A1Z5RMK9	Uncharacterized protein	SORBI_3004G145550
A0A1Z5RML1	Uncharacterized protein	SORBI_3004G130850
A0A1Z5RML2	RING-type domain-containing protein	SORBI_3004G108600
A0A1Z5RML3	Uncharacterized protein	SORBI_3004G152501
A0A1Z5RML4	Uncharacterized protein	SORBI_3004G143400
A0A1Z5RMM2	Uncharacterized protein	SORBI_3004G153800
A0A1Z5RMM4	Uncharacterized protein	SORBI_3004G131200
A0A1Z5RMM5	Uncharacterized protein	SORBI_3004G154532
A0A1Z5RMM6	Uncharacterized protein	SORBI_3004G149150
A0A1Z5RMM7	Uncharacterized protein	SORBI_3004G092100
A0A1Z5RMM8	Uncharacterized protein	SORBI_3004G157050
A0A1Z5RMN0	MRG domain-containing protein	SORBI_3004G129300
A0A1Z5RMN5	Uncharacterized protein	SORBI_3004G130932
A0A1Z5RMN6	Uncharacterized protein	SORBI_3004G159866
A0A1Z5RMN7	PGG domain-containing protein	SORBI_3004G132700
A0A1Z5RMN8	Uncharacterized protein	SORBI_3004G093500
A0A1Z5RMN9	Uncharacterized protein	SORBI_3004G156732
A0A1Z5RMP6	Lactamase_B domain-containing protein	SORBI_3004G116900
A0A1Z5RMP9	Uncharacterized protein	SORBI_3004G159733
A0A1Z5RMQ1	Uncharacterized protein	SORBI_3004G134100
A0A1Z5RMQ2	Uncharacterized protein	SORBI_3004G157500
A0A1Z5RMQ5	TTF-type domain-containing protein	SORBI_3004G133201
A0A1Z5RMQ7	Uncharacterized protein	SORBI_3004G117900
A0A1Z5RMQ8	AP2/ERF domain-containing protein	SORBI_3004G151500
A0A1Z5RMQ9	HGSNAT_cat domain-containing protein	SORBI_3004G162200
A0A1Z5RMR0	Uncharacterized protein	SORBI_3004G119000
A0A1Z5RMR1	Uncharacterized protein	SORBI_3004G160350
A0A1Z5RMR2	RING-type domain-containing protein	SORBI_3004G098200
A0A1Z5RMR3	Uncharacterized protein	SORBI_3004G134100
A0A1Z5RMR5	Uncharacterized protein	SORBI_3004G154900
A0A1Z5RMR6	Uncharacterized protein	SORBI_3004G162800
A0A1Z5RMR8	Uncharacterized protein	SORBI_3004G135333
A0A1Z5RMR9	Uncharacterized protein	SORBI_3004G161501
A0A1Z5RMS0	CBM20 domain-containing protein	SORBI_3004G120100
A0A1Z5RMS2	Uncharacterized protein	SORBI_3004G135200
A0A1Z5RMS4	Uncharacterized protein	SORBI_3004G136701
A0A1Z5RMS6	Uncharacterized protein	SORBI_3004G101601
A0A1Z5RMS9	Uncharacterized protein	SORBI_3004G153900
A0A1Z5RMT1	Uncharacterized protein	SORBI_3004G162900
A0A1Z5RMT4	Uncharacterized protein	SORBI_3004G103450
A0A1Z5RMT6	Uncharacterized protein	SORBI_3004G136300
A0A1Z5RMT7	Uncharacterized protein	SORBI_3004G167000
A0A1Z5RMT8	Uncharacterized protein	SORBI_3004G154800
A0A1Z5RMT9	CRAL-TRIO domain-containing protein	SORBI_3004G158100
A0A1Z5RMU0	F-box domain-containing protein	SORBI_3004G167300
A0A1Z5RMU1	Uncharacterized protein	SORBI_3004G164650
A0A1Z5RMU3	Uncharacterized protein	SORBI_3004G137900
A0A1Z5RMU6	Uncharacterized protein	SORBI_3004G124250
A0A1Z5RMU7	Uncharacterized protein	SORBI_3004G167100
A0A1Z5RMU9	Uncharacterized protein	SORBI_3004G161100
A0A1Z5RMV2	RING-type domain-containing protein	SORBI_3004G109100
A0A1Z5RMV3	Uncharacterized protein	SORBI_3004G139100
A0A1Z5RMV5	Uncharacterized protein	SORBI_3004G168150
A0A1Z5RMV8	Uncharacterized protein	SORBI_3004G161800
A0A1Z5RMV9	Uncharacterized protein	SORBI_3004G158050
A0A1Z5RMW0	Uncharacterized protein	SORBI_3004G168366
A0A1Z5RMW2	VQ domain-containing protein	SORBI_3004G111800
A0A1Z5RMW4	Uncharacterized protein	SORBI_3004G143550
A0A1Z5RMW6	Uncharacterized protein	SORBI_3004G171350
A0A1Z5RMW8	Uncharacterized protein	SORBI_3004G128500
A0A1Z5RMX0	Uncharacterized protein	SORBI_3004G160950
A0A1Z5RMX4	Uncharacterized protein	SORBI_3004G113850
A0A1Z5RMX5	Uncharacterized protein	SORBI_3004G174000
A0A1Z5RMX9	Uncharacterized protein	SORBI_3004G161751
A0A1Z5RMY0	Uncharacterized protein	SORBI_3004G146150
A0A1Z5RMY1	Uncharacterized protein	SORBI_3004G175200
A0A1Z5RMY5	Uncharacterized protein	SORBI_3004G176550
A0A1Z5RMY6	CMP/dCMP-type deaminase domain-containing protein	SORBI_3004G144400
A0A1Z5RMY7	Uncharacterized protein	SORBI_3004G130964
A0A1Z5RMY8	Uncharacterized protein	SORBI_3004G163350
A0A1Z5RMY9	Lactamase_B domain-containing protein	SORBI_3004G116900
A0A1Z5RMZ1	Uncharacterized protein	SORBI_3004G174900
A0A1Z5RMZ4	Uncharacterized protein	SORBI_3004G165700
A0A1Z5RMZ6	Uncharacterized protein	SORBI_3004G117950
A0A1Z5RMZ8	Uncharacterized protein	SORBI_3004G167600
A0A1Z5RMZ9	Uncharacterized protein	SORBI_3004G132150
A0A1Z5RN02	Uncharacterized protein	SORBI_3004G178550
A0A1Z5RN03	Uncharacterized protein	SORBI_3004G178300
A0A1Z5RN04	Uncharacterized protein	SORBI_3004G152601
A0A1Z5RN07	Uncharacterized protein	SORBI_3004G169501
A0A1Z5RN11	Uncharacterized protein	SORBI_3004G149200
A0A1Z5RN12	Uncharacterized protein	SORBI_3004G179000
A0A1Z5RN14	Uncharacterized protein	SORBI_3004G120150
A0A1Z5RN18	Remorin_C domain-containing protein	SORBI_3004G180400
A0A1Z5RN19	FAD_binding_3 domain-containing protein	SORBI_3004G180700
A0A1Z5RN20	Uncharacterized protein	SORBI_3004G178901
A0A1Z5RN23	Uncharacterized protein	SORBI_3004G154100
A0A1Z5RN26	Uncharacterized protein	SORBI_3004G136200
A0A1Z5RN27	Uncharacterized protein	SORBI_3004G169401
A0A1Z5RN34	Uncharacterized protein	SORBI_3004G183501
A0A1Z5RN36	Uncharacterized protein	SORBI_3004G180950
A0A1Z5RN37	Uncharacterized protein	SORBI_3004G124400
A0A1Z5RN40	GH10 domain-containing protein	SORBI_3004G154000
A0A1Z5RN41	Uncharacterized protein	SORBI_3004G137500
A0A1Z5RN42	DUF1618 domain-containing protein	SORBI_3004G156950
A0A1Z5RN44	Uncharacterized protein	SORBI_3004G185400
A0A1Z5RN46	Uncharacterized protein	SORBI_3004G183950
A0A1Z5RN47	Uncharacterized protein	SORBI_3004G126200
A0A1Z5RN48	Uncharacterized protein	SORBI_3004G138450
A0A1Z5RN49	Uncharacterized protein	SORBI_3004G159866
A0A1Z5RN50	Uncharacterized protein	SORBI_3004G175800
A0A1Z5RN51	Uncharacterized protein	SORBI_3004G155150
A0A1Z5RN52	Uncharacterized protein	SORBI_3004G176950
A0A1Z5RN55	Uncharacterized protein	SORBI_3004G183800
A0A1Z5RN59	Uncharacterized protein	SORBI_3004G186950
A0A1Z5RN61	Uncharacterized protein	SORBI_3004G156666
A0A1Z5RN62	MFS domain-containing protein	SORBI_3004G188701
A0A1Z5RN63	USP domain-containing protein	SORBI_3004G188600
A0A1Z5RN64	Uncharacterized protein	SORBI_3004G187701
A0A1Z5RN65	Uncharacterized protein	SORBI_3004G130001
A0A1Z5RN68	Uncharacterized protein	SORBI_3004G180066
A0A1Z5RN69	Uncharacterized protein	SORBI_3004G143100
A0A1Z5RN71	Protein kinase domain-containing protein	SORBI_3004G176900
A0A1Z5RN72	Uncharacterized protein	SORBI_3004G191901
A0A1Z5RN73	ABC1 domain-containing protein	SORBI_3004G189800
A0A1Z5RN74	Uncharacterized protein	SORBI_3004G187501
A0A1Z5RN75	Uncharacterized protein	SORBI_3004G191600
A0A1Z5RN76	Uncharacterized protein	SORBI_3004G144050
A0A1Z5RN79	Uncharacterized protein	SORBI_3004G161301
A0A1Z5RN81	Uncharacterized protein	SORBI_3004G192900
A0A1Z5RN83	Uncharacterized protein	SORBI_3004G189301
A0A1Z5RN84	Uncharacterized protein	SORBI_3004G192001
A0A1Z5RN85	Uncharacterized protein	SORBI_3004G180033
A0A1Z5RN86	Importin N-terminal domain-containing protein	SORBI_3004G145000
A0A1Z5RN88	Uncharacterized protein	SORBI_3004G132300
A0A1Z5RN89	Uncharacterized protein	SORBI_3004G195650
A0A1Z5RN90	Uncharacterized protein	SORBI_3004G161850
A0A1Z5RN91	Uncharacterized protein	SORBI_3004G182300
A0A1Z5RN92	Uncharacterized protein	SORBI_3004G166800
A0A1Z5RN93	Uncharacterized protein	SORBI_3004G191901
A0A1Z5RN97	EF-hand domain-containing protein	SORBI_3004G146400
A0A1Z5RN98	Uncharacterized protein	SORBI_3004G184900
A0A1Z5RN99	Uncharacterized protein	SORBI_3004G133700
A0A1Z5RNA0	Uncharacterized protein	SORBI_3004G164400
A0A1Z5RNA2	Uncharacterized protein	SORBI_3004G198550
A0A1Z5RNA6	Uncharacterized protein	SORBI_3004G196800
A0A1Z5RNA7	Uncharacterized protein	SORBI_3004G198350
A0A1Z5RNA8	Uncharacterized protein	SORBI_3004G148600
A0A1Z5RNB0	CCHC-type domain-containing protein	SORBI_3004G166301
A0A1Z5RNB2	Uncharacterized protein	SORBI_3004G168200
A0A1Z5RNB4	Uncharacterized protein	SORBI_3004G188400
A0A1Z5RNB5	Uncharacterized protein	SORBI_3004G200833
A0A1Z5RNB9	Uncharacterized protein	SORBI_3004G198701
A0A1Z5RNC0	Uncharacterized protein	SORBI_3004G199000
A0A1Z5RNC1	Uncharacterized protein	SORBI_3004G136200
A0A1Z5RNC3	Uncharacterized protein	SORBI_3004G204000
A0A1Z5RNC4	Uncharacterized protein	SORBI_3004G190900
A0A1Z5RNC5	Uncharacterized protein	SORBI_3004G203633
A0A1Z5RNC6	Uncharacterized protein	SORBI_3004G186800
A0A1Z5RNC7	Uncharacterized protein	SORBI_3004G201400
A0A1Z5RNC8	Rhodanese domain-containing protein	SORBI_3004G202600
A0A1Z5RNC9	Uncharacterized protein	SORBI_3004G174301
A0A1Z5RND0	Uncharacterized protein	SORBI_3004G137601
A0A1Z5RND1	Uncharacterized protein	SORBI_3004G152501
A0A1Z5RND3	Uncharacterized protein	SORBI_3004G206401
A0A1Z5RND4	Uncharacterized protein	SORBI_3004G192500
A0A1Z5RND5	Uncharacterized protein	SORBI_3004G205900
A0A1Z5RND6	C2H2-type domain-containing protein	SORBI_3004G188300
A0A1Z5RND7	Uncharacterized protein	SORBI_3004G204500
A0A1Z5RND9	Uncharacterized protein	SORBI_3004G209100
A0A1Z5RNE0	Uncharacterized protein	SORBI_3004G209450
A0A1Z5RNE2	Terpene_synth_C domain-containing protein	SORBI_3004G153900
A0A1Z5RNE3	Uncharacterized protein	SORBI_3004G176300
A0A1Z5RNE4	Uncharacterized protein	SORBI_3004G138650
A0A1Z5RNE5	Uncharacterized protein	SORBI_3004G169966
A0A1Z5RNE7	NET domain-containing protein	SORBI_3004G207350
A0A1Z5RNE8	NET domain-containing protein	SORBI_3004G207733
A0A1Z5RNF1	Uncharacterized protein	SORBI_3004G192450
A0A1Z5RNF2	BED-type domain-containing protein	SORBI_3004G140501
A0A1Z5RNF3	Uncharacterized protein	SORBI_3004G173700
A0A1Z5RNF4	Uncharacterized protein	SORBI_3004G210400
A0A1Z5RNF7	Uncharacterized protein	SORBI_3004G200600
A0A1Z5RNF8	Uncharacterized protein	SORBI_3004G193350
A0A1Z5RNF9	Uncharacterized protein	SORBI_3004G178300
A0A1Z5RNG2	Uncharacterized protein	SORBI_3004G211501
A0A1Z5RNG3	Uncharacterized protein	SORBI_3004G143201
A0A1Z5RNG5	C2H2-type domain-containing protein	SORBI_3004G210101
A0A1Z5RNG7	Uncharacterized protein	SORBI_3004G197000
A0A1Z5RNH1	Uncharacterized protein	SORBI_3004G203301
A0A1Z5RNH2	Uncharacterized protein	SORBI_3004G157700
A0A1Z5RNH3	Sterile domain-containing protein	SORBI_3004G144150
A0A1Z5RNH5	Cytochrome c oxidase subunit	SORBI_3004G211833
A0A1Z5RNH6	PCI domain-containing protein	SORBI_3004G204800
A0A1Z5RNH8	Uncharacterized protein	SORBI_3004G215200
A0A1Z5RNH9	Uncharacterized protein	SORBI_3004G200000
A0A1Z5RNI0	FAD_binding_3 domain-containing protein	SORBI_3004G180700
A0A1Z5RNI1	Uncharacterized protein	SORBI_3004G160400
A0A1Z5RNI2	MACPF domain-containing protein	SORBI_3004G145200
A0A1Z5RNI3	Uncharacterized protein	SORBI_3004G177050
A0A1Z5RNI5	Uncharacterized protein	SORBI_3004G211866
A0A1Z5RNI7	Uncharacterized protein	SORBI_3004G203301
A0A1Z5RNI8	Uncharacterized protein	SORBI_3004G208800
A0A1Z5RNI9	Uncharacterized protein	SORBI_3004G216001
A0A1Z5RNJ1	Uncharacterized protein	SORBI_3004G161650
A0A1Z5RNJ3	LsmAD domain-containing protein	SORBI_3004G146500
A0A1Z5RNJ4	Uncharacterized protein	SORBI_3004G215500
A0A1Z5RNJ5	Protein kinase domain-containing protein	SORBI_3004G212600
A0A1Z5RNJ6	Uncharacterized protein	SORBI_3004G218000
A0A1Z5RNJ9	Uncharacterized protein	SORBI_3004G183701
A0A1Z5RNK1	Uncharacterized protein	SORBI_3004G217300
A0A1Z5RNK2	Uncharacterized protein	SORBI_3004G180301
A0A1Z5RNK3	Uncharacterized protein	SORBI_3004G215500
A0A1Z5RNK5	Uncharacterized protein	SORBI_3004G148750
A0A1Z5RNK7	Homeobox domain-containing protein	SORBI_3004G185200
A0A1Z5RNK9	Uncharacterized protein	SORBI_3004G211301
A0A1Z5RNL0	Uncharacterized protein	SORBI_3004G208800
A0A1Z5RNL6	Ubiquitin-like domain-containing protein	SORBI_3004G221500
A0A1Z5RNL7	NPH3 domain-containing protein	SORBI_3004G187100
A0A1Z5RNL9	Uncharacterized protein	SORBI_3004G210300
A0A1Z5RNM0	Uncharacterized protein	SORBI_3004G217450
A0A1Z5RNM1	F-box domain-containing protein	SORBI_3004G182700
A0A1Z5RNM5	Uncharacterized protein	SORBI_3004G188800
A0A1Z5RNM6	Uncharacterized protein	SORBI_3004G224000
A0A1Z5RNN1	Uncharacterized protein	SORBI_3004G222700
A0A1Z5RNN2	Uncharacterized protein	SORBI_3004G184900
A0A1Z5RNN3	Uncharacterized protein	SORBI_3004G167600
A0A1Z5RNN4	Uncharacterized protein	SORBI_3004G191800
A0A1Z5RNN5	Uncharacterized protein	SORBI_3004G215650
A0A1Z5RNN6	Uncharacterized protein	SORBI_3004G226300
A0A1Z5RNN7	Uncharacterized protein	SORBI_3004G227100
A0A1Z5RNP0	Uncharacterized protein	SORBI_3004G220900
A0A1Z5RNP1	Uncharacterized protein	SORBI_3004G224200
A0A1Z5RNP2	Uncharacterized protein	SORBI_3004G192500
A0A1Z5RNP3	Uncharacterized protein	SORBI_3004G228600
A0A1Z5RNP4	Pribosyltran domain-containing protein	SORBI_3004G214000
A0A1Z5RNP6	Uncharacterized protein	SORBI_3004G217900
A0A1Z5RNP9	Uncharacterized protein	SORBI_3004G168432
A0A1Z5RNQ3	Uncharacterized protein	SORBI_3004G194950
A0A1Z5RNQ4	Uncharacterized protein	SORBI_3004G188500
A0A1Z5RNQ5	Uncharacterized protein	SORBI_3004G215600
A0A1Z5RNQ7	Uncharacterized protein	SORBI_3004G156250
A0A1Z5RNQ8	ULP_PROTEASE domain-containing protein	SORBI_3004G230700
A0A1Z5RNR1	Uncharacterized protein	SORBI_3004G228800
A0A1Z5RNR4	Uncharacterized protein	SORBI_3004G191600
A0A1Z5RNR5	Uncharacterized protein	SORBI_3004G231350
A0A1Z5RNR6	Uncharacterized protein	SORBI_3004G198350
A0A1Z5RNR7	POLIIIAc domain-containing protein	SORBI_3004G233500
A0A1Z5RNR8	POLIIIAc domain-containing protein	SORBI_3004G233500
A0A1Z5RNR9	Uncharacterized protein	SORBI_3004G157950
A0A1Z5RNS0	Uncharacterized protein	SORBI_3004G175400
A0A1Z5RNS1	Uncharacterized protein	SORBI_3004G228850
A0A1Z5RNS4	POLIIIAc domain-containing protein	SORBI_3004G233500
A0A1Z5RNS5	Uncharacterized protein	SORBI_3004G223350
A0A1Z5RNS6	Uncharacterized protein	SORBI_3004G231501
A0A1Z5RNS7	Fn3_like domain-containing protein	SORBI_3004G233700
A0A1Z5RNS8	Uncharacterized protein	SORBI_3004G160750
A0A1Z5RNT2	Uncharacterized protein	SORBI_3004G194100
A0A1Z5RNT3	Uncharacterized protein	SORBI_3004G225550
A0A1Z5RNT4	Uncharacterized protein	SORBI_3004G235851
A0A1Z5RNT5	POLIIIAc domain-containing protein	SORBI_3004G233500
A0A1Z5RNT6	Uncharacterized protein	SORBI_3004G236400
A0A1Z5RNU1	Uncharacterized protein	SORBI_3004G203666
A0A1Z5RNU2	Uncharacterized protein	SORBI_3004G236550
A0A1Z5RNU3	Uncharacterized protein	SORBI_3004G234600
A0A1Z5RNU5	Uncharacterized protein	SORBI_3004G239750
A0A1Z5RNU6	DUF1771 domain-containing protein	SORBI_3004G228000
A0A1Z5RNU7	bHLH-MYC_N domain-containing protein	SORBI_3004G241500
A0A1Z5RNV0	Uncharacterized protein	SORBI_3004G206050
A0A1Z5RNV5	Uncharacterized protein	SORBI_3004G243700
A0A1Z5RNV7	Uncharacterized protein	SORBI_3004G236901
A0A1Z5RNV8	Uncharacterized protein	SORBI_3004G200501
A0A1Z5RNW0	Uncharacterized protein	SORBI_3004G225450
A0A1Z5RNW1	AB hydrolase-1 domain-containing protein	SORBI_3004G165200
A0A1Z5RNW2	DEUBAD domain-containing protein	SORBI_3004G244900
A0A1Z5RNW6	Uncharacterized protein	SORBI_3004G246600
A0A1Z5RNW7	Uncharacterized protein	SORBI_3004G232201
A0A1Z5RNW8	Uncharacterized protein	SORBI_3004G241850
A0A1Z5RNX1	Uncharacterized protein	SORBI_3004G227900
A0A1Z5RNX2	Uncharacterized protein	SORBI_3004G247300
A0A1Z5RNX3	Uncharacterized protein	SORBI_3004G211501
A0A1Z5RNX4	Uncharacterized protein	SORBI_3004G244900
A0A1Z5RNX9	Uncharacterized protein	SORBI_3004G205200
A0A1Z5RNY0	Uncharacterized protein	SORBI_3004G230600
A0A1Z5RNY2	Protein kinase domain-containing protein	SORBI_3004G212600
A0A1Z5RNY3	LEA_2 domain-containing protein	SORBI_3004G182000
A0A1Z5RNY5	Uncharacterized protein	SORBI_3004G235750
A0A1Z5RNY6	Nudix hydrolase domain-containing protein	SORBI_3004G247600
A0A1Z5RNY7	RING-type E3 ubiquitin transferase, EC 2.3.2.27	SORBI_3004G169200
A0A1Z5RNZ0	LRRNT_2 domain-containing protein	SORBI_3004G214800
A0A1Z5RNZ1	Uncharacterized protein	SORBI_3004G252300
A0A1Z5RNZ2	Uncharacterized protein	SORBI_3004G209100
A0A1Z5RNZ3	Uncharacterized protein	SORBI_3004G184101
A0A1Z5RP00	Uncharacterized protein	SORBI_3004G216650
A0A1Z5RP01	Uncharacterized protein	SORBI_3004G172201
A0A1Z5RP02	Thioredoxin domain-containing protein	SORBI_3004G186200
A0A1Z5RP03	Uncharacterized protein	SORBI_3004G255550
A0A1Z5RP04	POLIIIAc domain-containing protein	SORBI_3004G233500
