Uniprot_arabadopsis	Uniprot_cerevisiae	AlphaFold_arabadopsis	AlphaFold_cerevisiae	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9LMK0	P05744	AF-Q9LMK0-F1-model_v3	AF-P05744-F1-model_v3	NA	NA	0.00e+00	311.50	7.529E-16	725	gold
Q9LMP7	P38736	AF-Q9LMP7-F1-model_v3	AF-P38736-F1-model_v3	NA	NA	0.00e+00	577.86	1.120E-08	398	gold
Q9LNF4	P38089	AF-Q9LNF4-F1-model_v3	AF-P38089-F1-model_v3	NA	NA	1.52e-10	666.86	NA	NA	silver
Q9LPT6	P43558	AF-Q9LPT6-F1-model_v3	AF-P43558-F1-model_v3	NA	NA	2.55e-15	502.75	4.775E-21	849	gold
Q9LRN8	P31334	AF-Q9LRN8-F1-model_v3	AF-P31334-F1-model_v3	NA	NA	5.55e-16	621.42	1.470E-24	1106	gold
Q9LS42	P34237	AF-Q9LS42-F1-model_v3	AF-P34237-F1-model_v3	NA	NA	4.26e-10	1520.21	6.629E-19	803	gold
Q9LS97	P21374	AF-Q9LS97-F1-model_v3	AF-P21374-F1-model_v3	NA	NA	6.73e-04	355.88	2.966E-08	370	gold
Q9LSA1	P28778	AF-Q9LSA1-F1-model_v3	AF-P28778-F1-model_v3	NA	NA	1.51e-12	242.26	3.545E-08	354	gold
Q9LSE3	Q06436	AF-Q9LSE3-F1-model_v3	AF-Q06436-F1-model_v3	NA	NA	3.66e-04	589.48	6.820E-25	1016	gold
Q9LSG6	Q08032	AF-Q9LSG6-F1-model_v3	AF-Q08032-F1-model_v3	NA	NA	0.00e+00	1295.97	4.933E-38	1783	gold
Q9LSU9	Q05778	AF-Q9LSU9-F1-model_v3	AF-Q05778-F1-model_v3	NA	NA	6.40e-05	241.26	9.670E-07	305	gold
Q9LT09	P36534	AF-Q9LT09-F1-model_v3	AF-P36534-F1-model_v3	NA	NA	1.30e-04	234.28	4.991E-05	256	gold
Q9LT68	P25360	AF-Q9LT68-F1-model_v3	AF-P25360-F1-model_v3	NA	NA	7.55e-07	956.09	NA	NA	silver
Q9LTS7	Q02799	AF-Q9LTS7-F1-model_v3	AF-Q02799-F1-model_v3	NA	NA	7.18e-02	413.40	1.245E-04	218	gold
Q9LTY1	P40957	AF-Q9LTY1-F1-model_v3	AF-P40957-F1-model_v3	NA	NA	7.79e-09	1593.10	3.840E-10	420	gold
Q9LU57	Q12208	AF-Q9LU57-F1-model_v3	AF-Q12208-F1-model_v3	NA	NA	6.07e-06	376.73	1.303E-09	446	gold
Q9LU74	P32583	AF-Q9LU74-F1-model_v3	AF-P32583-F1-model_v3	NA	NA	5.91e-03	379.33	3.426E-04	198	gold
Q9LU97	P32529	AF-Q9LU97-F1-model_v3	AF-P32529-F1-model_v3	NA	NA	3.73e-06	204.68	2.750E-10	428	gold
Q9LUG5	P36160	AF-Q9LUG5-F1-model_v3	AF-P36160-F1-model_v3	NA	NA	0.00e+00	739.05	2.356E-30	1218	gold
Q9LUS8	Q12511	AF-Q9LUS8-F1-model_v3	AF-Q12511-F1-model_v3	NA	NA	4.63e-07	715.63	5.734E-22	964	gold
Q9LVD4	P38755	AF-Q9LVD4-F1-model_v3	AF-P38755-F1-model_v3	NA	NA	0.00e+00	814.64	NA	NA	silver
Q9LVI9	P28272	AF-Q9LVI9-F1-model_v3	AF-P28272-F1-model_v3	NA	NA	0.00e+00	662.85	4.135E-25	1019	gold
Q9LVK3	P38316	AF-Q9LVK3-F1-model_v3	AF-P38316-F1-model_v3	NA	NA	1.11e-16	258.34	4.686E-10	404	gold
Q9LVK6	Q01080	AF-Q9LVK6-F1-model_v3	AF-Q01080-F1-model_v3	NA	NA	1.28e-08	645.27	7.665E-19	849	gold
Q9LVN1	P40450	AF-Q9LVN1-F1-model_v3	AF-P40450-F1-model_v3	NA	NA	2.24e-02	1251.08	9.916E-17	899	gold
Q9LVW7	P07258	AF-Q9LVW7-F1-model_v3	AF-P07258-F1-model_v3	NA	NA	0.00e+00	911.00	5.440E-46	1849	gold
Q9LW15	P04037	AF-Q9LW15-F1-model_v3	AF-P04037-F1-model_v3	NA	NA	7.05e-06	248.00	1.673E-07	314	gold
Q9LW61	Q12518	AF-Q9LW61-F1-model_v3	AF-Q12518-F1-model_v3	NA	NA	1.50e-07	535.56	NA	NA	silver
Q9LW64	P0C074	AF-Q9LW64-F1-model_v3	AF-P0C074-F1-model_v3	NA	NA	4.72e-09	197.10	1.725E-04	215	gold
Q9LW88	P32499	AF-Q9LW88-F1-model_v3	AF-P32499-F1-model_v3	NA	NA	7.01e-03	565.39	NA	NA	silver
Q9LX65	P41807	AF-Q9LX65-F1-model_v3	AF-P41807-F1-model_v3	NA	NA	0.00e+00	910.92	9.171E-15	958	gold
Q9LXC3	P38698	AF-Q9LXC3-F1-model_v3	AF-P38698-F1-model_v3	NA	NA	9.70e-03	313.82	1.126E-06	312	gold
Q9LXP4	P52923	AF-Q9LXP4-F1-model_v3	AF-P52923-F1-model_v3	NA	NA	0.00e+00	734.12	7.123E-30	1204	gold
Q9LXR9	P38812	AF-Q9LXR9-F1-model_v3	AF-P38812-F1-model_v3	NA	NA	2.44e-15	420.97	3.420E-14	585	gold
Q9LXT5	P38779	AF-Q9LXT5-F1-model_v3	AF-P38779-F1-model_v3	NA	NA	2.83e-08	484.46	3.079E-18	740	gold
Q9LXX6	P22224	AF-Q9LXX6-F1-model_v3	AF-P22224-F1-model_v3	NA	NA	9.55e-15	1667.48	4.981E-22	1298	gold
Q9LZ82	P38199	AF-Q9LZ82-F1-model_v3	AF-P38199-F1-model_v3	NA	NA	9.12e-10	639.59	2.818E-23	948	gold
Q9LZD0	Q04895	AF-Q9LZD0-F1-model_v3	AF-Q04895-F1-model_v3	NA	NA	0.00e+00	1274.14	5.218E-28	1556	gold
Q9LZD7	Q08278	AF-Q9LZD7-F1-model_v3	AF-Q08278-F1-model_v3	NA	NA	2.09e-11	419.28	7.862E-11	447	gold
Q9LZE4	Q03219	AF-Q9LZE4-F1-model_v3	AF-Q03219-F1-model_v3	NA	NA	5.77e-15	563.97	1.253E-17	786	gold
Q9LZI4	Q03429	AF-Q9LZI4-F1-model_v3	AF-Q03429-F1-model_v3	NA	NA	1.29e-07	215.13	1.406E-04	230	gold
Q9M0N1	Q12229	AF-Q9M0N1-F1-model_v3	AF-Q12229-F1-model_v3	NA	NA	1.61e-08	733.70	2.966E-19	800	gold
Q9M0S0	P34162	AF-Q9M0S0-F1-model_v3	AF-P34162-F1-model_v3	NA	NA	6.95e-13	343.27	2.088E-08	398	gold
Q9M0V1	Q05791	AF-Q9M0V1-F1-model_v3	AF-Q05791-F1-model_v3	NA	NA	6.55e-15	666.91	1.436E-28	1131	gold
Q9M1A8	P20436	AF-Q9M1A8-F1-model_v3	AF-P20436-F1-model_v3	NA	NA	0.00e+00	336.62	5.011E-15	688	gold
Q9M1C9	Q08271	AF-Q9M1C9-F1-model_v3	AF-Q08271-F1-model_v3	NA	NA	2.24e-05	418.26	NA	NA	silver
Q9M1U2	Q02710	AF-Q9M1U2-F1-model_v3	AF-Q02710-F1-model_v3	NA	NA	1.27e-02	210.74	1.808E-04	196	gold
Q9M1Y0	P53867	AF-Q9M1Y0-F1-model_v3	AF-P53867-F1-model_v3	NA	NA	1.62e-08	732.37	1.569E-29	1203	gold
Q9M291	P38810	AF-Q9M291-F1-model_v3	AF-P38810-F1-model_v3	NA	NA	9.99e-16	1902.76	5.431E-70	2996	gold
Q9M2E4	P40098	AF-Q9M2E4-F1-model_v3	AF-P40098-F1-model_v3	NA	NA	2.14e-06	300.53	7.676E-09	413	gold
Q9M2F8	P31384	AF-Q9M2F8-F1-model_v3	AF-P31384-F1-model_v3	NA	NA	1.36e-06	827.10	2.639E-34	1456	gold
Q9M2F9	P24784	AF-Q9M2F9-F1-model_v3	AF-P24784-F1-model_v3	NA	NA	1.64e-12	1388.63	NA	NA	silver
Q9M308	Q03161	AF-Q9M308-F1-model_v3	AF-Q03161-F1-model_v3	NA	NA	0.00e+00	677.85	1.735E-27	1235	gold
Q9M322	P32776	AF-Q9M322-F1-model_v3	AF-P32776-F1-model_v3	NA	NA	3.07e-10	949.52	1.802E-18	864	gold
Q9M841	Q04370	AF-Q9M841-F1-model_v3	AF-Q04370-F1-model_v3	NA	NA	1.06e-08	668.44	1.284E-15	691	gold
Q9M898	Q12164	AF-Q9M898-F1-model_v3	AF-Q12164-F1-model_v3	NA	NA	5.19e-10	501.00	3.379E-06	386	gold
Q9M8M9	P21771	AF-Q9M8M9-F1-model_v3	AF-P21771-F1-model_v3	NA	NA	1.03e-04	393.86	3.798E-05	251	gold
Q9M8R4	Q08914	AF-Q9M8R4-F1-model_v3	AF-Q08914-F1-model_v3	NA	NA	1.52e-08	347.94	1.326E-09	428	gold
Q9M8Z5	P40010	AF-Q9M8Z5-F1-model_v3	AF-P40010-F1-model_v3	NA	NA	2.87e-07	937.38	3.165E-32	1323	gold
Q9M9H7	P38836	AF-Q9M9H7-F1-model_v3	AF-P38836-F1-model_v3	NA	NA	5.01e-09	553.93	5.148E-17	718	gold
Q9MBG4	P47051	AF-Q9MBG4-F1-model_v3	AF-P47051-F1-model_v3	NA	NA	3.48e-08	406.81	9.795E-15	594	gold
Q9S790	P47124	AF-Q9S790-F1-model_v3	AF-P47124-F1-model_v3	NA	NA	6.13e-05	481.65	NA	NA	silver
Q9S837	P32897	AF-Q9S837-F1-model_v3	AF-P32897-F1-model_v3	NA	NA	1.37e-09	390.67	1.610E-07	421	gold
Q9S9N1	P22202	AF-Q9S9N1-F1-model_v3	AF-P22202-F1-model_v3	NA	NA	0.00e+00	1849.23	NA	NA	silver
Q9SA96	P32452	AF-Q9SA96-F1-model_v3	AF-P32452-F1-model_v3	NA	NA	0.00e+00	593.36	4.349E-24	963	gold
Q9SAH5	P05375	AF-Q9SAH5-F1-model_v3	AF-P05375-F1-model_v3	NA	NA	1.44e-12	339.76	1.926E-05	295	gold
Q9SB51	P32571	AF-Q9SB51-F1-model_v3	AF-P32571-F1-model_v3	NA	NA	1.53e-02	988.11	NA	NA	silver
Q9SBJ1	P40530	AF-Q9SBJ1-F1-model_v3	AF-P40530-F1-model_v3	NA	NA	0.00e+00	760.42	1.278E-19	1022	gold
Q9SCK0	Q06628	AF-Q9SCK0-F1-model_v3	AF-Q06628-F1-model_v3	NA	NA	1.43e-02	583.67	2.406E-09	412	gold
Q9SCS3	Q12040	AF-Q9SCS3-F1-model_v3	AF-Q12040-F1-model_v3	NA	NA	7.77e-16	436.16	3.059E-16	636	gold
Q9SDS7	P31412	AF-Q9SDS7-F1-model_v3	AF-P31412-F1-model_v3	NA	NA	0.00e+00	903.47	3.508E-29	1255	gold
Q9SE51	P53266	AF-Q9SE51-F1-model_v3	AF-P53266-F1-model_v3	NA	NA	7.35e-06	475.26	2.518E-15	662	gold
Q9SFH9	P05373	AF-Q9SFH9-F1-model_v3	AF-P05373-F1-model_v3	NA	NA	0.00e+00	951.00	6.315E-35	1489	gold
Q9SGI4	P53285	AF-Q9SGI4-F1-model_v3	AF-P53285-F1-model_v3	NA	NA	1.07e-04	457.62	NA	NA	silver
Q9SGW3	P32496	AF-Q9SGW3-F1-model_v3	AF-P32496-F1-model_v3	NA	NA	0.00e+00	578.67	2.641E-13	679	gold
Q9SHG6	Q06411	AF-Q9SHG6-F1-model_v3	AF-Q06411-F1-model_v3	NA	NA	4.82e-07	1051.29	1.297E-13	703	gold
Q9SHH0	P38967	AF-Q9SHH0-F1-model_v3	AF-P38967-F1-model_v3	NA	NA	4.56e-11	1065.41	NA	NA	silver
Q9SID3	Q12320	AF-Q9SID3-F1-model_v3	AF-Q12320-F1-model_v3	NA	NA	0.00e+00	567.33	NA	NA	silver
Q9SIU2	P34160	AF-Q9SIU2-F1-model_v3	AF-P34160-F1-model_v3	NA	NA	1.28e-11	1335.15	3.243E-17	1199	gold
Q9SIY7	P53633	AF-Q9SIY7-F1-model_v3	AF-P53633-F1-model_v3	NA	NA	3.64e-11	434.65	3.629E-07	344	gold
Q9SJ40	P12868	AF-Q9SJ40-F1-model_v3	AF-P12868-F1-model_v3	NA	NA	8.88e-16	1789.63	1.890E-39	2093	gold
Q9SJL4	Q08004	AF-Q9SJL4-F1-model_v3	AF-Q08004-F1-model_v3	NA	NA	3.63e-05	262.60	2.881E-05	250	gold
Q9SJM8	P53039	AF-Q9SJM8-F1-model_v3	AF-P53039-F1-model_v3	NA	NA	1.53e-09	454.46	2.683E-10	539	gold
Q9SJT4	P37838	AF-Q9SJT4-F1-model_v3	AF-P37838-F1-model_v3	NA	NA	1.33e-05	950.36	6.437E-39	1617	gold
Q9SJZ6	P32585	AF-Q9SJZ6-F1-model_v3	AF-P32585-F1-model_v3	NA	NA	1.71e-10	332.20	1.993E-10	487	gold
Q9SKN1	P53129	AF-Q9SKN1-F1-model_v3	AF-P53129-F1-model_v3	NA	NA	5.12e-08	984.57	7.228E-32	1387	gold
Q9SKT6	P40549	AF-Q9SKT6-F1-model_v3	AF-P40549-F1-model_v3	NA	NA	7.67e-03	415.32	NA	NA	silver
Q9SLE0	Q03786	AF-Q9SLE0-F1-model_v3	AF-Q03786-F1-model_v3	NA	NA	6.66e-16	376.33	4.051E-11	479	gold
Q9SMR2	P46670	AF-Q9SMR2-F1-model_v3	AF-P46670-F1-model_v3	NA	NA	2.37e-06	392.20	2.558E-07	385	gold
Q9SMR5	P32387	AF-Q9SMR5-F1-model_v3	AF-P32387-F1-model_v3	NA	NA	1.67e-04	243.99	2.193E-05	261	gold
Q9SMX4	P10663	AF-Q9SMX4-F1-model_v3	AF-P10663-F1-model_v3	NA	NA	2.00e-15	286.87	1.598E-07	333	gold
Q9SN75	P53230	AF-Q9SN75-F1-model_v3	AF-P53230-F1-model_v3	NA	NA	0.00e+00	602.58	8.066E-18	894	gold
Q9SPE6	P32602	AF-Q9SPE6-F1-model_v3	AF-P32602-F1-model_v3	NA	NA	0.00e+00	784.83	1.941E-16	942	gold
Q9SR02	P19263	AF-Q9SR02-F1-model_v3	AF-P19263-F1-model_v3	NA	NA	3.10e-04	1060.00	6.712E-19	974	gold
Q9SRX7	P56628	AF-Q9SRX7-F1-model_v3	AF-P56628-F1-model_v3	NA	NA	6.66e-16	318.13	NA	NA	silver
Q9SS44	P29055	AF-Q9SS44-F1-model_v3	AF-P29055-F1-model_v3	NA	NA	0.00e+00	690.00	3.637E-18	961	gold
Q9SSD6	P41544	AF-Q9SSD6-F1-model_v3	AF-P41544-F1-model_v3	NA	NA	2.86e-14	355.63	2.267E-07	411	gold
Q9SSL0	Q03262	AF-Q9SSL0-F1-model_v3	AF-Q03262-F1-model_v3	NA	NA	4.66e-15	937.78	1.277E-23	1146	gold
Q9STY4	P33312	AF-Q9STY4-F1-model_v3	AF-P33312-F1-model_v3	NA	NA	2.86e-07	420.08	3.749E-12	562	gold
Q9SU50	P32356	AF-Q9SU50-F1-model_v3	AF-P32356-F1-model_v3	NA	NA	8.68e-09	962.98	2.540E-20	1062	gold
Q9SU56	P54783	AF-Q9SU56-F1-model_v3	AF-P54783-F1-model_v3	NA	NA	0.00e+00	955.84	3.023E-31	1363	gold
Q9SU92	P53981	AF-Q9SU92-F1-model_v3	AF-P53981-F1-model_v3	NA	NA	1.11e-15	455.51	2.600E-11	478	gold
Q9SUB3	P36145	AF-Q9SUB3-F1-model_v3	AF-P36145-F1-model_v3	NA	NA	6.40e-06	389.64	1.478E-12	501	gold
Q9SUF2	Q05530	AF-Q9SUF2-F1-model_v3	AF-Q05530-F1-model_v3	NA	NA	6.71e-06	204.29	2.470E-07	310	gold
Q9SUG7	Q12527	AF-Q9SUG7-F1-model_v3	AF-Q12527-F1-model_v3	NA	NA	5.10e-07	1573.96	1.310E-17	908	gold
Q9SW09	Q08745	AF-Q9SW09-F1-model_v3	AF-Q08745-F1-model_v3	NA	NA	0.00e+00	292.72	NA	NA	silver
Q9SXC4	P46958	AF-Q9SXC4-F1-model_v3	AF-P46958-F1-model_v3	NA	NA	6.79e-02	294.16	5.023E-05	238	gold
Q9SY59	P53971	AF-Q9SY59-F1-model_v3	AF-P53971-F1-model_v3	NA	NA	7.59e-06	1549.58	3.749E-61	2593	gold
Q9SYK5	P0CF17	AF-Q9SYK5-F1-model_v3	AF-P0CF17-F1-model_v3	NA	NA	1.18e-05	987.25	NA	NA	silver
Q9SZ15	Q06263	AF-Q9SZ15-F1-model_v3	AF-Q06263-F1-model_v3	NA	NA	4.46e-05	508.45	4.565E-05	319	gold
Q9SZ53	P39966	AF-Q9SZ53-F1-model_v3	AF-P39966-F1-model_v3	NA	NA	0.00e+00	721.11	2.319E-35	1498	gold
Q9SZ63	Q01976	AF-Q9SZ63-F1-model_v3	AF-Q01976-F1-model_v3	NA	NA	6.62e-07	336.39	4.768E-10	433	gold
Q9SZX9	P05738	AF-Q9SZX9-F1-model_v3	AF-P05738-F1-model_v3	NA	NA	0.00e+00	520.07	NA	NA	silver
Q9T0F3	P41901	AF-Q9T0F3-F1-model_v3	AF-P41901-F1-model_v3	NA	NA	1.12e-05	574.82	NA	NA	silver
Q9XGU0	P06780	AF-Q9XGU0-F1-model_v3	AF-P06780-F1-model_v3	NA	NA	0.00e+00	549.78	NA	NA	silver
Q9XI00	Q12347	AF-Q9XI00-F1-model_v3	AF-Q12347-F1-model_v3	NA	NA	3.67e-08	506.51	1.835E-14	667	gold
Q9ZPF5	P00812	AF-Q9ZPF5-F1-model_v3	AF-P00812-F1-model_v3	NA	NA	3.00e-15	520.62	8.426E-14	612	gold
Q9ZPR0	O13525	AF-Q9ZPR0-F1-model_v3	AF-O13525-F1-model_v3	NA	NA	0.00e+00	617.72	1.388E-17	919	gold
Q9ZPV5	P39744	AF-Q9ZPV5-F1-model_v3	AF-P39744-F1-model_v3	NA	NA	7.71e-12	1424.46	2.454E-24	1526	gold
Q9ZQH2	Q04603	AF-Q9ZQH2-F1-model_v3	AF-Q04603-F1-model_v3	NA	NA	4.89e-06	350.87	1.048E-06	284	gold
Q9ZSJ7	P53262	AF-Q9ZSJ7-F1-model_v3	AF-P53262-F1-model_v3	NA	NA	1.01e-03	295.93	7.097E-06	272	gold
Q9ZT63	P32798	AF-Q9ZT63-F1-model_v3	AF-P32798-F1-model_v3	NA	NA	1.01e-10	846.02	5.679E-19	962	gold
Q9ZU32	P43619	AF-Q9ZU32-F1-model_v3	AF-P43619-F1-model_v3	NA	NA	0.00e+00	643.06	2.235E-26	1063	gold
Q9ZU34	P46680	AF-Q9ZU34-F1-model_v3	AF-P46680-F1-model_v3	NA	NA	0.00e+00	1393.83	2.560E-47	2388	gold
Q9ZU50	P32837	AF-Q9ZU50-F1-model_v3	AF-P32837-F1-model_v3	NA	NA	0.00e+00	1314.61	3.579E-33	1754	gold
Q9ZUA0	P41543	AF-Q9ZUA0-F1-model_v3	AF-P41543-F1-model_v3	NA	NA	0.00e+00	1067.77	1.351E-37	1794	gold
Q9ZUM9	Q12529	AF-Q9ZUM9-F1-model_v3	AF-Q12529-F1-model_v3	NA	NA	2.09e-08	541.17	4.164E-15	652	gold
Q9ZV94	Q04847	AF-Q9ZV94-F1-model_v3	AF-Q04847-F1-model_v3	NA	NA	4.23e-04	465.97	NA	NA	silver
Q9ZVC3	P32643	AF-Q9ZVC3-F1-model_v3	AF-P32643-F1-model_v3	NA	NA	6.66e-16	475.37	1.518E-18	727	gold
Q9ZVE0	P54964	AF-Q9ZVE0-F1-model_v3	AF-P54964-F1-model_v3	NA	NA	2.22e-16	520.38	3.110E-19	791	gold
Q9ZVF6	P47181	AF-Q9ZVF6-F1-model_v3	AF-P47181-F1-model_v3	NA	NA	1.39e-10	388.00	1.740E-09	411	gold
Q9ZVN6	P38856	AF-Q9ZVN6-F1-model_v3	AF-P38856-F1-model_v3	NA	NA	4.98e-07	903.54	5.709E-09	569	gold
Q9ZVT6	P54858	AF-Q9ZVT6-F1-model_v3	AF-P54858-F1-model_v3	NA	NA	1.05e-05	510.73	9.152E-09	369	gold
Q9ZVZ4	P32352	AF-Q9ZVZ4-F1-model_v3	AF-P32352-F1-model_v3	NA	NA	1.07e-06	448.87	7.424E-12	520	gold
Q9ZW34	P0CX11	AF-Q9ZW34-F1-model_v3	AF-P0CX11-F1-model_v3	NA	NA	0.00e+00	1217.30	NA	NA	silver
Q9ZW76	P38336	AF-Q9ZW76-F1-model_v3	AF-P38336-F1-model_v3	NA	NA	1.14e-02	313.29	1.917E-07	329	gold
X5JB51	Q06245	AF-X5JB51-F1-model_v3	AF-Q06245-F1-model_v3	NA	NA	2.19e-14	1537.38	1.348E-20	1332	gold
A0A1P8AVE4	Q05881	AF-A0A1P8AVE4-F1-model_v3	AF-Q05881-F1-model_v3	NA	NA	NA	NA	1.395E-05	360	silver
A0A1P8B6L8	Q08748	AF-A0A1P8B6L8-F1-model_v3	AF-Q08748-F1-model_v3	NA	NA	NA	NA	4.332E-09	592	silver
B9DG41	P25637	AF-B9DG41-F1-model_v3	AF-P25637-F1-model_v3	NA	NA	NA	NA	9.739E-08	350	silver
B9DH75	Q04371	AF-B9DH75-F1-model_v3	AF-Q04371-F1-model_v3	NA	NA	NA	NA	2.677E-09	421	silver
F2Y4A3	Q12246	AF-F2Y4A3-F1-model_v3	AF-Q12246-F1-model_v3	NA	NA	NA	NA	1.106E-32	1389	silver
F4HUI7	P48362	AF-F4HUI7-F1-model_v3	AF-P48362-F1-model_v3	NA	NA	NA	NA	6.435E-10	646	silver
F4I1T7	P40477	AF-F4I1T7-F1-model_v3	AF-P40477-F1-model_v3	NA	NA	NA	NA	4.379E-17	763	silver
F4IAP5	P14540	AF-F4IAP5-F1-model_v3	AF-P14540-F1-model_v3	NA	NA	NA	NA	5.788E-17	884	silver
F4ID16	P49687	AF-F4ID16-F1-model_v3	AF-P49687-F1-model_v3	NA	NA	NA	NA	3.808E-17	712	silver
F4IKF6	P38776	AF-F4IKF6-F1-model_v3	AF-P38776-F1-model_v3	NA	NA	NA	NA	8.516E-12	708	silver
F4IM73	P32857	AF-F4IM73-F1-model_v3	AF-P32857-F1-model_v3	NA	NA	NA	NA	8.239E-27	1152	silver
F4IS01	P38287	AF-F4IS01-F1-model_v3	AF-P38287-F1-model_v3	NA	NA	NA	NA	2.195E-08	375	silver
F4JC80	P39969	AF-F4JC80-F1-model_v3	AF-P39969-F1-model_v3	NA	NA	NA	NA	2.136E-04	217	silver
F4JF82	P53258	AF-F4JF82-F1-model_v3	AF-P53258-F1-model_v3	NA	NA	NA	NA	2.778E-16	892	silver
F4JG03	Q12118	AF-F4JG03-F1-model_v3	AF-Q12118-F1-model_v3	NA	NA	NA	NA	1.109E-09	544	silver
F4JL28	P53236	AF-F4JL28-F1-model_v3	AF-P53236-F1-model_v3	NA	NA	NA	NA	6.917E-10	458	silver
F4JSV3	P21268	AF-F4JSV3-F1-model_v3	AF-P21268-F1-model_v3	NA	NA	NA	NA	3.082E-13	595	silver
F4K2L8	Q06563	AF-F4K2L8-F1-model_v3	AF-Q06563-F1-model_v3	NA	NA	NA	NA	1.336E-10	576	silver
F4K725	P47133	AF-F4K725-F1-model_v3	AF-P47133-F1-model_v3	NA	NA	NA	NA	7.676E-08	488	silver
F4KEY9	Q12387	AF-F4KEY9-F1-model_v3	AF-Q12387-F1-model_v3	NA	NA	NA	NA	5.338E-13	924	silver
F4KFT7	P25616	AF-F4KFT7-F1-model_v3	AF-P25616-F1-model_v3	NA	NA	NA	NA	5.547E-09	525	silver
H3K2Y6	P25648	AF-H3K2Y6-F1-model_v3	AF-P25648-F1-model_v3	NA	NA	NA	NA	3.115E-12	860	silver
O22823	Q06406	AF-O22823-F1-model_v3	AF-Q06406-F1-model_v3	NA	NA	NA	NA	1.767E-08	406	silver
O23016	Q02895	AF-O23016-F1-model_v3	AF-Q02895-F1-model_v3	NA	NA	NA	NA	1.950E-29	1238	silver
O23596	Q08777	AF-O23596-F1-model_v3	AF-Q08777-F1-model_v3	NA	NA	NA	NA	3.484E-12	750	silver
O49482	P25377	AF-O49482-F1-model_v3	AF-P25377-F1-model_v3	NA	NA	NA	NA	6.260E-43	1681	silver
O80775	Q06214	AF-O80775-F1-model_v3	AF-Q06214-F1-model_v3	NA	NA	NA	NA	2.988E-19	933	silver
O80948	P40483	AF-O80948-F1-model_v3	AF-P40483-F1-model_v3	NA	NA	NA	NA	5.099E-08	478	silver
O82643	Q12436	AF-O82643-F1-model_v3	AF-Q12436-F1-model_v3	NA	NA	NA	NA	5.239E-14	824	silver
O82811	P15365	AF-O82811-F1-model_v3	AF-P15365-F1-model_v3	NA	NA	NA	NA	1.458E-14	846	silver
P46665	P34161	AF-P46665-F1-model_v3	AF-P34161-F1-model_v3	NA	NA	NA	NA	2.042E-05	230	silver
P56808	P53733	AF-P56808-F1-model_v3	AF-P53733-F1-model_v3	NA	NA	NA	NA	5.118E-09	350	silver
P59277	P41834	AF-P59277-F1-model_v3	AF-P41834-F1-model_v3	NA	NA	NA	NA	5.409E-08	410	silver
P93654	Q12241	AF-P93654-F1-model_v3	AF-Q12241-F1-model_v3	NA	NA	NA	NA	1.170E-08	440	silver
P94072	P47096	AF-P94072-F1-model_v3	AF-P47096-F1-model_v3	NA	NA	NA	NA	1.507E-06	317	silver
Q0WPF2	P39081	AF-Q0WPF2-F1-model_v3	AF-P39081-F1-model_v3	NA	NA	NA	NA	2.043E-08	415	silver
Q0WPK0	P06243	AF-Q0WPK0-F1-model_v3	AF-P06243-F1-model_v3	NA	NA	NA	NA	5.060E-19	890	silver
Q2V3L3	P32805	AF-Q2V3L3-F1-model_v3	AF-P32805-F1-model_v3	NA	NA	NA	NA	2.201E-10	426	silver
Q39024	P16892	AF-Q39024-F1-model_v3	AF-P16892-F1-model_v3	NA	NA	NA	NA	4.221E-40	1827	silver
Q3EBC2	Q04629	AF-Q3EBC2-F1-model_v3	AF-Q04629-F1-model_v3	NA	NA	NA	NA	3.795E-10	536	silver
Q3EC11	P39010	AF-Q3EC11-F1-model_v3	AF-P39010-F1-model_v3	NA	NA	NA	NA	1.572E-21	1203	silver
Q3KTM0	Q12473	AF-Q3KTM0-F1-model_v3	AF-Q12473-F1-model_v3	NA	NA	NA	NA	2.156E-19	1059	silver
Q42340	P0CX51	AF-Q42340-F1-model_v3	AF-P0CX51-F1-model_v3	NA	NA	NA	NA	1.788E-24	971	silver
Q4PSA3	P50275	AF-Q4PSA3-F1-model_v3	AF-P50275-F1-model_v3	NA	NA	NA	NA	1.239E-12	713	silver
Q501D1	Q06466	AF-Q501D1-F1-model_v3	AF-Q06466-F1-model_v3	NA	NA	NA	NA	8.002E-15	681	silver
Q5W7F2	Q04412	AF-Q5W7F2-F1-model_v3	AF-Q04412-F1-model_v3	NA	NA	NA	NA	3.416E-11	654	silver
Q6NNP0	P36130	AF-Q6NNP0-F1-model_v3	AF-P36130-F1-model_v3	NA	NA	NA	NA	1.258E-24	1125	silver
Q6NQ72	Q12159	AF-Q6NQ72-F1-model_v3	AF-Q12159-F1-model_v3	NA	NA	NA	NA	2.209E-14	551	silver
Q7PC84	P32568	AF-Q7PC84-F1-model_v3	AF-P32568-F1-model_v3	NA	NA	NA	NA	3.181E-82	4449	silver
Q7XJ55	P53078	AF-Q7XJ55-F1-model_v3	AF-P53078-F1-model_v3	NA	NA	NA	NA	9.123E-16	690	silver
Q8GUN6	P43613	AF-Q8GUN6-F1-model_v3	AF-P43613-F1-model_v3	NA	NA	NA	NA	2.512E-05	298	silver
Q8GWI1	P53066	AF-Q8GWI1-F1-model_v3	AF-P53066-F1-model_v3	NA	NA	NA	NA	1.470E-07	402	silver
Q8GZ22	P50086	AF-Q8GZ22-F1-model_v3	AF-P50086-F1-model_v3	NA	NA	NA	NA	1.011E-12	725	silver
