Uniprot_arabadopsis	Uniprot_arabadopsis	AlphaFold_arabadopsis	AlphaFold_arabadopsis	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9LU78	B3H6H3	AF-Q9LU78-F1-model_v3	AF-B3H6H3-F1-model_v3	NA	NA	5.43e-04	118.19	7.054E-05	178	gold
Q9LUB2	P49572	AF-Q9LUB2-F1-model_v3	AF-P49572-F1-model_v3	NA	NA	0.00e+00	960.37	1.113E-54	2224	gold
Q9LUB6	Q9STX3	AF-Q9LUB6-F1-model_v3	AF-Q9STX3-F1-model_v3	NA	NA	4.41e-08	306.43	3.530E-07	363	gold
Q9LUG9	F4IN69	AF-Q9LUG9-F1-model_v3	AF-F4IN69-F1-model_v3	NA	NA	0.00e+00	2912.62	4.078E-83	5669	gold
Q9LUR8	Q9LUR6	AF-Q9LUR8-F1-model_v3	AF-Q9LUR6-F1-model_v3	NA	NA	1.38e-13	381.84	1.081E-19	839	gold
Q9LUV9	F4I8Q8	AF-Q9LUV9-F1-model_v3	AF-F4I8Q8-F1-model_v3	NA	NA	3.88e-08	817.93	9.780E-42	1818	gold
Q9LV23	Q9LV22	AF-Q9LV23-F1-model_v3	AF-Q9LV22-F1-model_v3	NA	NA	0.00e+00	1155.81	3.193E-78	3031	gold
Q9LV27	F4IIK6	AF-Q9LV27-F1-model_v3	AF-F4IIK6-F1-model_v3	NA	NA	0.00e+00	872.76	5.726E-49	2270	gold
Q9LV32	Q9LK40	AF-Q9LV32-F1-model_v3	AF-Q9LK40-F1-model_v3	NA	NA	0.00e+00	3106.04	0.000E+00	8827	gold
Q9LV87	Q9LV88	AF-Q9LV87-F1-model_v3	AF-Q9LV88-F1-model_v3	NA	NA	4.13e-05	180.41	1.134E-05	226	gold
Q9LVA9	O80607	AF-Q9LVA9-F1-model_v3	AF-O80607-F1-model_v3	NA	NA	2.42e-02	345.80	5.812E-06	293	gold
Q9LVI9	P32746	AF-Q9LVI9-F1-model_v3	AF-P32746-F1-model_v3	NA	NA	0.00e+00	615.48	3.280E-20	837	gold
Q9LVK3	Q8S924	AF-Q9LVK3-F1-model_v3	AF-Q8S924-F1-model_v3	NA	NA	0.00e+00	263.39	2.515E-19	741	gold
Q9LVK6	Q9FGZ3	AF-Q9LVK6-F1-model_v3	AF-Q9FGZ3-F1-model_v3	NA	NA	4.65e-02	375.76	1.777E-05	293	gold
Q9LVP1	F4ISQ7	AF-Q9LVP1-F1-model_v3	AF-F4ISQ7-F1-model_v3	NA	NA	0.00e+00	1783.85	3.777E-65	3174	gold
Q9LVU5	P25864	AF-Q9LVU5-F1-model_v3	AF-P25864-F1-model_v3	NA	NA	2.03e-09	376.79	3.935E-12	508	gold
Q9LVV5	Q9ZVL6	AF-Q9LVV5-F1-model_v3	AF-Q9ZVL6-F1-model_v3	NA	NA	5.32e-05	321.95	2.880E-07	327	gold
Q9LVZ7	Q9LVZ6	AF-Q9LVZ7-F1-model_v3	AF-Q9LVZ6-F1-model_v3	NA	NA	0.00e+00	729.25	1.956E-32	1533	gold
Q9LW01	Q9SSQ7	AF-Q9LW01-F1-model_v3	AF-Q9SSQ7-F1-model_v3	NA	NA	4.36e-05	227.14	2.828E-08	311	gold
Q9LW04	F4HV08	AF-Q9LW04-F1-model_v3	AF-F4HV08-F1-model_v3	NA	NA	0.00e+00	527.81	1.082E-24	1034	gold
Q9LW12	Q96270	AF-Q9LW12-F1-model_v3	AF-Q96270-F1-model_v3	NA	NA	5.39e-08	390.85	8.555E-09	311	gold
Q9LW33	Q94BZ6	AF-Q9LW33-F1-model_v3	AF-Q94BZ6-F1-model_v3	NA	NA	1.49e-06	823.87	1.578E-54	2147	gold
Q9LW64	P58728	AF-Q9LW64-F1-model_v3	AF-P58728-F1-model_v3	NA	NA	0.00e+00	239.98	1.574E-14	596	gold
Q9LX09	Q9LV76	AF-Q9LX09-F1-model_v3	AF-Q9LV76-F1-model_v3	NA	NA	7.84e-14	444.70	1.457E-21	993	gold
Q9LX15	Q9SZY5	AF-Q9LX15-F1-model_v3	AF-Q9SZY5-F1-model_v3	NA	NA	2.22e-16	419.87	3.572E-18	810	gold
Q9LXA5	Q9LSL5	AF-Q9LXA5-F1-model_v3	AF-Q9LSL5-F1-model_v3	NA	NA	0.00e+00	1678.68	1.084E-96	4082	gold
Q9LXC3	F4HRG2	AF-Q9LXC3-F1-model_v3	AF-F4HRG2-F1-model_v3	NA	NA	1.11e-16	725.21	8.573E-31	1265	gold
Q9LXH5	Q9FFB3	AF-Q9LXH5-F1-model_v3	AF-Q9FFB3-F1-model_v3	NA	NA	5.00e-15	535.70	1.302E-21	951	gold
Q9LXI8	Q56WL5	AF-Q9LXI8-F1-model_v3	AF-Q56WL5-F1-model_v3	NA	NA	5.87e-12	168.10	6.560E-05	175	gold
Q9LXK1	Q6NLG7	AF-Q9LXK1-F1-model_v3	AF-Q6NLG7-F1-model_v3	NA	NA	0.00e+00	296.66	2.038E-22	835	gold
Q9LXL1	Q84WW7	AF-Q9LXL1-F1-model_v3	AF-Q84WW7-F1-model_v3	NA	NA	1.89e-15	1023.18	7.570E-52	2225	gold
Q9LXP4	Q9C574	AF-Q9LXP4-F1-model_v3	AF-Q9C574-F1-model_v3	NA	NA	0.00e+00	1050.62	5.816E-71	2799	gold
Q9LXP6	Q3E938	AF-Q9LXP6-F1-model_v3	AF-Q3E938-F1-model_v3	NA	NA	1.14e-07	287.10	4.456E-12	527	gold
Q9LXU4	Q84W43	AF-Q9LXU4-F1-model_v3	AF-Q84W43-F1-model_v3	NA	NA	0.00e+00	2450.88	0.000E+00	6901	gold
Q9LXW8	Q8GWA2	AF-Q9LXW8-F1-model_v3	AF-Q8GWA2-F1-model_v3	NA	NA	9.86e-12	413.72	2.349E-19	780	gold
Q9LXX5	O49292	AF-Q9LXX5-F1-model_v3	AF-O49292-F1-model_v3	NA	NA	7.59e-09	493.51	9.089E-18	755	gold
Q9LXX6	F4JHH5	AF-Q9LXX6-F1-model_v3	AF-F4JHH5-F1-model_v3	NA	NA	0.00e+00	2031.94	1.043E-57	3295	gold
Q9LY04	Q9FLC9	AF-Q9LY04-F1-model_v3	AF-Q9FLC9-F1-model_v3	NA	NA	6.74e-07	367.34	3.416E-16	718	gold
Q9LY23	Q9FLT2	AF-Q9LY23-F1-model_v3	AF-Q9FLT2-F1-model_v3	NA	NA	0.00e+00	759.63	9.843E-46	1863	gold
Q9LY61	O04203	AF-Q9LY61-F1-model_v3	AF-O04203-F1-model_v3	NA	NA	0.00e+00	1166.25	1.223E-44	2522	gold
Q9LY66	Q8RWT4	AF-Q9LY66-F1-model_v3	AF-Q8RWT4-F1-model_v3	NA	NA	1.03e-08	725.88	1.555E-28	1115	gold
Q9LY93	Q9FM35	AF-Q9LY93-F1-model_v3	AF-Q9FM35-F1-model_v3	NA	NA	3.86e-07	341.28	2.140E-18	721	gold
Q9LYC2	O82264	AF-Q9LYC2-F1-model_v3	AF-O82264-F1-model_v3	NA	NA	0.00e+00	1164.17	2.464E-81	3261	gold
Q9LYD2	F4HR02	AF-Q9LYD2-F1-model_v3	AF-F4HR02-F1-model_v3	NA	NA	4.87e-05	425.22	1.075E-10	423	gold
Q9LYE1	Q9LTX7	AF-Q9LYE1-F1-model_v3	AF-Q9LTX7-F1-model_v3	NA	NA	9.94e-02	267.94	1.185E-05	279	gold
Q9LYE5	Q6NQH9	AF-Q9LYE5-F1-model_v3	AF-Q6NQH9-F1-model_v3	NA	NA	3.33e-06	293.53	1.234E-10	440	gold
Q9LYJ1	Q6NLE5	AF-Q9LYJ1-F1-model_v3	AF-Q6NLE5-F1-model_v3	NA	NA	3.50e-05	300.14	9.321E-16	575	gold
Q9LYK6	Q8RXD8	AF-Q9LYK6-F1-model_v3	AF-Q8RXD8-F1-model_v3	NA	NA	0.00e+00	872.38	2.535E-43	1909	gold
Q9LYP6	Q9LVB5	AF-Q9LYP6-F1-model_v3	AF-Q9LVB5-F1-model_v3	NA	NA	1.63e-07	434.64	7.333E-21	916	gold
Q9LYR4	F4IC59	AF-Q9LYR4-F1-model_v3	AF-F4IC59-F1-model_v3	NA	NA	1.86e-07	609.89	1.879E-10	556	gold
Q9LYU2	P0CB26	AF-Q9LYU2-F1-model_v3	AF-P0CB26-F1-model_v3	NA	NA	1.48e-08	541.94	1.214E-11	401	gold
Q9LYU5	Q9FFX8	AF-Q9LYU5-F1-model_v3	AF-Q9FFX8-F1-model_v3	NA	NA	3.19e-02	336.48	1.600E-11	463	gold
Q9LYX6	Q9LPG4	AF-Q9LYX6-F1-model_v3	AF-Q9LPG4-F1-model_v3	NA	NA	2.97e-03	150.65	6.041E-06	321	gold
Q9LZ23	Q9FZ47	AF-Q9LZ23-F1-model_v3	AF-Q9FZ47-F1-model_v3	NA	NA	2.71e-14	684.76	3.719E-36	1477	gold
Q9LZ26	Q9LST0	AF-Q9LZ26-F1-model_v3	AF-Q9LST0-F1-model_v3	NA	NA	0.00e+00	1282.09	1.073E-76	3177	gold
Q9LZ66	Q39161	AF-Q9LZ66-F1-model_v3	AF-Q39161-F1-model_v3	NA	NA	3.79e-13	1008.95	2.041E-29	1296	gold
Q9LZ73	Q8H109	AF-Q9LZ73-F1-model_v3	AF-Q8H109-F1-model_v3	NA	NA	0.00e+00	624.89	6.427E-16	921	gold
Q9LZ76	Q67ZM7	AF-Q9LZ76-F1-model_v3	AF-Q67ZM7-F1-model_v3	NA	NA	2.22e-16	733.48	1.222E-19	1106	gold
Q9LZ78	Q9LPP4	AF-Q9LZ78-F1-model_v3	AF-Q9LPP4-F1-model_v3	NA	NA	7.62e-03	157.15	3.030E-07	290	gold
Q9LZ97	Q9SYB8	AF-Q9LZ97-F1-model_v3	AF-Q9SYB8-F1-model_v3	NA	NA	7.77e-16	329.25	1.194E-11	497	gold
Q9LZD7	Q9LYW3	AF-Q9LZD7-F1-model_v3	AF-Q9LYW3-F1-model_v3	NA	NA	0.00e+00	479.53	1.037E-25	1003	gold
Q9LZI6	O82238	AF-Q9LZI6-F1-model_v3	AF-O82238-F1-model_v3	NA	NA	5.75e-14	233.06	6.801E-12	433	gold
Q9LZJ2	F4HWR0	AF-Q9LZJ2-F1-model_v3	AF-F4HWR0-F1-model_v3	NA	NA	0.00e+00	800.26	6.508E-33	1514	gold
Q9LZK0	Q6DBG0	AF-Q9LZK0-F1-model_v3	AF-Q6DBG0-F1-model_v3	NA	NA	1.05e-03	230.34	1.315E-10	392	gold
Q9LZM3	Q8GXR5	AF-Q9LZM3-F1-model_v3	AF-Q8GXR5-F1-model_v3	NA	NA	0.00e+00	908.33	5.651E-58	2286	gold
Q9LZQ8	Q9LK79	AF-Q9LZQ8-F1-model_v3	AF-Q9LK79-F1-model_v3	NA	NA	6.66e-16	392.77	1.664E-19	764	gold
Q9LZX2	Q94AK6	AF-Q9LZX2-F1-model_v3	AF-Q94AK6-F1-model_v3	NA	NA	8.77e-07	195.55	8.716E-10	403	gold
Q9LZX6	Q9FVC8	AF-Q9LZX6-F1-model_v3	AF-Q9FVC8-F1-model_v3	NA	NA	0.00e+00	1052.68	1.440E-66	2714	gold
Q9M001	Q94A03	AF-Q9M001-F1-model_v3	AF-Q94A03-F1-model_v3	NA	NA	0.00e+00	1009.57	2.390E-39	2132	gold
Q9M053	O04191	AF-Q9M053-F1-model_v3	AF-O04191-F1-model_v3	NA	NA	9.15e-03	333.97	2.614E-08	326	gold
Q9M060	O22290	AF-Q9M060-F1-model_v3	AF-O22290-F1-model_v3	NA	NA	0.00e+00	692.34	1.321E-43	1693	gold
Q9M073	O82320	AF-Q9M073-F1-model_v3	AF-O82320-F1-model_v3	NA	NA	0.00e+00	413.50	3.743E-18	766	gold
Q9M082	Q0WVH7	AF-Q9M082-F1-model_v3	AF-Q0WVH7-F1-model_v3	NA	NA	4.44e-14	1620.01	9.945E-60	3288	gold
Q9M098	O82230	AF-Q9M098-F1-model_v3	AF-O82230-F1-model_v3	NA	NA	6.42e-13	433.76	7.230E-23	871	gold
Q9M0B9	Q9FJN6	AF-Q9M0B9-F1-model_v3	AF-Q9FJN6-F1-model_v3	NA	NA	2.70e-12	327.17	7.376E-08	441	gold
Q9M0C2	Q9ZV52	AF-Q9M0C2-F1-model_v3	AF-Q9ZV52-F1-model_v3	NA	NA	3.22e-15	288.06	3.445E-13	559	gold
Q9M0E2	O82204	AF-Q9M0E2-F1-model_v3	AF-O82204-F1-model_v3	NA	NA	0.00e+00	407.16	1.101E-24	1017	gold
Q9M0G4	Q8RY79	AF-Q9M0G4-F1-model_v3	AF-Q8RY79-F1-model_v3	NA	NA	0.00e+00	1412.49	1.488E-74	3256	gold
Q9M0N8	Q9C9T3	AF-Q9M0N8-F1-model_v3	AF-Q9C9T3-F1-model_v3	NA	NA	1.14e-11	177.32	1.834E-06	250	gold
Q9M0R1	Q93XY9	AF-Q9M0R1-F1-model_v3	AF-Q93XY9-F1-model_v3	NA	NA	6.43e-05	219.30	4.413E-06	241	gold
Q9M0U1	B3H469	AF-Q9M0U1-F1-model_v3	AF-B3H469-F1-model_v3	NA	NA	0.00e+00	359.27	1.493E-21	869	gold
Q9M0V4	Q3MKM6	AF-Q9M0V4-F1-model_v3	AF-Q3MKM6-F1-model_v3	NA	NA	0.00e+00	1278.38	1.854E-67	2877	gold
Q9M0V5	F4JIM4	AF-Q9M0V5-F1-model_v3	AF-F4JIM4-F1-model_v3	NA	NA	1.32e-07	555.66	1.390E-25	961	gold
Q9M117	B3H6Y2	AF-Q9M117-F1-model_v3	AF-B3H6Y2-F1-model_v3	NA	NA	0.00e+00	361.50	2.590E-16	752	gold
Q9M123	A0A1P8B756	AF-Q9M123-F1-model_v3	AF-A0A1P8B756-F1-model_v3	NA	NA	3.24e-05	341.30	1.158E-17	666	gold
Q9M125	Q9S826	AF-Q9M125-F1-model_v3	AF-Q9S826-F1-model_v3	NA	NA	5.30e-12	610.97	1.309E-27	1115	gold
Q9M158	Q56XR7	AF-Q9M158-F1-model_v3	AF-Q56XR7-F1-model_v3	NA	NA	1.88e-04	496.39	4.857E-20	769	gold
Q9M185	Q8L960	AF-Q9M185-F1-model_v3	AF-Q8L960-F1-model_v3	NA	NA	1.04e-05	201.16	1.889E-08	346	gold
Q9M1A4	Q8VYY8	AF-Q9M1A4-F1-model_v3	AF-Q8VYY8-F1-model_v3	NA	NA	8.50e-05	413.96	1.545E-20	704	gold
Q9M1A5	Q8RWW3	AF-Q9M1A5-F1-model_v3	AF-Q8RWW3-F1-model_v3	NA	NA	4.56e-14	597.74	5.202E-21	858	gold
Q9M1A8	O81097	AF-Q9M1A8-F1-model_v3	AF-O81097-F1-model_v3	NA	NA	0.00e+00	431.86	2.808E-29	1297	gold
Q9M1C3	O80500	AF-Q9M1C3-F1-model_v3	AF-O80500-F1-model_v3	NA	NA	1.12e-03	431.75	2.002E-19	705	gold
Q9M1D8	Q7X6A5	AF-Q9M1D8-F1-model_v3	AF-Q7X6A5-F1-model_v3	NA	NA	0.00e+00	1266.77	6.067E-45	2586	gold
Q9M1I6	Q9LZA6	AF-Q9M1I6-F1-model_v3	AF-Q9LZA6-F1-model_v3	NA	NA	1.57e-13	1828.85	3.477E-85	4157	gold
Q9M1I9	Q9FKK6	AF-Q9M1I9-F1-model_v3	AF-Q9FKK6-F1-model_v3	NA	NA	2.93e-01	134.78	4.612E-09	342	gold
Q9M1J1	Q94CK3	AF-Q9M1J1-F1-model_v3	AF-Q94CK3-F1-model_v3	NA	NA	2.87e-10	378.94	1.786E-13	669	gold
Q9M1Q0	F4IK69	AF-Q9M1Q0-F1-model_v3	AF-F4IK69-F1-model_v3	NA	NA	1.38e-07	1489.93	8.949E-75	3021	gold
Q9M1R1	Q3E6S9	AF-Q9M1R1-F1-model_v3	AF-Q3E6S9-F1-model_v3	NA	NA	0.00e+00	1226.83	8.073E-66	2779	gold
Q9M1U1	Q9FGZ9	AF-Q9M1U1-F1-model_v3	AF-Q9FGZ9-F1-model_v3	NA	NA	0.00e+00	215.93	6.797E-16	605	gold
Q9M1X0	Q6NQM0	AF-Q9M1X0-F1-model_v3	AF-Q6NQM0-F1-model_v3	NA	NA	3.28e-11	660.33	9.812E-19	818	gold
Q9M1Y0	Q8S929	AF-Q9M1Y0-F1-model_v3	AF-Q8S929-F1-model_v3	NA	NA	6.66e-16	1163.01	2.258E-74	2961	gold
Q9M1Y1	O80582	AF-Q9M1Y1-F1-model_v3	AF-O80582-F1-model_v3	NA	NA	0.00e+00	884.83	1.412E-55	2380	gold
Q9M1Y3	O80579	AF-Q9M1Y3-F1-model_v3	AF-O80579-F1-model_v3	NA	NA	0.00e+00	1556.76	5.752E-57	3439	gold
Q9M1Y7	F4IT21	AF-Q9M1Y7-F1-model_v3	AF-F4IT21-F1-model_v3	NA	NA	2.20e-12	723.19	2.463E-43	1691	gold
Q9M1Z4	B3H7M7	AF-Q9M1Z4-F1-model_v3	AF-B3H7M7-F1-model_v3	NA	NA	1.03e-05	307.56	5.664E-11	407	gold
Q9M207	Q0IGM8	AF-Q9M207-F1-model_v3	AF-Q0IGM8-F1-model_v3	NA	NA	2.63e-05	210.34	7.162E-11	413	gold
Q9M236	Q9FIJ5	AF-Q9M236-F1-model_v3	AF-Q9FIJ5-F1-model_v3	NA	NA	1.68e-10	748.48	2.319E-27	1154	gold
Q9M267	F4JG23	AF-Q9M267-F1-model_v3	AF-F4JG23-F1-model_v3	NA	NA	4.80e-10	247.55	1.941E-12	446	gold
Q9M280	Q9LXJ1	AF-Q9M280-F1-model_v3	AF-Q9LXJ1-F1-model_v3	NA	NA	1.23e-06	246.41	4.477E-05	215	gold
Q9M282	F4JYH0	AF-Q9M282-F1-model_v3	AF-F4JYH0-F1-model_v3	NA	NA	1.66e-01	223.34	1.750E-05	241	gold
Q9M292	Q8GUM5	AF-Q9M292-F1-model_v3	AF-Q8GUM5-F1-model_v3	NA	NA	4.00e-10	815.27	9.205E-23	946	gold
Q9M2D2	O80832	AF-Q9M2D2-F1-model_v3	AF-O80832-F1-model_v3	NA	NA	0.00e+00	1139.38	1.370E-44	2341	gold
Q9M2K7	Q9FYR8	AF-Q9M2K7-F1-model_v3	AF-Q9FYR8-F1-model_v3	NA	NA	2.53e-09	758.62	5.144E-47	1926	gold
Q9M2M5	O22211	AF-Q9M2M5-F1-model_v3	AF-O22211-F1-model_v3	NA	NA	0.00e+00	1220.56	3.544E-58	3072	gold
Q9M2N5	F4ICA1	AF-Q9M2N5-F1-model_v3	AF-F4ICA1-F1-model_v3	NA	NA	6.00e-09	1244.87	1.955E-26	1436	gold
Q9M2N7	Q84VW7	AF-Q9M2N7-F1-model_v3	AF-Q84VW7-F1-model_v3	NA	NA	6.37e-14	287.28	4.972E-12	483	gold
Q9M2P7	Q8S9M1	AF-Q9M2P7-F1-model_v3	AF-Q8S9M1-F1-model_v3	NA	NA	0.00e+00	798.45	2.129E-44	1909	gold
Q9M2R1	O48533	AF-Q9M2R1-F1-model_v3	AF-O48533-F1-model_v3	NA	NA	1.18e-03	387.07	2.896E-23	805	gold
Q9M2X0	A0A1P8BDH2	AF-Q9M2X0-F1-model_v3	AF-A0A1P8BDH2-F1-model_v3	NA	NA	0.00e+00	1258.09	8.799E-77	3301	gold
Q9M2Y3	Q9FH86	AF-Q9M2Y3-F1-model_v3	AF-Q9FH86-F1-model_v3	NA	NA	0.00e+00	778.93	4.586E-40	1765	gold
Q9M2Y6	Q0WPN7	AF-Q9M2Y6-F1-model_v3	AF-Q0WPN7-F1-model_v3	NA	NA	0.00e+00	689.88	7.016E-47	1787	gold
Q9M2Z5	Q9T0C6	AF-Q9M2Z5-F1-model_v3	AF-Q9T0C6-F1-model_v3	NA	NA	0.00e+00	623.82	8.753E-23	980	gold
Q9M303	Q9LSZ8	AF-Q9M303-F1-model_v3	AF-Q9LSZ8-F1-model_v3	NA	NA	5.12e-05	480.86	9.150E-19	746	gold
Q9M315	O82357	AF-Q9M315-F1-model_v3	AF-O82357-F1-model_v3	NA	NA	0.00e+00	931.26	1.309E-58	2415	gold
Q9M322	Q3ECP0	AF-Q9M322-F1-model_v3	AF-Q3ECP0-F1-model_v3	NA	NA	0.00e+00	1661.23	4.757E-82	3653	gold
Q9M337	Q3E902	AF-Q9M337-F1-model_v3	AF-Q3E902-F1-model_v3	NA	NA	0.00e+00	233.06	5.327E-15	579	gold
Q9M375	Q58FY7	AF-Q9M375-F1-model_v3	AF-Q58FY7-F1-model_v3	NA	NA	5.00e-15	739.13	3.808E-36	1601	gold
Q9M397	Q5S4W1	AF-Q9M397-F1-model_v3	AF-Q5S4W1-F1-model_v3	NA	NA	2.32e-04	758.33	1.957E-34	1307	gold
Q9M565	F4HR03	AF-Q9M565-F1-model_v3	AF-F4HR03-F1-model_v3	NA	NA	3.22e-09	398.93	3.334E-17	684	gold
Q9M7I7	O22527	AF-Q9M7I7-F1-model_v3	AF-O22527-F1-model_v3	NA	NA	0.00e+00	802.29	6.278E-40	1545	gold
Q9M7X7	Q84WM0	AF-Q9M7X7-F1-model_v3	AF-Q84WM0-F1-model_v3	NA	NA	0.00e+00	167.95	2.127E-09	314	gold
Q9M883	Q39208	AF-Q9M883-F1-model_v3	AF-Q39208-F1-model_v3	NA	NA	0.00e+00	785.08	4.605E-37	1777	gold
Q9M884	Q9FZH5	AF-Q9M884-F1-model_v3	AF-Q9FZH5-F1-model_v3	NA	NA	0.00e+00	1205.76	1.212E-64	2880	gold
Q9M888	Q8L7N0	AF-Q9M888-F1-model_v3	AF-Q8L7N0-F1-model_v3	NA	NA	0.00e+00	1568.10	1.516E-86	4309	gold
Q9M8K9	A0A1P8B981	AF-Q9M8K9-F1-model_v3	AF-A0A1P8B981-F1-model_v3	NA	NA	8.00e-03	99.75	6.908E-04	149	gold
Q9M8L2	Q9LMR5	AF-Q9M8L2-F1-model_v3	AF-Q9LMR5-F1-model_v3	NA	NA	0.00e+00	923.41	2.428E-56	2499	gold
Q9M8S0	Q9FFD8	AF-Q9M8S0-F1-model_v3	AF-Q9FFD8-F1-model_v3	NA	NA	2.16e-12	262.99	4.316E-14	521	gold
Q9M8T3	Q9FIQ3	AF-Q9M8T3-F1-model_v3	AF-Q9FIQ3-F1-model_v3	NA	NA	0.00e+00	467.23	2.275E-21	919	gold
Q9M8T6	Q8LDS5	AF-Q9M8T6-F1-model_v3	AF-Q8LDS5-F1-model_v3	NA	NA	0.00e+00	688.17	2.728E-24	869	gold
Q9M8T9	Q9LFD8	AF-Q9M8T9-F1-model_v3	AF-Q9LFD8-F1-model_v3	NA	NA	0.00e+00	648.03	5.814E-40	1585	gold
Q9M8Y9	Q0WNE5	AF-Q9M8Y9-F1-model_v3	AF-Q0WNE5-F1-model_v3	NA	NA	0.00e+00	560.02	1.437E-29	1372	gold
Q9M903	O80503	AF-Q9M903-F1-model_v3	AF-O80503-F1-model_v3	NA	NA	0.00e+00	950.48	1.604E-38	1793	gold
Q9M9A1	Q9LII2	AF-Q9M9A1-F1-model_v3	AF-Q9LII2-F1-model_v3	NA	NA	6.39e-08	374.30	7.627E-12	445	gold
Q9M9B4	Q94C12	AF-Q9M9B4-F1-model_v3	AF-Q94C12-F1-model_v3	NA	NA	0.00e+00	298.77	2.718E-14	622	gold
Q9M9C9	Q9C6L0	AF-Q9M9C9-F1-model_v3	AF-Q9C6L0-F1-model_v3	NA	NA	1.01e-03	433.32	3.118E-19	837	gold
Q9M9G7	O82631	AF-Q9M9G7-F1-model_v3	AF-O82631-F1-model_v3	NA	NA	8.23e-11	470.01	1.078E-07	366	gold
Q9M9K1	O04499	AF-Q9M9K1-F1-model_v3	AF-O04499-F1-model_v3	NA	NA	0.00e+00	1649.15	0.000E+00	4610	gold
Q9M9L9	F4HV99	AF-Q9M9L9-F1-model_v3	AF-F4HV99-F1-model_v3	NA	NA	3.56e-09	687.78	2.668E-45	1890	gold
Q9M9N5	Q9FFJ0	AF-Q9M9N5-F1-model_v3	AF-Q9FFJ0-F1-model_v3	NA	NA	0.00e+00	383.89	3.287E-17	743	gold
Q9M9P3	P57751	AF-Q9M9P3-F1-model_v3	AF-P57751-F1-model_v3	NA	NA	0.00e+00	1388.40	1.693E-92	3762	gold
Q9M9P6	Q9LF49	AF-Q9M9P6-F1-model_v3	AF-Q9LF49-F1-model_v3	NA	NA	3.75e-07	379.67	2.315E-23	885	gold
Q9M9R9	O64725	AF-Q9M9R9-F1-model_v3	AF-O64725-F1-model_v3	NA	NA	1.15e-06	188.49	8.720E-11	377	gold
Q9M9T9	A0A1I9LRA7	AF-Q9M9T9-F1-model_v3	AF-A0A1I9LRA7-F1-model_v3	NA	NA	4.61e-08	376.24	9.738E-17	639	gold
Q9M9U3	Q9CA70	AF-Q9M9U3-F1-model_v3	AF-Q9CA70-F1-model_v3	NA	NA	0.00e+00	570.41	5.765E-23	1168	gold
Q9M9V9	P31265	AF-Q9M9V9-F1-model_v3	AF-P31265-F1-model_v3	NA	NA	0.00e+00	387.00	1.783E-23	995	gold
Q9M9W0	Q8LG60	AF-Q9M9W0-F1-model_v3	AF-Q8LG60-F1-model_v3	NA	NA	1.01e-10	244.06	5.338E-11	365	gold
Q9MA09	Q94K72	AF-Q9MA09-F1-model_v3	AF-Q94K72-F1-model_v3	NA	NA	3.96e-07	206.13	2.732E-09	328	gold
Q9MA36	Q4PSS8	AF-Q9MA36-F1-model_v3	AF-Q4PSS8-F1-model_v3	NA	NA	1.80e-04	797.28	5.792E-28	1024	gold
Q9MA41	Q9LSP9	AF-Q9MA41-F1-model_v3	AF-Q9LSP9-F1-model_v3	NA	NA	0.00e+00	843.40	8.357E-46	1996	gold
Q9MA90	Q8VZS0	AF-Q9MA90-F1-model_v3	AF-Q8VZS0-F1-model_v3	NA	NA	0.00e+00	888.27	7.004E-37	2025	gold
Q9MA96	Q53YF3	AF-Q9MA96-F1-model_v3	AF-Q53YF3-F1-model_v3	NA	NA	0.00e+00	479.73	6.351E-28	1270	gold
Q9MAA2	O04035	AF-Q9MAA2-F1-model_v3	AF-O04035-F1-model_v3	NA	NA	0.00e+00	733.29	8.560E-47	1802	gold
Q9MAA6	F4K498	AF-Q9MAA6-F1-model_v3	AF-F4K498-F1-model_v3	NA	NA	4.44e-16	1699.60	8.703E-38	1175	gold
Q9MAC9	O49562	AF-Q9MAC9-F1-model_v3	AF-O49562-F1-model_v3	NA	NA	4.14e-14	929.04	3.628E-46	1914	gold
Q9MAD3	Q9MAD2	AF-Q9MAD3-F1-model_v3	AF-Q9MAD2-F1-model_v3	NA	NA	1.75e-07	268.44	4.768E-07	251	gold
Q9MAI8	Q5BPR0	AF-Q9MAI8-F1-model_v3	AF-Q5BPR0-F1-model_v3	NA	NA	3.74e-03	324.39	1.080E-11	459	gold
Q9MAS9	O48848	AF-Q9MAS9-F1-model_v3	AF-O48848-F1-model_v3	NA	NA	1.01e-02	218.99	2.893E-05	186	gold
Q9MAT0	O48844	AF-Q9MAT0-F1-model_v3	AF-O48844-F1-model_v3	NA	NA	0.00e+00	2741.12	0.000E+00	6984	gold
Q9MAU5	Q8VYC2	AF-Q9MAU5-F1-model_v3	AF-Q8VYC2-F1-model_v3	NA	NA	0.00e+00	1204.61	1.732E-56	2500	gold
Q9S710	Q84W96	AF-Q9S710-F1-model_v3	AF-Q84W96-F1-model_v3	NA	NA	8.44e-15	1651.28	2.160E-36	2267	gold
Q9S733	Q9LY43	AF-Q9S733-F1-model_v3	AF-Q9LY43-F1-model_v3	NA	NA	0.00e+00	871.38	2.507E-28	1626	gold
Q9S750	F4KBF5	AF-Q9S750-F1-model_v3	AF-F4KBF5-F1-model_v3	NA	NA	0.00e+00	608.30	1.942E-32	1258	gold
