Uniprot_arabadopsis	Uniprot_pombe	AlphaFold_arabadopsis	AlphaFold_pombe	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9C9R3	Q09723	AF-Q9C9R3-F1-model_v3	AF-Q09723-F1-model_v3	NA	NA	0.00e+00	325.21	1.534E-14	581	gold
Q9CA75	Q09681	AF-Q9CA75-F1-model_v3	AF-Q09681-F1-model_v3	NA	NA	2.45e-06	493.01	NA	NA	silver
Q9CAD5	Q9HFF4	AF-Q9CAD5-F1-model_v3	AF-Q9HFF4-F1-model_v3	NA	NA	1.74e-03	1236.42	NA	NA	silver
Q9CAF4	Q09904	AF-Q9CAF4-F1-model_v3	AF-Q09904-F1-model_v3	NA	NA	2.56e-01	970.97	4.675E-09	321	gold
Q9CAN8	O42916	AF-Q9CAN8-F1-model_v3	AF-O42916-F1-model_v3	NA	NA	0.00e+00	1167.68	4.015E-25	1520	gold
Q9FF50	O42968	AF-Q9FF50-F1-model_v3	AF-O42968-F1-model_v3	NA	NA	1.49e-03	528.45	1.434E-12	593	gold
Q9FF75	Q09825	AF-Q9FF75-F1-model_v3	AF-Q09825-F1-model_v3	NA	NA	1.07e-04	637.09	1.201E-20	896	gold
Q9FF81	O43038	AF-Q9FF81-F1-model_v3	AF-O43038-F1-model_v3	NA	NA	2.37e-08	694.76	1.038E-19	878	gold
Q9FFA2	O59676	AF-Q9FFA2-F1-model_v3	AF-O59676-F1-model_v3	NA	NA	9.84e-03	376.31	NA	NA	silver
Q9FFB3	O14296	AF-Q9FFB3-F1-model_v3	AF-O14296-F1-model_v3	NA	NA	1.29e-11	508.91	1.362E-13	621	gold
Q9FFF8	Q10408	AF-Q9FFF8-F1-model_v3	AF-Q10408-F1-model_v3	NA	NA	1.80e-07	1356.58	1.638E-33	1557	gold
Q9FFH2	P87241	AF-Q9FFH2-F1-model_v3	AF-P87241-F1-model_v3	NA	NA	1.63e-12	425.18	NA	NA	silver
Q9FFI2	O74971	AF-Q9FFI2-F1-model_v3	AF-O74971-F1-model_v3	NA	NA	0.00e+00	531.86	4.547E-19	772	gold
Q9FFK6	Q9P382	AF-Q9FFK6-F1-model_v3	AF-Q9P382-F1-model_v3	NA	NA	1.29e-09	1222.13	1.956E-29	1304	gold
Q9FGF4	O60094	AF-Q9FGF4-F1-model_v3	AF-O60094-F1-model_v3	NA	NA	2.44e-10	1718.46	2.995E-24	1680	gold
Q9FGI1	O74349	AF-Q9FGI1-F1-model_v3	AF-O74349-F1-model_v3	NA	NA	3.64e-12	2683.63	4.270E-31	2157	gold
Q9FGP3	Q10659	AF-Q9FGP3-F1-model_v3	AF-Q10659-F1-model_v3	NA	NA	2.01e-14	700.38	6.027E-18	834	gold
Q9FGR0	O74733	AF-Q9FGR0-F1-model_v3	AF-O74733-F1-model_v3	NA	NA	0.00e+00	2770.65	6.692E-98	4780	gold
Q9FGT1	Q9HFE6	AF-Q9FGT1-F1-model_v3	AF-Q9HFE6-F1-model_v3	NA	NA	4.47e-02	444.86	1.130E-10	450	gold
Q9FH57	O94720	AF-Q9FH57-F1-model_v3	AF-O94720-F1-model_v3	NA	NA	7.81e-02	342.48	6.980E-04	170	gold
Q9FHC2	Q9HFF2	AF-Q9FHC2-F1-model_v3	AF-Q9HFF2-F1-model_v3	NA	NA	5.90e-04	294.06	1.018E-12	462	gold
Q9FHW2	O59669	AF-Q9FHW2-F1-model_v3	AF-O59669-F1-model_v3	NA	NA	3.95e-04	212.52	2.381E-05	224	gold
Q9FI44	Q10440	AF-Q9FI44-F1-model_v3	AF-Q10440-F1-model_v3	NA	NA	1.29e-07	274.88	2.013E-04	247	gold
Q9FIJ4	O14354	AF-Q9FIJ4-F1-model_v3	AF-O14354-F1-model_v3	NA	NA	1.87e-04	272.86	8.372E-07	298	gold
Q9FJB4	O94673	AF-Q9FJB4-F1-model_v3	AF-O94673-F1-model_v3	NA	NA	0.00e+00	867.32	7.667E-15	833	gold
Q9FJT8	Q9UTM7	AF-Q9FJT8-F1-model_v3	AF-Q9UTM7-F1-model_v3	NA	NA	0.00e+00	688.07	2.168E-19	853	gold
Q9FJY5	O13910	AF-Q9FJY5-F1-model_v3	AF-O13910-F1-model_v3	NA	NA	8.70e-07	842.53	2.102E-20	797	gold
Q9FK51	Q9HDU5	AF-Q9FK51-F1-model_v3	AF-Q9HDU5-F1-model_v3	NA	NA	0.00e+00	717.86	2.816E-26	1093	gold
Q9FKK6	Q9Y7L4	AF-Q9FKK6-F1-model_v3	AF-Q9Y7L4-F1-model_v3	NA	NA	4.16e-14	735.38	7.099E-22	932	gold
Q9FKM1	Q9USX0	AF-Q9FKM1-F1-model_v3	AF-Q9USX0-F1-model_v3	NA	NA	2.00e-11	560.80	4.955E-20	771	gold
Q9FKM2	Q9P544	AF-Q9FKM2-F1-model_v3	AF-Q9P544-F1-model_v3	NA	NA	0.00e+00	695.42	5.853E-18	932	gold
Q9FLF3	Q9Y7M5	AF-Q9FLF3-F1-model_v3	AF-Q9Y7M5-F1-model_v3	NA	NA	3.11e-14	538.97	5.320E-20	745	gold
Q9FLL1	Q9UTK0	AF-Q9FLL1-F1-model_v3	AF-Q9UTK0-F1-model_v3	NA	NA	9.04e-06	517.78	9.288E-26	1010	gold
Q9FLL8	Q10140	AF-Q9FLL8-F1-model_v3	AF-Q10140-F1-model_v3	NA	NA	2.51e-03	384.60	1.183E-12	588	gold
Q9FLY0	Q9HDZ0	AF-Q9FLY0-F1-model_v3	AF-Q9HDZ0-F1-model_v3	NA	NA	0.00e+00	809.93	4.433E-37	1517	gold
Q9FM51	O74865	AF-Q9FM51-F1-model_v3	AF-O74865-F1-model_v3	NA	NA	0.00e+00	709.23	1.734E-26	1240	gold
Q9FMN4	Q9P7L1	AF-Q9FMN4-F1-model_v3	AF-Q9P7L1-F1-model_v3	NA	NA	1.06e-11	243.63	8.046E-09	356	gold
Q9FN06	O43076	AF-Q9FN06-F1-model_v3	AF-O43076-F1-model_v3	NA	NA	4.11e-04	442.75	NA	NA	silver
Q9FN21	Q10058	AF-Q9FN21-F1-model_v3	AF-Q10058-F1-model_v3	NA	NA	0.00e+00	861.32	1.146E-37	1529	gold
Q9FNQ0	Q9P6R2	AF-Q9FNQ0-F1-model_v3	AF-Q9P6R2-F1-model_v3	NA	NA	2.26e-03	653.52	2.120E-16	678	gold
Q9FPS3	O94269	AF-Q9FPS3-F1-model_v3	AF-O94269-F1-model_v3	NA	NA	4.63e-09	841.39	9.933E-34	1405	gold
Q9FPT5	Q9P7S5	AF-Q9FPT5-F1-model_v3	AF-Q9P7S5-F1-model_v3	NA	NA	3.89e-02	719.49	1.300E-29	1255	gold
Q9FQ08	O94395	AF-Q9FQ08-F1-model_v3	AF-O94395-F1-model_v3	NA	NA	0.00e+00	1226.10	2.957E-46	1967	gold
Q9FQ09	Q9HGM8	AF-Q9FQ09-F1-model_v3	AF-Q9HGM8-F1-model_v3	NA	NA	2.22e-16	1336.58	2.912E-45	1970	gold
Q9FT52	O94390	AF-Q9FT52-F1-model_v3	AF-O94390-F1-model_v3	NA	NA	2.07e-11	384.21	7.330E-05	218	gold
Q9FUY2	Q09715	AF-Q9FUY2-F1-model_v3	AF-Q09715-F1-model_v3	NA	NA	3.09e-04	939.58	1.631E-26	1167	gold
Q9FVR6	O74482	AF-Q9FVR6-F1-model_v3	AF-O74482-F1-model_v3	NA	NA	1.64e-13	427.40	2.587E-17	721	gold
Q9FWS3	O74315	AF-Q9FWS3-F1-model_v3	AF-O74315-F1-model_v3	NA	NA	8.38e-02	462.62	1.293E-05	270	gold
Q9FX64	Q9HGK2	AF-Q9FX64-F1-model_v3	AF-Q9HGK2-F1-model_v3	NA	NA	7.62e-14	556.22	2.866E-12	505	gold
Q9FX73	Q9P6N9	AF-Q9FX73-F1-model_v3	AF-Q9P6N9-F1-model_v3	NA	NA	0.00e+00	792.82	2.289E-18	994	gold
Q9FX82	Q9UU94	AF-Q9FX82-F1-model_v3	AF-Q9UU94-F1-model_v3	NA	NA	1.38e-02	498.31	1.158E-07	338	gold
Q9FY50	Q09724	AF-Q9FY50-F1-model_v3	AF-Q09724-F1-model_v3	NA	NA	1.13e-09	397.52	2.632E-07	329	gold
Q9FY61	O14251	AF-Q9FY61-F1-model_v3	AF-O14251-F1-model_v3	NA	NA	1.21e-12	1826.35	1.852E-47	2420	gold
Q9FZ81	Q9P7D8	AF-Q9FZ81-F1-model_v3	AF-Q9P7D8-F1-model_v3	NA	NA	8.52e-07	550.05	8.419E-10	547	gold
Q9LD83	O59815	AF-Q9LD83-F1-model_v3	AF-O59815-F1-model_v3	NA	NA	2.53e-11	763.85	NA	NA	silver
Q9LDU6	P36209	AF-Q9LDU6-F1-model_v3	AF-P36209-F1-model_v3	NA	NA	0.00e+00	1057.59	NA	NA	silver
Q9LER5	Q9C0X2	AF-Q9LER5-F1-model_v3	AF-Q9C0X2-F1-model_v3	NA	NA	2.31e-14	264.39	3.669E-09	389	gold
Q9LET3	Q9UTK7	AF-Q9LET3-F1-model_v3	AF-Q9UTK7-F1-model_v3	NA	NA	6.36e-11	596.46	1.682E-12	659	gold
Q9LET7	O60058	AF-Q9LET7-F1-model_v3	AF-O60058-F1-model_v3	NA	NA	2.22e-16	1707.87	7.137E-75	3181	gold
Q9LF61	Q9UUI8	AF-Q9LF61-F1-model_v3	AF-Q9UUI8-F1-model_v3	NA	NA	3.53e-13	872.95	NA	NA	silver
Q9LFD3	Q9P7Y8	AF-Q9LFD3-F1-model_v3	AF-Q9P7Y8-F1-model_v3	NA	NA	8.84e-02	566.92	NA	NA	silver
Q9LFK7	O14034	AF-Q9LFK7-F1-model_v3	AF-O14034-F1-model_v3	NA	NA	1.25e-07	194.59	1.477E-04	221	gold
Q9LFU9	O13738	AF-Q9LFU9-F1-model_v3	AF-O13738-F1-model_v3	NA	NA	0.00e+00	287.29	4.345E-13	522	gold
Q9LG26	O94386	AF-Q9LG26-F1-model_v3	AF-O94386-F1-model_v3	NA	NA	3.45e-12	861.72	8.368E-23	1105	gold
Q9LHL7	Q9P782	AF-Q9LHL7-F1-model_v3	AF-Q9P782-F1-model_v3	NA	NA	2.55e-15	725.40	7.885E-27	1173	gold
Q9LHN1	Q9UUB0	AF-Q9LHN1-F1-model_v3	AF-Q9UUB0-F1-model_v3	NA	NA	1.96e-12	212.24	2.461E-08	395	gold
Q9LHP1	P17937	AF-Q9LHP1-F1-model_v3	AF-P17937-F1-model_v3	NA	NA	0.00e+00	703.02	NA	NA	silver
Q9LIG0	B5BP48	AF-Q9LIG0-F1-model_v3	AF-B5BP48-F1-model_v3	NA	NA	6.48e-05	385.96	2.261E-09	400	gold
Q9LIH2	O13787	AF-Q9LIH2-F1-model_v3	AF-O13787-F1-model_v3	NA	NA	3.16e-06	469.79	2.097E-12	525	gold
Q9LIQ4	P40386	AF-Q9LIQ4-F1-model_v3	AF-P40386-F1-model_v3	NA	NA	0.00e+00	637.38	9.554E-18	895	gold
Q9LJ64	O94294	AF-Q9LJ64-F1-model_v3	AF-O94294-F1-model_v3	NA	NA	1.99e-02	688.55	NA	NA	silver
Q9LJ90	O94498	AF-Q9LJ90-F1-model_v3	AF-O94498-F1-model_v3	NA	NA	1.17e-14	345.42	4.551E-11	448	gold
Q9LJ94	O94312	AF-Q9LJ94-F1-model_v3	AF-O94312-F1-model_v3	NA	NA	6.95e-02	503.35	NA	NA	silver
Q9LK61	O60186	AF-Q9LK61-F1-model_v3	AF-O60186-F1-model_v3	NA	NA	2.36e-06	284.07	NA	NA	silver
Q9LK88	Q9USJ6	AF-Q9LK88-F1-model_v3	AF-Q9USJ6-F1-model_v3	NA	NA	1.07e-13	367.08	1.489E-12	529	gold
Q9LM25	Q9USV0	AF-Q9LM25-F1-model_v3	AF-Q9USV0-F1-model_v3	NA	NA	2.20e-11	1204.21	5.542E-18	1154	gold
Q9LMH0	Q9P7V4	AF-Q9LMH0-F1-model_v3	AF-Q9P7V4-F1-model_v3	NA	NA	0.00e+00	622.55	1.469E-21	946	gold
Q9LMK0	Q9USG6	AF-Q9LMK0-F1-model_v3	AF-Q9USG6-F1-model_v3	NA	NA	0.00e+00	311.00	NA	NA	silver
Q9LNC4	Q9HGP4	AF-Q9LNC4-F1-model_v3	AF-Q9HGP4-F1-model_v3	NA	NA	1.67e-02	807.15	2.939E-13	583	gold
Q9LPT6	O13974	AF-Q9LPT6-F1-model_v3	AF-O13974-F1-model_v3	NA	NA	0.00e+00	520.53	9.858E-25	988	gold
Q9LQA9	P32834	AF-Q9LQA9-F1-model_v3	AF-P32834-F1-model_v3	NA	NA	2.10e-11	633.03	5.741E-24	1043	gold
Q9LQI8	O13658	AF-Q9LQI8-F1-model_v3	AF-O13658-F1-model_v3	NA	NA	1.99e-01	873.72	6.681E-04	213	gold
Q9LQM5	Q9US46	AF-Q9LQM5-F1-model_v3	AF-Q9US46-F1-model_v3	NA	NA	3.58e-12	926.76	2.275E-29	1218	gold
Q9LQZ4	O94424	AF-Q9LQZ4-F1-model_v3	AF-O94424-F1-model_v3	NA	NA	4.74e-10	488.72	9.712E-19	758	gold
Q9LR70	O14360	AF-Q9LR70-F1-model_v3	AF-O14360-F1-model_v3	NA	NA	2.49e-03	830.23	9.761E-19	739	gold
Q9LRZ3	Q9UU76	AF-Q9LRZ3-F1-model_v3	AF-Q9UU76-F1-model_v3	NA	NA	1.11e-16	1295.46	3.048E-20	1341	gold
Q9LS42	O59795	AF-Q9LS42-F1-model_v3	AF-O59795-F1-model_v3	NA	NA	1.66e-12	1517.46	5.037E-17	727	gold
Q9LSA1	Q9UT82	AF-Q9LSA1-F1-model_v3	AF-Q9UT82-F1-model_v3	NA	NA	8.52e-13	246.15	1.838E-09	401	gold
Q9LSE3	O94271	AF-Q9LSE3-F1-model_v3	AF-O94271-F1-model_v3	NA	NA	1.13e-03	621.10	9.239E-29	1165	gold
Q9LSZ5	O94553	AF-Q9LSZ5-F1-model_v3	AF-O94553-F1-model_v3	NA	NA	5.29e-13	488.32	7.912E-15	602	gold
Q9LT09	O14178	AF-Q9LT09-F1-model_v3	AF-O14178-F1-model_v3	NA	NA	1.62e-07	254.59	3.157E-07	344	gold
Q9LTW5	Q9USX7	AF-Q9LTW5-F1-model_v3	AF-Q9USX7-F1-model_v3	NA	NA	1.91e-09	1008.53	5.795E-39	1659	gold
Q9LTY1	P87169	AF-Q9LTY1-F1-model_v3	AF-P87169-F1-model_v3	NA	NA	1.27e-11	1532.13	7.044E-11	446	gold
Q9LU57	O13915	AF-Q9LU57-F1-model_v3	AF-O13915-F1-model_v3	NA	NA	2.70e-08	376.91	1.676E-14	645	gold
Q9LU64	O42919	AF-Q9LU64-F1-model_v3	AF-O42919-F1-model_v3	NA	NA	1.40e-12	511.71	NA	NA	silver
Q9LU86	O94561	AF-Q9LU86-F1-model_v3	AF-O94561-F1-model_v3	NA	NA	4.72e-13	415.28	9.441E-18	700	gold
Q9LU97	O94703	AF-Q9LU97-F1-model_v3	AF-O94703-F1-model_v3	NA	NA	6.34e-07	218.24	1.075E-09	405	gold
Q9LUG5	Q9UUG1	AF-Q9LUG5-F1-model_v3	AF-Q9UUG1-F1-model_v3	NA	NA	0.00e+00	804.57	1.840E-34	1375	gold
Q9LUG8	Q9P7U1	AF-Q9LUG8-F1-model_v3	AF-Q9P7U1-F1-model_v3	NA	NA	0.00e+00	527.68	1.204E-18	739	gold
Q9LV14	O74517	AF-Q9LV14-F1-model_v3	AF-O74517-F1-model_v3	NA	NA	9.60e-03	360.57	5.043E-06	263	gold
Q9LVE2	P78759	AF-Q9LVE2-F1-model_v3	AF-P78759-F1-model_v3	NA	NA	3.42e-14	1323.11	NA	NA	silver
Q9LVF7	O14079	AF-Q9LVF7-F1-model_v3	AF-O14079-F1-model_v3	NA	NA	8.57e-03	894.51	1.393E-16	650	gold
Q9LVK3	Q9US24	AF-Q9LVK3-F1-model_v3	AF-Q9US24-F1-model_v3	NA	NA	1.43e-12	235.85	2.150E-10	415	gold
Q9LVP9	P78768	AF-Q9LVP9-F1-model_v3	AF-P78768-F1-model_v3	NA	NA	0.00e+00	581.64	8.724E-09	387	gold
Q9LW15	P79010	AF-Q9LW15-F1-model_v3	AF-P79010-F1-model_v3	NA	NA	1.31e-06	259.57	2.123E-08	345	gold
Q9LW36	O74751	AF-Q9LW36-F1-model_v3	AF-O74751-F1-model_v3	NA	NA	1.35e-05	422.74	1.159E-11	547	gold
Q9LW88	Q09146	AF-Q9LW88-F1-model_v3	AF-Q09146-F1-model_v3	NA	NA	1.16e-02	630.02	NA	NA	silver
Q9LX33	O60052	AF-Q9LX33-F1-model_v3	AF-O60052-F1-model_v3	NA	NA	0.00e+00	668.94	2.410E-15	889	gold
Q9LX65	O14265	AF-Q9LX65-F1-model_v3	AF-O14265-F1-model_v3	NA	NA	0.00e+00	1027.46	2.011E-17	1115	gold
Q9LXK1	Q92374	AF-Q9LXK1-F1-model_v3	AF-Q92374-F1-model_v3	NA	NA	3.78e-11	218.92	9.270E-08	315	gold
Q9LXN4	P87314	AF-Q9LXN4-F1-model_v3	AF-P87314-F1-model_v3	NA	NA	6.78e-13	1805.61	5.369E-62	3172	gold
Q9LXR9	Q9Y7U3	AF-Q9LXR9-F1-model_v3	AF-Q9Y7U3-F1-model_v3	NA	NA	3.52e-14	446.86	3.006E-14	586	gold
Q9LXX6	O75006	AF-Q9LXX6-F1-model_v3	AF-O75006-F1-model_v3	NA	NA	1.50e-14	1825.34	2.410E-28	1648	gold
Q9LY23	Q9US14	AF-Q9LY23-F1-model_v3	AF-Q9US14-F1-model_v3	NA	NA	0.00e+00	562.97	2.195E-20	854	gold
Q9LYE3	O74964	AF-Q9LYE3-F1-model_v3	AF-O74964-F1-model_v3	NA	NA	1.82e-02	658.02	NA	NA	silver
Q9LYG2	O14032	AF-Q9LYG2-F1-model_v3	AF-O14032-F1-model_v3	NA	NA	4.95e-11	321.20	3.646E-11	487	gold
Q9LZI4	G2TRP8	AF-Q9LZI4-F1-model_v3	AF-G2TRP8-F1-model_v3	NA	NA	1.24e-14	237.55	1.413E-05	268	gold
Q9M0H6	Q10444	AF-Q9M0H6-F1-model_v3	AF-Q10444-F1-model_v3	NA	NA	2.65e-04	440.93	NA	NA	silver
Q9M0N1	O74498	AF-Q9M0N1-F1-model_v3	AF-O74498-F1-model_v3	NA	NA	3.43e-11	815.18	3.665E-25	1029	gold
Q9M0S0	Q10317	AF-Q9M0S0-F1-model_v3	AF-Q10317-F1-model_v3	NA	NA	2.49e-10	402.02	1.983E-12	562	gold
Q9M0S8	O74560	AF-Q9M0S8-F1-model_v3	AF-O74560-F1-model_v3	NA	NA	7.21e-02	623.84	NA	NA	silver
Q9M1H3	Q9USH9	AF-Q9M1H3-F1-model_v3	AF-Q9USH9-F1-model_v3	NA	NA	6.52e-11	1557.83	NA	NA	silver
Q9M1X0	O74734	AF-Q9M1X0-F1-model_v3	AF-O74734-F1-model_v3	NA	NA	1.59e-11	608.38	1.447E-13	600	gold
Q9M1X2	Q10102	AF-Q9M1X2-F1-model_v3	AF-Q10102-F1-model_v3	NA	NA	9.27e-10	346.66	1.478E-09	425	gold
Q9M1Y0	Q9P373	AF-Q9M1Y0-F1-model_v3	AF-Q9P373-F1-model_v3	NA	NA	4.39e-14	681.50	6.021E-28	1140	gold
Q9M2G7	Q9P6N5	AF-Q9M2G7-F1-model_v3	AF-Q9P6N5-F1-model_v3	NA	NA	2.71e-14	849.09	8.544E-18	1010	gold
Q9M2V9	Q9URU9	AF-Q9M2V9-F1-model_v3	AF-Q9URU9-F1-model_v3	NA	NA	0.00e+00	1021.55	3.507E-25	1281	gold
Q9M2Z2	O43017	AF-Q9M2Z2-F1-model_v3	AF-O43017-F1-model_v3	NA	NA	0.00e+00	807.67	1.286E-32	1543	gold
Q9M330	Q9UTI1	AF-Q9M330-F1-model_v3	AF-Q9UTI1-F1-model_v3	NA	NA	2.80e-02	232.71	5.719E-07	322	gold
Q9M4B5	Q9UTD4	AF-Q9M4B5-F1-model_v3	AF-Q9UTD4-F1-model_v3	NA	NA	0.00e+00	323.39	6.184E-07	303	gold
Q9M651	P41391	AF-Q9M651-F1-model_v3	AF-P41391-F1-model_v3	NA	NA	1.12e-10	794.10	8.467E-14	661	gold
Q9M841	Q8TFH8	AF-Q9M841-F1-model_v3	AF-Q8TFH8-F1-model_v3	NA	NA	3.18e-11	694.63	1.342E-15	689	gold
Q9M898	Q9Y7Z5	AF-Q9M898-F1-model_v3	AF-Q9Y7Z5-F1-model_v3	NA	NA	6.20e-10	484.56	4.016E-05	329	gold
Q9M8D3	O14228	AF-Q9M8D3-F1-model_v3	AF-O14228-F1-model_v3	NA	NA	0.00e+00	3306.61	0.000E+00	6214	gold
Q9M8R4	Q09918	AF-Q9M8R4-F1-model_v3	AF-Q09918-F1-model_v3	NA	NA	2.11e-09	387.86	NA	NA	silver
Q9M9H7	O74818	AF-Q9M9H7-F1-model_v3	AF-O74818-F1-model_v3	NA	NA	5.77e-09	575.01	5.654E-16	676	gold
Q9MAH3	Q10356	AF-Q9MAH3-F1-model_v3	AF-Q10356-F1-model_v3	NA	NA	0.00e+00	454.76	1.023E-15	670	gold
Q9MBG4	O13629	AF-Q9MBG4-F1-model_v3	AF-O13629-F1-model_v3	NA	NA	2.63e-07	377.42	8.126E-16	633	gold
Q9S7L6	O94566	AF-Q9S7L6-F1-model_v3	AF-O94566-F1-model_v3	NA	NA	9.25e-03	576.64	NA	NA	silver
Q9S7V6	O59793	AF-Q9S7V6-F1-model_v3	AF-O59793-F1-model_v3	NA	NA	5.15e-02	367.47	8.609E-08	346	gold
Q9SA31	O94410	AF-Q9SA31-F1-model_v3	AF-O94410-F1-model_v3	NA	NA	3.92e-07	290.83	3.909E-10	435	gold
Q9SAJ2	P07527	AF-Q9SAJ2-F1-model_v3	AF-P07527-F1-model_v3	NA	NA	1.12e-03	1188.24	NA	NA	silver
Q9SB67	Q9P7K7	AF-Q9SB67-F1-model_v3	AF-Q9P7K7-F1-model_v3	NA	NA	1.68e-04	218.53	5.092E-04	223	gold
Q9SCV3	O13716	AF-Q9SCV3-F1-model_v3	AF-O13716-F1-model_v3	NA	NA	5.28e-03	396.37	NA	NA	silver
Q9SDL7	P87138	AF-Q9SDL7-F1-model_v3	AF-P87138-F1-model_v3	NA	NA	1.11e-16	525.77	5.867E-18	831	gold
Q9SDS7	Q9HDW6	AF-Q9SDS7-F1-model_v3	AF-Q9HDW6-F1-model_v3	NA	NA	0.00e+00	924.57	3.582E-32	1377	gold
Q9SH88	O59678	AF-Q9SH88-F1-model_v3	AF-O59678-F1-model_v3	NA	NA	4.00e-06	344.63	6.921E-11	445	gold
Q9SI36	Q9P7G8	AF-Q9SI36-F1-model_v3	AF-Q9P7G8-F1-model_v3	NA	NA	4.34e-13	253.65	1.581E-05	314	gold
Q9SIB9	Q9P7D4	AF-Q9SIB9-F1-model_v3	AF-Q9P7D4-F1-model_v3	NA	NA	2.22e-16	1586.66	NA	NA	silver
Q9SIT9	P87174	AF-Q9SIT9-F1-model_v3	AF-P87174-F1-model_v3	NA	NA	4.27e-07	384.73	NA	NA	silver
Q9SIV5	O94667	AF-Q9SIV5-F1-model_v3	AF-O94667-F1-model_v3	NA	NA	4.88e-01	608.02	1.346E-14	659	gold
Q9SJ40	Q9P6N4	AF-Q9SJ40-F1-model_v3	AF-Q9P6N4-F1-model_v3	NA	NA	0.00e+00	1841.89	5.103E-46	2429	gold
Q9SJ85	Q10225	AF-Q9SJ85-F1-model_v3	AF-Q10225-F1-model_v3	NA	NA	6.26e-10	893.12	1.331E-19	1071	gold
Q9SJA7	O43029	AF-Q9SJA7-F1-model_v3	AF-O43029-F1-model_v3	NA	NA	0.00e+00	740.40	1.409E-28	1168	gold
Q9SJH8	O59671	AF-Q9SJH8-F1-model_v3	AF-O59671-F1-model_v3	NA	NA	5.08e-07	533.87	3.925E-09	384	gold
Q9SJJ5	P08463	AF-Q9SJJ5-F1-model_v3	AF-P08463-F1-model_v3	NA	NA	2.94e-10	206.21	9.984E-09	377	gold
Q9SJL4	Q9P370	AF-Q9SJL4-F1-model_v3	AF-Q9P370-F1-model_v3	NA	NA	7.40e-06	241.91	1.784E-06	295	gold
Q9SJL6	Q9P7G5	AF-Q9SJL6-F1-model_v3	AF-Q9P7G5-F1-model_v3	NA	NA	1.58e-14	574.06	1.221E-06	326	gold
Q9SJM8	O94348	AF-Q9SJM8-F1-model_v3	AF-O94348-F1-model_v3	NA	NA	9.34e-11	482.21	2.907E-10	536	gold
Q9SJW9	P40382	AF-Q9SJW9-F1-model_v3	AF-P40382-F1-model_v3	NA	NA	4.10e-06	731.82	6.065E-14	634	gold
Q9SJZ6	O14198	AF-Q9SJZ6-F1-model_v3	AF-O14198-F1-model_v3	NA	NA	4.44e-16	383.29	2.771E-12	563	gold
Q9SKN1	Q10150	AF-Q9SKN1-F1-model_v3	AF-Q10150-F1-model_v3	NA	NA	4.88e-13	1046.47	5.525E-36	1558	gold
Q9SL92	O14353	AF-Q9SL92-F1-model_v3	AF-O14353-F1-model_v3	NA	NA	2.17e-10	652.57	3.285E-26	1077	gold
Q9SLD2	Q9UU82	AF-Q9SLD2-F1-model_v3	AF-Q9UU82-F1-model_v3	NA	NA	1.04e-14	984.17	4.376E-17	1013	gold
Q9SLE0	Q10242	AF-Q9SLE0-F1-model_v3	AF-Q10242-F1-model_v3	NA	NA	1.11e-16	404.17	7.403E-13	545	gold
Q9SLN0	O60061	AF-Q9SLN0-F1-model_v3	AF-O60061-F1-model_v3	NA	NA	0.00e+00	742.63	5.436E-27	1107	gold
Q9SMR2	Q9P3T8	AF-Q9SMR2-F1-model_v3	AF-Q9P3T8-F1-model_v3	NA	NA	1.71e-11	526.89	1.306E-10	531	gold
Q9SMR5	Q09727	AF-Q9SMR5-F1-model_v3	AF-Q09727-F1-model_v3	NA	NA	3.67e-05	231.19	1.855E-07	341	gold
Q9SMU7	O13804	AF-Q9SMU7-F1-model_v3	AF-O13804-F1-model_v3	NA	NA	1.85e-08	207.16	2.833E-07	314	gold
Q9SMX4	O42859	AF-Q9SMX4-F1-model_v3	AF-O42859-F1-model_v3	NA	NA	2.19e-11	287.27	9.172E-08	341	gold
Q9SMY8	P14605	AF-Q9SMY8-F1-model_v3	AF-P14605-F1-model_v3	NA	NA	8.52e-03	962.89	NA	NA	silver
Q9SN75	O74339	AF-Q9SN75-F1-model_v3	AF-O74339-F1-model_v3	NA	NA	0.00e+00	714.87	3.599E-23	1143	gold
Q9SPU7	O13339	AF-Q9SPU7-F1-model_v3	AF-O13339-F1-model_v3	NA	NA	4.10e-12	1735.86	2.423E-39	2290	gold
Q9SQU9	Q9UTF7	AF-Q9SQU9-F1-model_v3	AF-Q9UTF7-F1-model_v3	NA	NA	2.22e-16	661.99	3.370E-12	656	gold
Q9SR02	Q9P7Y4	AF-Q9SR02-F1-model_v3	AF-Q9P7Y4-F1-model_v3	NA	NA	1.49e-04	1168.30	8.255E-22	1113	gold
Q9SS92	O59726	AF-Q9SS92-F1-model_v3	AF-O59726-F1-model_v3	NA	NA	2.46e-10	1018.30	NA	NA	silver
Q9SSL0	O74478	AF-Q9SSL0-F1-model_v3	AF-O74478-F1-model_v3	NA	NA	6.77e-15	921.32	NA	NA	silver
Q9STW1	O94280	AF-Q9STW1-F1-model_v3	AF-O94280-F1-model_v3	NA	NA	4.34e-08	654.81	1.045E-18	792	gold
Q9STY4	Q9P7L3	AF-Q9STY4-F1-model_v3	AF-Q9P7L3-F1-model_v3	NA	NA	9.42e-08	383.87	2.784E-13	608	gold
Q9SU25	O94416	AF-Q9SU25-F1-model_v3	AF-O94416-F1-model_v3	NA	NA	2.90e-02	483.00	9.630E-13	549	gold
