Uniprot_arabadopsis	Uniprot_sorghum	AlphaFold_arabadopsis	AlphaFold_sorghum	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9LVF4	C5X403	AF-Q9LVF4-F1-model_v3	AF-C5X403-F1-model_v3	NA	NA	5.14e-13	479.45	3.157E-18	790	gold
Q9LVK6	A0A1Z5RJB7	AF-Q9LVK6-F1-model_v3	AF-A0A1Z5RJB7-F1-model_v3	NA	NA	8.73e-11	895.91	2.077E-30	1347	gold
Q9LVQ5	A0A1Z5S626	AF-Q9LVQ5-F1-model_v3	AF-A0A1Z5S626-F1-model_v3	NA	NA	0.00e+00	2919.82	3.197E-58	3935	gold
Q9LVT8	A0A1B6P9M6	AF-Q9LVT8-F1-model_v3	AF-A0A1B6P9M6-F1-model_v3	NA	NA	1.68e-03	505.89	NA	NA	silver
Q9LW66	C5Z0U8	AF-Q9LW66-F1-model_v3	AF-C5Z0U8-F1-model_v3	NA	NA	0.00e+00	1383.90	NA	NA	silver
Q9LX09	C5X2I9	AF-Q9LX09-F1-model_v3	AF-C5X2I9-F1-model_v3	NA	NA	5.36e-12	343.64	8.095E-11	532	gold
Q9LX15	C5YFA3	AF-Q9LX15-F1-model_v3	AF-C5YFA3-F1-model_v3	NA	NA	1.92e-14	427.34	NA	NA	silver
Q9LX27	C5YBE2	AF-Q9LX27-F1-model_v3	AF-C5YBE2-F1-model_v3	NA	NA	1.58e-09	412.25	NA	NA	silver
Q9LXF1	A0A1Z5RNN4	AF-Q9LXF1-F1-model_v3	AF-A0A1Z5RNN4-F1-model_v3	NA	NA	2.05e-07	668.89	NA	NA	silver
Q9LXF8	C5XQ69	AF-Q9LXF8-F1-model_v3	AF-C5XQ69-F1-model_v3	NA	NA	0.00e+00	1170.01	NA	NA	silver
Q9LXG3	C5X749	AF-Q9LXG3-F1-model_v3	AF-C5X749-F1-model_v3	NA	NA	0.00e+00	946.50	NA	NA	silver
Q9LXH0	C5XS80	AF-Q9LXH0-F1-model_v3	AF-C5XS80-F1-model_v3	NA	NA	0.00e+00	1472.84	NA	NA	silver
Q9LXN3	C5Y672	AF-Q9LXN3-F1-model_v3	AF-C5Y672-F1-model_v3	NA	NA	0.00e+00	1369.11	1.755E-63	2594	gold
Q9LXS4	A0A1W0VVJ0	AF-Q9LXS4-F1-model_v3	AF-A0A1W0VVJ0-F1-model_v3	NA	NA	6.74e-02	773.18	9.159E-07	281	gold
Q9LXZ3	C5WRZ0	AF-Q9LXZ3-F1-model_v3	AF-C5WRZ0-F1-model_v3	NA	NA	4.93e-13	613.78	NA	NA	silver
Q9LY17	A0A1Z5RJU7	AF-Q9LY17-F1-model_v3	AF-A0A1Z5RJU7-F1-model_v3	NA	NA	1.11e-16	866.17	NA	NA	silver
Q9LY19	C5YPU8	AF-Q9LY19-F1-model_v3	AF-C5YPU8-F1-model_v3	NA	NA	0.00e+00	878.58	NA	NA	silver
Q9LY48	C5WNJ8	AF-Q9LY48-F1-model_v3	AF-C5WNJ8-F1-model_v3	NA	NA	0.00e+00	980.52	NA	NA	silver
Q9LYJ3	C5XTS1	AF-Q9LYJ3-F1-model_v3	AF-C5XTS1-F1-model_v3	NA	NA	0.00e+00	524.44	NA	NA	silver
Q9LYJ9	A0A1W0VVT0	AF-Q9LYJ9-F1-model_v3	AF-A0A1W0VVT0-F1-model_v3	NA	NA	2.85e-14	1635.71	NA	NA	silver
Q9LYM0	A0A1B6P7S5	AF-Q9LYM0-F1-model_v3	AF-A0A1B6P7S5-F1-model_v3	NA	NA	1.07e-11	363.06	NA	NA	silver
Q9LYQ4	C5YQ40	AF-Q9LYQ4-F1-model_v3	AF-C5YQ40-F1-model_v3	NA	NA	1.34e-10	529.85	NA	NA	silver
Q9LYZ0	C5YZ28	AF-Q9LYZ0-F1-model_v3	AF-C5YZ28-F1-model_v3	NA	NA	2.13e-06	776.78	NA	NA	silver
Q9LZ08	C5WP84	AF-Q9LZ08-F1-model_v3	AF-C5WP84-F1-model_v3	NA	NA	3.35e-03	243.23	3.968E-08	320	gold
Q9LZV6	C5YZT1	AF-Q9LZV6-F1-model_v3	AF-C5YZT1-F1-model_v3	NA	NA	6.53e-07	416.67	NA	NA	silver
Q9M017	A0A1B6QNS4	AF-Q9M017-F1-model_v3	AF-A0A1B6QNS4-F1-model_v3	NA	NA	5.00e-15	613.60	NA	NA	silver
Q9M040	C5YZE5	AF-Q9M040-F1-model_v3	AF-C5YZE5-F1-model_v3	NA	NA	0.00e+00	1732.14	NA	NA	silver
Q9M043	C5WRL7	AF-Q9M043-F1-model_v3	AF-C5WRL7-F1-model_v3	NA	NA	1.97e-08	363.49	5.432E-17	674	gold
Q9M065	C5XY60	AF-Q9M065-F1-model_v3	AF-C5XY60-F1-model_v3	NA	NA	0.00e+00	1023.46	2.804E-23	1386	gold
Q9M088	C5YIX7	AF-Q9M088-F1-model_v3	AF-C5YIX7-F1-model_v3	NA	NA	0.00e+00	1316.82	NA	NA	silver
Q9M0I4	C5Z887	AF-Q9M0I4-F1-model_v3	AF-C5Z887-F1-model_v3	NA	NA	9.68e-02	405.47	NA	NA	silver
Q9M0T4	A0A1Z5RD48	AF-Q9M0T4-F1-model_v3	AF-A0A1Z5RD48-F1-model_v3	NA	NA	4.35e-07	576.75	NA	NA	silver
Q9M107	A0A1B6PJP1	AF-Q9M107-F1-model_v3	AF-A0A1B6PJP1-F1-model_v3	NA	NA	5.26e-04	984.39	NA	NA	silver
Q9M128	A0A109NDP6	AF-Q9M128-F1-model_v3	AF-A0A109NDP6-F1-model_v3	NA	NA	1.22e-06	581.78	NA	NA	silver
Q9M152	A0A1W0VRG8	AF-Q9M152-F1-model_v3	AF-A0A1W0VRG8-F1-model_v3	NA	NA	4.00e-12	644.45	2.794E-23	1024	gold
Q9M1S6	C5WY47	AF-Q9M1S6-F1-model_v3	AF-C5WY47-F1-model_v3	NA	NA	2.76e-06	640.12	NA	NA	silver
Q9M246	A0A1B6QL45	AF-Q9M246-F1-model_v3	AF-A0A1B6QL45-F1-model_v3	NA	NA	4.94e-03	249.88	NA	NA	silver
Q9M2C0	C5XS46	AF-Q9M2C0-F1-model_v3	AF-C5XS46-F1-model_v3	NA	NA	6.66e-16	516.12	NA	NA	silver
Q9M2C7	C5YN63	AF-Q9M2C7-F1-model_v3	AF-C5YN63-F1-model_v3	NA	NA	1.36e-05	259.86	9.364E-06	242	gold
Q9M2S9	A0A194YLQ0	AF-Q9M2S9-F1-model_v3	AF-A0A194YLQ0-F1-model_v3	NA	NA	0.00e+00	731.60	NA	NA	silver
Q9M2W2	A0A1B6QNZ1	AF-Q9M2W2-F1-model_v3	AF-A0A1B6QNZ1-F1-model_v3	NA	NA	0.00e+00	725.13	1.385E-28	1338	gold
Q9M345	C5X3L9	AF-Q9M345-F1-model_v3	AF-C5X3L9-F1-model_v3	NA	NA	0.00e+00	1786.79	NA	NA	silver
Q9M346	C5WQ16	AF-Q9M346-F1-model_v3	AF-C5WQ16-F1-model_v3	NA	NA	0.00e+00	958.20	NA	NA	silver
Q9M395	C5X6J2	AF-Q9M395-F1-model_v3	AF-C5X6J2-F1-model_v3	NA	NA	8.80e-07	492.74	NA	NA	silver
Q9M5A9	A5Y3K0	AF-Q9M5A9-F1-model_v3	AF-A5Y3K0-F1-model_v3	NA	NA	0.00e+00	1018.10	NA	NA	silver
Q9M7J9	A0A194YSL7	AF-Q9M7J9-F1-model_v3	AF-A0A194YSL7-F1-model_v3	NA	NA	0.00e+00	2020.67	1.961E-85	4638	gold
Q9M880	A0A194YPZ1	AF-Q9M880-F1-model_v3	AF-A0A194YPZ1-F1-model_v3	NA	NA	0.00e+00	1095.14	NA	NA	silver
Q9M891	C5XXK1	AF-Q9M891-F1-model_v3	AF-C5XXK1-F1-model_v3	NA	NA	9.99e-16	1454.77	3.111E-30	1972	gold
Q9M8J3	A0A1W0W6X8	AF-Q9M8J3-F1-model_v3	AF-A0A1W0W6X8-F1-model_v3	NA	NA	5.08e-14	1582.43	NA	NA	silver
Q9M8J5	C5WSL9	AF-Q9M8J5-F1-model_v3	AF-C5WSL9-F1-model_v3	NA	NA	0.00e+00	762.04	NA	NA	silver
Q9M8M9	C5XV31	AF-Q9M8M9-F1-model_v3	AF-C5XV31-F1-model_v3	NA	NA	2.70e-05	669.91	NA	NA	silver
Q9M8S2	C5YZB8	AF-Q9M8S2-F1-model_v3	AF-C5YZB8-F1-model_v3	NA	NA	2.36e-12	942.56	9.324E-41	1834	gold
Q9M8Y7	C5XG47	AF-Q9M8Y7-F1-model_v3	AF-C5XG47-F1-model_v3	NA	NA	1.70e-02	329.74	2.068E-04	200	gold
Q9M9A5	C5WU00	AF-Q9M9A5-F1-model_v3	AF-C5WU00-F1-model_v3	NA	NA	4.06e-14	404.96	NA	NA	silver
Q9M9C4	C5YB67	AF-Q9M9C4-F1-model_v3	AF-C5YB67-F1-model_v3	NA	NA	0.00e+00	1026.61	NA	NA	silver
Q9M9N2	A0A1Z5S4F8	AF-Q9M9N2-F1-model_v3	AF-A0A1Z5S4F8-F1-model_v3	NA	NA	1.89e-03	777.70	3.607E-07	304	gold
Q9M9W2	C5WSD5	AF-Q9M9W2-F1-model_v3	AF-C5WSD5-F1-model_v3	NA	NA	2.08e-06	214.27	NA	NA	silver
Q9MA62	C5X0M6	AF-Q9MA62-F1-model_v3	AF-C5X0M6-F1-model_v3	NA	NA	8.33e-05	210.79	NA	NA	silver
Q9MA96	C5XQV3	AF-Q9MA96-F1-model_v3	AF-C5XQV3-F1-model_v3	NA	NA	0.00e+00	475.38	5.075E-21	974	gold
Q9MAB6	A0A1B6PA76	AF-Q9MAB6-F1-model_v3	AF-A0A1B6PA76-F1-model_v3	NA	NA	1.55e-15	443.56	NA	NA	silver
Q9MAC9	A9QNE5	AF-Q9MAC9-F1-model_v3	AF-A9QNE5-F1-model_v3	NA	NA	0.00e+00	959.68	NA	NA	silver
Q9MAM3	C5WNZ0	AF-Q9MAM3-F1-model_v3	AF-C5WNZ0-F1-model_v3	NA	NA	0.00e+00	1367.37	NA	NA	silver
Q9MAS5	A0A1B6QQB8	AF-Q9MAS5-F1-model_v3	AF-A0A1B6QQB8-F1-model_v3	NA	NA	0.00e+00	600.59	NA	NA	silver
Q9S725	C5XW95	AF-Q9S725-F1-model_v3	AF-C5XW95-F1-model_v3	NA	NA	0.00e+00	1574.75	3.480E-93	3734	gold
Q9S972	A0A1B6Q6J1	AF-Q9S972-F1-model_v3	AF-A0A1B6Q6J1-F1-model_v3	NA	NA	0.00e+00	2040.71	NA	NA	silver
Q9S9N7	C5Z6U0	AF-Q9S9N7-F1-model_v3	AF-C5Z6U0-F1-model_v3	NA	NA	1.02e-07	813.06	NA	NA	silver
Q9SA57	A0A1Z5S506	AF-Q9SA57-F1-model_v3	AF-A0A1Z5S506-F1-model_v3	NA	NA	1.64e-08	387.95	NA	NA	silver
Q9SAD0	A0A1B6QIB1	AF-Q9SAD0-F1-model_v3	AF-A0A1B6QIB1-F1-model_v3	NA	NA	7.50e-04	672.23	NA	NA	silver
Q9SAD7	C5XWJ9	AF-Q9SAD7-F1-model_v3	AF-C5XWJ9-F1-model_v3	NA	NA	2.06e-03	717.09	NA	NA	silver
Q9SAI5	C5YH93	AF-Q9SAI5-F1-model_v3	AF-C5YH93-F1-model_v3	NA	NA	0.00e+00	621.03	4.185E-29	1156	gold
Q9SAJ5	C5X6S4	AF-Q9SAJ5-F1-model_v3	AF-C5X6S4-F1-model_v3	NA	NA	0.00e+00	1947.36	1.157E-41	2646	gold
Q9SAK8	A0A1W0W681	AF-Q9SAK8-F1-model_v3	AF-A0A1W0W681-F1-model_v3	NA	NA	0.00e+00	1783.17	NA	NA	silver
Q9SCK9	A0A1Z5S8R7	AF-Q9SCK9-F1-model_v3	AF-A0A1Z5S8R7-F1-model_v3	NA	NA	1.14e-02	1095.92	2.282E-12	519	gold
Q9SCP2	A0A1B6QKH6	AF-Q9SCP2-F1-model_v3	AF-A0A1B6QKH6-F1-model_v3	NA	NA	1.11e-16	1120.08	4.720E-52	2529	gold
Q9SCS2	C5X2F5	AF-Q9SCS2-F1-model_v3	AF-C5X2F5-F1-model_v3	NA	NA	0.00e+00	1593.06	3.168E-74	3632	gold
Q9SCT4	C5WNF9	AF-Q9SCT4-F1-model_v3	AF-C5WNF9-F1-model_v3	NA	NA	0.00e+00	1996.53	1.092E-82	4103	gold
Q9SEL6	C5XNN2	AF-Q9SEL6-F1-model_v3	AF-C5XNN2-F1-model_v3	NA	NA	0.00e+00	634.13	NA	NA	silver
Q9SEY5	A0A1B6QQP4	AF-Q9SEY5-F1-model_v3	AF-A0A1B6QQP4-F1-model_v3	NA	NA	0.00e+00	1561.47	NA	NA	silver
Q9SF44	C5WWH7	AF-Q9SF44-F1-model_v3	AF-C5WWH7-F1-model_v3	NA	NA	2.00e-15	452.21	NA	NA	silver
Q9SFB0	C5WSR5	AF-Q9SFB0-F1-model_v3	AF-C5WSR5-F1-model_v3	NA	NA	0.00e+00	1431.29	NA	NA	silver
Q9SFB7	C5WW37	AF-Q9SFB7-F1-model_v3	AF-C5WW37-F1-model_v3	NA	NA	0.00e+00	1176.88	3.066E-41	2167	gold
Q9SG15	C5X096	AF-Q9SG15-F1-model_v3	AF-C5X096-F1-model_v3	NA	NA	0.00e+00	899.43	NA	NA	silver
Q9SGH3	A0A1B6PIV1	AF-Q9SGH3-F1-model_v3	AF-A0A1B6PIV1-F1-model_v3	NA	NA	1.11e-16	771.11	NA	NA	silver
Q9SGN6	C5YVF8	AF-Q9SGN6-F1-model_v3	AF-C5YVF8-F1-model_v3	NA	NA	0.00e+00	1465.55	1.470E-82	3445	gold
Q9SHD0	C5WSG5	AF-Q9SHD0-F1-model_v3	AF-C5WSG5-F1-model_v3	NA	NA	6.05e-04	467.51	2.433E-16	616	gold
Q9SHI4	C5Y4R6	AF-Q9SHI4-F1-model_v3	AF-C5Y4R6-F1-model_v3	NA	NA	0.00e+00	1859.74	NA	NA	silver
Q9SHL8	A0A1B6QQT4	AF-Q9SHL8-F1-model_v3	AF-A0A1B6QQT4-F1-model_v3	NA	NA	0.00e+00	1095.99	NA	NA	silver
Q9SHT0	A0A1Z5S4W1	AF-Q9SHT0-F1-model_v3	AF-A0A1Z5S4W1-F1-model_v3	NA	NA	9.34e-05	277.31	7.386E-06	235	gold
Q9SIL7	A0A1Z5R6J3	AF-Q9SIL7-F1-model_v3	AF-A0A1Z5R6J3-F1-model_v3	NA	NA	1.25e-10	560.41	NA	NA	silver
Q9SIZ4	A0A1B6P7M1	AF-Q9SIZ4-F1-model_v3	AF-A0A1B6P7M1-F1-model_v3	NA	NA	1.69e-07	1027.41	NA	NA	silver
Q9SJH2	A0A1Z5RJH3	AF-Q9SJH2-F1-model_v3	AF-A0A1Z5RJH3-F1-model_v3	NA	NA	0.00e+00	1247.77	NA	NA	silver
Q9SJN2	A0A1B6Q7Q9	AF-Q9SJN2-F1-model_v3	AF-A0A1B6Q7Q9-F1-model_v3	NA	NA	0.00e+00	1204.29	7.746E-26	1594	gold
Q9SJQ0	C5Y4L1	AF-Q9SJQ0-F1-model_v3	AF-C5Y4L1-F1-model_v3	NA	NA	0.00e+00	1547.80	NA	NA	silver
Q9SJQ8	A0A1B6PKM8	AF-Q9SJQ8-F1-model_v3	AF-A0A1B6PKM8-F1-model_v3	NA	NA	6.99e-09	560.43	NA	NA	silver
Q9SJR4	C5XTD3	AF-Q9SJR4-F1-model_v3	AF-C5XTD3-F1-model_v3	NA	NA	1.30e-12	465.02	NA	NA	silver
Q9SKC5	C5X5G5	AF-Q9SKC5-F1-model_v3	AF-C5X5G5-F1-model_v3	NA	NA	0.00e+00	1177.01	NA	NA	silver
Q9SKD0	C5Z506	AF-Q9SKD0-F1-model_v3	AF-C5Z506-F1-model_v3	NA	NA	3.95e-05	512.09	NA	NA	silver
Q9SKW5	C5Z6Z4	AF-Q9SKW5-F1-model_v3	AF-C5Z6Z4-F1-model_v3	NA	NA	3.73e-04	487.62	NA	NA	silver
Q9SLB6	C5WXW9	AF-Q9SLB6-F1-model_v3	AF-C5WXW9-F1-model_v3	NA	NA	5.68e-06	454.15	6.946E-17	702	gold
Q9SLC8	C5X3W1	AF-Q9SLC8-F1-model_v3	AF-C5X3W1-F1-model_v3	NA	NA	5.14e-10	284.75	4.151E-12	432	gold
Q9SLG8	C5Y473	AF-Q9SLG8-F1-model_v3	AF-C5Y473-F1-model_v3	NA	NA	0.00e+00	835.22	2.037E-41	1795	gold
Q9SLL7	C5XZV4	AF-Q9SLL7-F1-model_v3	AF-C5XZV4-F1-model_v3	NA	NA	0.00e+00	335.27	2.702E-21	837	gold
Q9SN29	C5XW50	AF-Q9SN29-F1-model_v3	AF-C5XW50-F1-model_v3	NA	NA	0.00e+00	462.69	9.388E-15	788	gold
Q9SQG2	C5X5P1	AF-Q9SQG2-F1-model_v3	AF-C5X5P1-F1-model_v3	NA	NA	0.00e+00	1295.08	4.830E-69	3008	gold
Q9SQV1	A0A1B6Q477	AF-Q9SQV1-F1-model_v3	AF-A0A1B6Q477-F1-model_v3	NA	NA	1.00e-04	1706.23	NA	NA	silver
Q9SR08	A0A1W0VSL6	AF-Q9SR08-F1-model_v3	AF-A0A1W0VSL6-F1-model_v3	NA	NA	0.00e+00	676.32	NA	NA	silver
Q9SR12	C5YNS6	AF-Q9SR12-F1-model_v3	AF-C5YNS6-F1-model_v3	NA	NA	9.13e-08	308.34	NA	NA	silver
Q9SRD9	C5YMC2	AF-Q9SRD9-F1-model_v3	AF-C5YMC2-F1-model_v3	NA	NA	5.72e-02	1341.38	1.418E-04	162	gold
Q9SRH6	A0A1B6PHN3	AF-Q9SRH6-F1-model_v3	AF-A0A1B6PHN3-F1-model_v3	NA	NA	0.00e+00	838.14	NA	NA	silver
Q9SRN0	C5YAZ6	AF-Q9SRN0-F1-model_v3	AF-C5YAZ6-F1-model_v3	NA	NA	0.00e+00	549.91	NA	NA	silver
Q9SRN4	C5Y518	AF-Q9SRN4-F1-model_v3	AF-C5Y518-F1-model_v3	NA	NA	9.95e-04	165.13	NA	NA	silver
Q9SRQ1	C5YA42	AF-Q9SRQ1-F1-model_v3	AF-C5YA42-F1-model_v3	NA	NA	0.00e+00	1316.76	NA	NA	silver
Q9SRT1	C5XG65	AF-Q9SRT1-F1-model_v3	AF-C5XG65-F1-model_v3	NA	NA	2.34e-09	558.83	3.600E-24	1049	gold
Q9SRV5	A0A1B6PEC9	AF-Q9SRV5-F1-model_v3	AF-A0A1B6PEC9-F1-model_v3	NA	NA	0.00e+00	2277.92	0.000E+00	6177	gold
Q9SS40	C5X6H4	AF-Q9SS40-F1-model_v3	AF-C5X6H4-F1-model_v3	NA	NA	0.00e+00	917.12	NA	NA	silver
Q9SS43	C5XII5	AF-Q9SS43-F1-model_v3	AF-C5XII5-F1-model_v3	NA	NA	3.42e-12	1138.98	NA	NA	silver
Q9SS47	C5XVY4	AF-Q9SS47-F1-model_v3	AF-C5XVY4-F1-model_v3	NA	NA	3.09e-07	1839.81	NA	NA	silver
Q9SSC1	C5XND7	AF-Q9SSC1-F1-model_v3	AF-C5XND7-F1-model_v3	NA	NA	1.13e-02	154.34	NA	NA	silver
Q9SSC9	C5Z1C7	AF-Q9SSC9-F1-model_v3	AF-C5Z1C7-F1-model_v3	NA	NA	0.00e+00	428.37	NA	NA	silver
Q9SSE9	A0A1Z5S647	AF-Q9SSE9-F1-model_v3	AF-A0A1Z5S647-F1-model_v3	NA	NA	2.69e-12	1794.03	NA	NA	silver
Q9SSF0	C5YA97	AF-Q9SSF0-F1-model_v3	AF-C5YA97-F1-model_v3	NA	NA	1.86e-07	289.21	NA	NA	silver
Q9SSP5	A0A1Z5R4U4	AF-Q9SSP5-F1-model_v3	AF-A0A1Z5R4U4-F1-model_v3	NA	NA	0.00e+00	1415.13	NA	NA	silver
Q9SSQ9	C5YSV6	AF-Q9SSQ9-F1-model_v3	AF-C5YSV6-F1-model_v3	NA	NA	0.00e+00	2311.74	0.000E+00	6526	gold
Q9STF7	A0A1B6Q9M3	AF-Q9STF7-F1-model_v3	AF-A0A1B6Q9M3-F1-model_v3	NA	NA	0.00e+00	1784.84	NA	NA	silver
Q9STL2	C5Z0X7	AF-Q9STL2-F1-model_v3	AF-C5Z0X7-F1-model_v3	NA	NA	0.00e+00	1305.65	2.484E-47	2338	gold
Q9STL5	C5XFI4	AF-Q9STL5-F1-model_v3	AF-C5XFI4-F1-model_v3	NA	NA	0.00e+00	970.64	NA	NA	silver
Q9STM4	A0A1Z5R5M5	AF-Q9STM4-F1-model_v3	AF-A0A1Z5R5M5-F1-model_v3	NA	NA	7.19e-04	610.15	NA	NA	silver
Q9STT7	C5Z565	AF-Q9STT7-F1-model_v3	AF-C5Z565-F1-model_v3	NA	NA	0.00e+00	2567.47	NA	NA	silver
Q9STW8	C5X1C8	AF-Q9STW8-F1-model_v3	AF-C5X1C8-F1-model_v3	NA	NA	0.00e+00	1662.54	NA	NA	silver
Q9STX1	A0A1Z5SAT5	AF-Q9STX1-F1-model_v3	AF-A0A1Z5SAT5-F1-model_v3	NA	NA	1.16e-01	502.64	NA	NA	silver
Q9SUA1	C5WTA3	AF-Q9SUA1-F1-model_v3	AF-C5WTA3-F1-model_v3	NA	NA	3.07e-04	1130.89	8.405E-24	1109	gold
Q9SUA4	C5XWQ2	AF-Q9SUA4-F1-model_v3	AF-C5XWQ2-F1-model_v3	NA	NA	0.00e+00	2124.91	NA	NA	silver
Q9SUS5	C5Y0X8	AF-Q9SUS5-F1-model_v3	AF-C5Y0X8-F1-model_v3	NA	NA	2.76e-07	290.69	NA	NA	silver
Q9SUV2	A0A1B6P9X2	AF-Q9SUV2-F1-model_v3	AF-A0A1B6P9X2-F1-model_v3	NA	NA	0.00e+00	1002.92	NA	NA	silver
Q9SVG3	A0A194YJL9	AF-Q9SVG3-F1-model_v3	AF-A0A194YJL9-F1-model_v3	NA	NA	0.00e+00	1392.93	NA	NA	silver
Q9SVQ0	C5XCK5	AF-Q9SVQ0-F1-model_v3	AF-C5XCK5-F1-model_v3	NA	NA	4.16e-03	526.44	NA	NA	silver
Q9SVZ8	A0A194YKR6	AF-Q9SVZ8-F1-model_v3	AF-A0A194YKR6-F1-model_v3	NA	NA	0.00e+00	1025.89	NA	NA	silver
Q9SVZ9	C5YI95	AF-Q9SVZ9-F1-model_v3	AF-C5YI95-F1-model_v3	NA	NA	0.00e+00	1011.66	NA	NA	silver
Q9SW00	A0A1Z5RBC5	AF-Q9SW00-F1-model_v3	AF-A0A1Z5RBC5-F1-model_v3	NA	NA	0.00e+00	1020.38	NA	NA	silver
Q9SW48	C5Y625	AF-Q9SW48-F1-model_v3	AF-C5Y625-F1-model_v3	NA	NA	0.00e+00	1489.87	NA	NA	silver
Q9SWG3	A0A1Z5S507	AF-Q9SWG3-F1-model_v3	AF-A0A1Z5S507-F1-model_v3	NA	NA	6.22e-09	1649.00	NA	NA	silver
Q9SX48	C5YHX3	AF-Q9SX48-F1-model_v3	AF-C5YHX3-F1-model_v3	NA	NA	0.00e+00	1485.24	NA	NA	silver
Q9SY77	C5XTS2	AF-Q9SY77-F1-model_v3	AF-C5XTS2-F1-model_v3	NA	NA	0.00e+00	868.36	NA	NA	silver
Q9SYJ3	C5YZH3	AF-Q9SYJ3-F1-model_v3	AF-C5YZH3-F1-model_v3	NA	NA	5.22e-04	354.61	9.397E-08	303	gold
Q9SZD8	A0A125QUI2	AF-Q9SZD8-F1-model_v3	AF-A0A125QUI2-F1-model_v3	NA	NA	4.58e-11	785.95	3.797E-21	1001	gold
Q9SZR1	A0A194YN34	AF-Q9SZR1-F1-model_v3	AF-A0A194YN34-F1-model_v3	NA	NA	0.00e+00	3023.18	NA	NA	silver
Q9SZZ4	C5Z264	AF-Q9SZZ4-F1-model_v3	AF-C5Z264-F1-model_v3	NA	NA	3.33e-14	560.88	3.905E-29	1182	gold
Q9T023	A0A1W0VWZ0	AF-Q9T023-F1-model_v3	AF-A0A1W0VWZ0-F1-model_v3	NA	NA	1.79e-03	635.95	NA	NA	silver
Q9T050	C5Y0Z6	AF-Q9T050-F1-model_v3	AF-C5Y0Z6-F1-model_v3	NA	NA	0.00e+00	1887.06	NA	NA	silver
Q9XE58	C5XPP9	AF-Q9XE58-F1-model_v3	AF-C5XPP9-F1-model_v3	NA	NA	2.94e-07	1521.65	NA	NA	silver
Q9XEC4	A0A1B6Q547	AF-Q9XEC4-F1-model_v3	AF-A0A1B6Q547-F1-model_v3	NA	NA	0.00e+00	1345.60	NA	NA	silver
Q9XFS7	C5YRL3	AF-Q9XFS7-F1-model_v3	AF-C5YRL3-F1-model_v3	NA	NA	5.85e-13	327.35	NA	NA	silver
Q9XI97	C5X3I9	AF-Q9XI97-F1-model_v3	AF-C5X3I9-F1-model_v3	NA	NA	8.69e-09	604.09	NA	NA	silver
Q9XIM2	A0A1Z5S4M8	AF-Q9XIM2-F1-model_v3	AF-A0A1Z5S4M8-F1-model_v3	NA	NA	2.15e-09	675.15	NA	NA	silver
Q9XIM8	C5X9A3	AF-Q9XIM8-F1-model_v3	AF-C5X9A3-F1-model_v3	NA	NA	0.00e+00	1166.56	1.224E-24	1553	gold
Q9XIQ1	A0A1Z5S704	AF-Q9XIQ1-F1-model_v3	AF-A0A1Z5S704-F1-model_v3	NA	NA	0.00e+00	1284.89	NA	NA	silver
Q9XIQ3	C5YGV3	AF-Q9XIQ3-F1-model_v3	AF-C5YGV3-F1-model_v3	NA	NA	0.00e+00	1288.18	NA	NA	silver
Q9ZNQ7	C5WNL0	AF-Q9ZNQ7-F1-model_v3	AF-C5WNL0-F1-model_v3	NA	NA	0.00e+00	143.91	2.571E-06	299	gold
Q9ZNU5	C5WWB1	AF-Q9ZNU5-F1-model_v3	AF-C5WWB1-F1-model_v3	NA	NA	3.33e-16	503.31	NA	NA	silver
Q9ZPR7	A0A1B6PDA9	AF-Q9ZPR7-F1-model_v3	AF-A0A1B6PDA9-F1-model_v3	NA	NA	0.00e+00	1096.21	NA	NA	silver
Q9ZPS3	C5WRM9	AF-Q9ZPS3-F1-model_v3	AF-C5WRM9-F1-model_v3	NA	NA	0.00e+00	1401.34	NA	NA	silver
Q9ZPZ4	C5YPU7	AF-Q9ZPZ4-F1-model_v3	AF-C5YPU7-F1-model_v3	NA	NA	6.26e-11	435.88	NA	NA	silver
Q9ZQ26	A0A1W0W5R8	AF-Q9ZQ26-F1-model_v3	AF-A0A1W0W5R8-F1-model_v3	NA	NA	6.48e-14	1122.47	NA	NA	silver
Q9ZQ28	A0A1W0VUN9	AF-Q9ZQ28-F1-model_v3	AF-A0A1W0VUN9-F1-model_v3	NA	NA	3.23e-07	287.45	NA	NA	silver
Q9ZQ95	C5XMU1	AF-Q9ZQ95-F1-model_v3	AF-C5XMU1-F1-model_v3	NA	NA	0.00e+00	1335.05	NA	NA	silver
Q9ZQE6	C5X2C1	AF-Q9ZQE6-F1-model_v3	AF-C5X2C1-F1-model_v3	NA	NA	5.66e-11	394.05	2.438E-11	579	gold
Q9ZQN8	C5X372	AF-Q9ZQN8-F1-model_v3	AF-C5X372-F1-model_v3	NA	NA	0.00e+00	1506.05	NA	NA	silver
Q9ZR09	A0A1B6QJD2	AF-Q9ZR09-F1-model_v3	AF-A0A1B6QJD2-F1-model_v3	NA	NA	2.20e-11	783.99	NA	NA	silver
Q9ZRP7	C5XAI0	AF-Q9ZRP7-F1-model_v3	AF-C5XAI0-F1-model_v3	NA	NA	0.00e+00	1271.05	NA	NA	silver
Q9ZSP6	A0A1Z5RPU4	AF-Q9ZSP6-F1-model_v3	AF-A0A1Z5RPU4-F1-model_v3	NA	NA	7.45e-11	263.05	NA	NA	silver
