Uniprot_arabadopsis	Uniprot_soybean	AlphaFold_arabadopsis	AlphaFold_soybean	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9SK69	I1N9W2	AF-Q9SK69-F1-model_v3	AF-I1N9W2-F1-model_v3	4.7e-299	828.6	1.29e-12	1491.98	NA	NA	gold
Q9SK84	I1JGU8	AF-Q9SK84-F1-model_v3	AF-I1JGU8-F1-model_v3	8.3e-304	831.2	0.00e+00	1465.47	2.688E-84	3742	platinum
Q9SKA2	I1LNN8	AF-Q9SKA2-F1-model_v3	AF-I1LNN8-F1-model_v3	6.5e-63	206.1	1.40e-10	823.23	1.949E-17	826	platinum
Q9SKA3	I1KW96	AF-Q9SKA3-F1-model_v3	AF-I1KW96-F1-model_v3	0.0e+00	1452.2	0.00e+00	2746.69	0.000E+00	7119	platinum
Q9SKA5	I1KW91	AF-Q9SKA5-F1-model_v3	AF-I1KW91-F1-model_v3	5.0e-39	126.7	9.03e-06	220.20	5.119E-17	498	platinum
Q9SKA6	C6SYI5	AF-Q9SKA6-F1-model_v3	AF-C6SYI5-F1-model_v3	1.2e-47	149.4	1.81e-08	277.89	NA	NA	gold
Q9SKA8	K7L711	AF-Q9SKA8-F1-model_v3	AF-K7L711-F1-model_v3	1.1e-84	275.4	4.73e-07	990.76	NA	NA	gold
Q9SKB2	I1JXE0	AF-Q9SKB2-F1-model_v3	AF-I1JXE0-F1-model_v3	1.5e-201	580.5	0.00e+00	1674.56	1.066E-84	3844	platinum
Q9SKB8	I1NCU6	AF-Q9SKB8-F1-model_v3	AF-I1NCU6-F1-model_v3	5.8e-148	441.4	NA	NA	9.860E-59	3186	gold
Q9SKC9	C6SZG1	AF-Q9SKC9-F1-model_v3	AF-C6SZG1-F1-model_v3	9.2e-45	140.6	0.00e+00	239.86	2.915E-12	475	platinum
Q9SKI0	I1LZR2	AF-Q9SKI0-F1-model_v3	AF-I1LZR2-F1-model_v3	3.9e-42	145.2	NA	NA	NA	NA	silver
Q9SKI4	I1MHC1	AF-Q9SKI4-F1-model_v3	AF-I1MHC1-F1-model_v3	8.8e-312	860.5	NA	NA	8.187E-98	4340	gold
Q9SKJ6	K7MN10	AF-Q9SKJ6-F1-model_v3	AF-K7MN10-F1-model_v3	4.3e-269	751.1	0.00e+00	1426.43	1.444E-72	3227	platinum
Q9SKK0	I1M9J4	AF-Q9SKK0-F1-model_v3	AF-I1M9J4-F1-model_v3	1.1e-167	493.8	NA	NA	2.158E-83	3479	gold
Q9SKN3	C6T5C3	AF-Q9SKN3-F1-model_v3	AF-C6T5C3-F1-model_v3	1.2e-89	260.4	0.00e+00	494.79	3.258E-18	938	platinum
Q9SKN7	I1MQQ6	AF-Q9SKN7-F1-model_v3	AF-I1MQQ6-F1-model_v3	5.9e-12	61.2	1.60e-01	179.83	NA	NA	gold
Q9SKP0	I1L957	AF-Q9SKP0-F1-model_v3	AF-I1L957-F1-model_v3	1.5e-11	66.6	4.48e-06	737.29	1.092E-11	427	platinum
Q9SKP6	I1LZA5	AF-Q9SKP6-F1-model_v3	AF-I1LZA5-F1-model_v3	4.1e-175	487.3	0.00e+00	853.16	9.819E-58	2237	platinum
Q9SKQ4	I1LPN4	AF-Q9SKQ4-F1-model_v3	AF-I1LPN4-F1-model_v3	2.6e-154	454.9	NA	NA	4.986E-41	2656	gold
Q9SKR2	I1LJ17	AF-Q9SKR2-F1-model_v3	AF-I1LJ17-F1-model_v3	2.0e-305	836.3	NA	NA	NA	NA	silver
Q9SKU8	A0A0R0HH51	AF-Q9SKU8-F1-model_v3	AF-A0A0R0HH51-F1-model_v3	1.4e-105	308.1	0.00e+00	685.96	1.441E-36	1576	platinum
Q9SKX0	K7M409	AF-Q9SKX0-F1-model_v3	AF-K7M409-F1-model_v3	0.0e+00	1738.8	0.00e+00	3825.85	0.000E+00	8166	platinum
Q9SKX9	I1KU37	AF-Q9SKX9-F1-model_v3	AF-I1KU37-F1-model_v3	1.9e-15	64.3	NA	NA	NA	NA	silver
Q9SKY5	I1NGD4	AF-Q9SKY5-F1-model_v3	AF-I1NGD4-F1-model_v3	8.2e-102	298.9	NA	NA	4.529E-33	1401	gold
Q9SKY8	I1JAU2	AF-Q9SKY8-F1-model_v3	AF-I1JAU2-F1-model_v3	2.5e-317	868.6	0.00e+00	1592.43	3.707E-94	4262	platinum
Q9SKZ1	C6TG15	AF-Q9SKZ1-F1-model_v3	AF-C6TG15-F1-model_v3	3.5e-162	453.0	0.00e+00	718.24	1.037E-40	1838	platinum
Q9SKZ3	I1KGU0	AF-Q9SKZ3-F1-model_v3	AF-I1KGU0-F1-model_v3	1.7e-67	201.4	0.00e+00	393.67	1.721E-24	886	platinum
Q9SKZ7	C6T1L6	AF-Q9SKZ7-F1-model_v3	AF-C6T1L6-F1-model_v3	2.3e-59	184.1	0.00e+00	466.77	2.853E-24	973	platinum
Q9SL02	I1MYA5	AF-Q9SL02-F1-model_v3	AF-I1MYA5-F1-model_v3	0.0e+00	1762.3	0.00e+00	3656.05	0.000E+00	6889	platinum
Q9SL43	I1JCI6	AF-Q9SL43-F1-model_v3	AF-I1JCI6-F1-model_v3	5.0e-117	335.5	0.00e+00	646.75	3.570E-37	1507	platinum
Q9SL48	K7KPU4	AF-Q9SL48-F1-model_v3	AF-K7KPU4-F1-model_v3	0.0e+00	963.8	0.00e+00	1711.07	5.470E-88	4049	platinum
Q9SL76	A0A0R0LBA6	AF-Q9SL76-F1-model_v3	AF-A0A0R0LBA6-F1-model_v3	0.0e+00	1469.9	0.00e+00	2749.71	0.000E+00	6838	platinum
Q9SL91	A0A0R0IPL9	AF-Q9SL91-F1-model_v3	AF-A0A0R0IPL9-F1-model_v3	5.1e-33	112.5	4.66e-05	200.48	1.360E-09	375	platinum
Q9SL96	I1JUJ5	AF-Q9SL96-F1-model_v3	AF-I1JUJ5-F1-model_v3	1.4e-62	201.8	NA	NA	1.613E-25	937	gold
Q9SLA2	C6T3I8	AF-Q9SLA2-F1-model_v3	AF-C6T3I8-F1-model_v3	1.4e-91	265.0	0.00e+00	503.90	1.621E-22	1158	platinum
Q9SLA6	I1N3U3	AF-Q9SLA6-F1-model_v3	AF-I1N3U3-F1-model_v3	1.6e-128	367.1	0.00e+00	701.14	3.322E-27	1435	platinum
Q9SLA7	K7MIR6	AF-Q9SLA7-F1-model_v3	AF-K7MIR6-F1-model_v3	2.7e-164	490.7	NA	NA	NA	NA	silver
Q9SLB8	I1LYH5	AF-Q9SLB8-F1-model_v3	AF-I1LYH5-F1-model_v3	1.2e-21	89.0	NA	NA	NA	NA	silver
Q9SLC0	A0A0R0H507	AF-Q9SLC0-F1-model_v3	AF-A0A0R0H507-F1-model_v3	1.3e-56	179.5	NA	NA	2.719E-21	813	gold
Q9SLC7	K7KEZ6	AF-Q9SLC7-F1-model_v3	AF-K7KEZ6-F1-model_v3	8.5e-239	679.5	5.98e-14	1447.34	3.320E-49	2909	platinum
Q9SLF3	I1LIY4	AF-Q9SLF3-F1-model_v3	AF-I1LIY4-F1-model_v3	0.0e+00	1198.7	1.72e-08	2715.00	0.000E+00	5503	platinum
Q9SLG3	K7LYA5	AF-Q9SLG3-F1-model_v3	AF-K7LYA5-F1-model_v3	2.0e-115	338.6	NA	NA	NA	NA	silver
Q9SLG8	I1JN76	AF-Q9SLG8-F1-model_v3	AF-I1JN76-F1-model_v3	2.0e-123	361.7	NA	NA	4.588E-46	1991	gold
Q9SLH7	I1J9L0	AF-Q9SLH7-F1-model_v3	AF-I1J9L0-F1-model_v3	1.5e-154	437.2	0.00e+00	966.41	5.678E-46	2025	platinum
Q9SLI2	K7LJR6	AF-Q9SLI2-F1-model_v3	AF-K7LJR6-F1-model_v3	4.1e-248	697.2	NA	NA	9.596E-62	2610	gold
Q9SLI4	A0A0R0KZ92	AF-Q9SLI4-F1-model_v3	AF-A0A0R0KZ92-F1-model_v3	2.8e-54	172.9	6.39e-08	407.88	9.152E-18	675	platinum
Q9SLI8	I1NIM7	AF-Q9SLI8-F1-model_v3	AF-I1NIM7-F1-model_v3	1.6e-316	864.0	NA	NA	3.971E-65	3399	gold
Q9SLN0	K7MVE2	AF-Q9SLN0-F1-model_v3	AF-K7MVE2-F1-model_v3	1.8e-174	487.6	0.00e+00	936.78	5.299E-55	2217	platinum
Q9SLN1	K7KP64	AF-Q9SLN1-F1-model_v3	AF-K7KP64-F1-model_v3	1.7e-177	543.9	NA	NA	2.427E-48	1840	gold
Q9SLT8	A0A0R0EBW6	AF-Q9SLT8-F1-model_v3	AF-A0A0R0EBW6-F1-model_v3	5.3e-116	338.6	0.00e+00	699.99	8.498E-40	1631	platinum
Q9SLT9	K7KT40	AF-Q9SLT9-F1-model_v3	AF-K7KT40-F1-model_v3	8.3e-31	114.0	NA	NA	2.197E-11	457	gold
Q9SLV0	K7KU35	AF-Q9SLV0-F1-model_v3	AF-K7KU35-F1-model_v3	7.8e-258	715.7	0.00e+00	1443.50	7.963E-50	2999	platinum
Q9SMN0	I1JEV8	AF-Q9SMN0-F1-model_v3	AF-I1JEV8-F1-model_v3	4.1e-110	323.9	NA	NA	NA	NA	silver
Q9SMP3	I1MUQ4	AF-Q9SMP3-F1-model_v3	AF-I1MUQ4-F1-model_v3	2.4e-23	90.1	4.70e-05	299.55	8.134E-11	386	platinum
Q9SMQ3	K7LS51	AF-Q9SMQ3-F1-model_v3	AF-K7LS51-F1-model_v3	5.4e-21	97.8	NA	NA	NA	NA	silver
Q9SMQ4	I1KSY9	AF-Q9SMQ4-F1-model_v3	AF-I1KSY9-F1-model_v3	5.3e-185	515.4	NA	NA	NA	NA	silver
Q9SMR2	I1KT06	AF-Q9SMR2-F1-model_v3	AF-I1KT06-F1-model_v3	6.4e-123	357.5	0.00e+00	864.30	9.636E-38	1759	platinum
Q9SMR5	I1MYR9	AF-Q9SMR5-F1-model_v3	AF-I1MYR9-F1-model_v3	8.8e-60	184.5	8.83e-09	351.19	4.203E-19	809	platinum
Q9SMT1	A0A0R0ECB4	AF-Q9SMT1-F1-model_v3	AF-A0A0R0ECB4-F1-model_v3	2.7e-61	196.8	NA	NA	NA	NA	silver
Q9SMT2	I1NGT0	AF-Q9SMT2-F1-model_v3	AF-I1NGT0-F1-model_v3	1.7e-43	143.7	NA	NA	NA	NA	silver
Q9SMU2	I1LDP8	AF-Q9SMU2-F1-model_v3	AF-I1LDP8-F1-model_v3	2.8e-247	682.6	0.00e+00	1189.85	2.178E-68	2863	platinum
Q9SMU4	I1MWD4	AF-Q9SMU4-F1-model_v3	AF-I1MWD4-F1-model_v3	1.8e-85	265.4	0.00e+00	816.10	3.974E-22	1135	platinum
Q9SMX4	M1FQJ9	AF-Q9SMX4-F1-model_v3	AF-M1FQJ9-F1-model_v3	3.4e-49	154.5	6.66e-16	287.28	1.665E-12	532	platinum
Q9SMX9	I1JBB8	AF-Q9SMX9-F1-model_v3	AF-I1JBB8-F1-model_v3	0.0e+00	966.1	1.52e-10	1686.13	1.847E-82	3883	platinum
Q9SMZ3	I1JU39	AF-Q9SMZ3-F1-model_v3	AF-I1JU39-F1-model_v3	8.2e-131	384.8	0.00e+00	995.44	2.019E-51	2371	platinum
Q9SMZ4	I1MS26	AF-Q9SMZ4-F1-model_v3	AF-I1MS26-F1-model_v3	0.0e+00	1482.2	0.00e+00	2813.57	0.000E+00	7430	platinum
Q9SMZ9	C6SXG6	AF-Q9SMZ9-F1-model_v3	AF-C6SXG6-F1-model_v3	1.8e-34	113.6	1.11e-07	199.98	1.295E-07	337	platinum
Q9SN06	K7K4N1	AF-Q9SN06-F1-model_v3	AF-K7K4N1-F1-model_v3	1.1e-244	679.5	0.00e+00	1210.64	5.499E-54	2603	platinum
Q9SN19	I1MT49	AF-Q9SN19-F1-model_v3	AF-I1MT49-F1-model_v3	1.1e-127	382.5	2.53e-04	735.55	NA	NA	gold
Q9SN22	K7MLZ6	AF-Q9SN22-F1-model_v3	AF-K7MLZ6-F1-model_v3	1.1e-168	481.9	0.00e+00	1034.86	3.070E-51	2401	platinum
Q9SN25	A0A0R0GC97	AF-Q9SN25-F1-model_v3	AF-A0A0R0GC97-F1-model_v3	2.0e-124	392.1	7.20e-09	1318.27	3.879E-36	1874	platinum
Q9SN26	K7KYP0	AF-Q9SN26-F1-model_v3	AF-K7KYP0-F1-model_v3	2.6e-87	261.2	9.79e-09	538.94	5.935E-24	969	platinum
Q9SN29	I1JVK4	AF-Q9SN29-F1-model_v3	AF-I1JVK4-F1-model_v3	7.4e-83	243.4	0.00e+00	506.44	1.994E-16	871	platinum
Q9SN39	A0A0R0G7R8	AF-Q9SN39-F1-model_v3	AF-A0A0R0G7R8-F1-model_v3	0.0e+00	955.7	0.00e+00	2459.80	3.258E-68	4608	platinum
Q9SN77	I1MTT1	AF-Q9SN77-F1-model_v3	AF-I1MTT1-F1-model_v3	4.1e-163	465.7	1.80e-07	870.57	1.708E-39	1618	platinum
Q9SN78	I1JWV3	AF-Q9SN78-F1-model_v3	AF-I1JWV3-F1-model_v3	3.3e-108	318.9	NA	NA	NA	NA	silver
Q9SN85	I1JZP1	AF-Q9SN85-F1-model_v3	AF-I1JZP1-F1-model_v3	1.2e-265	739.2	0.00e+00	1657.07	1.614E-55	3299	platinum
Q9SN87	I1N8F5	AF-Q9SN87-F1-model_v3	AF-I1N8F5-F1-model_v3	5.8e-06	41.2	2.43e-03	121.72	NA	NA	gold
Q9SNB4	K7LTA3	AF-Q9SNB4-F1-model_v3	AF-K7LTA3-F1-model_v3	2.1e-74	231.9	1.44e-07	684.49	1.096E-22	926	platinum
Q9SNB5	I1JTM4	AF-Q9SNB5-F1-model_v3	AF-I1JTM4-F1-model_v3	4.6e-78	233.0	NA	NA	3.701E-23	919	gold
Q9SNC3	I1MGS8	AF-Q9SNC3-F1-model_v3	AF-I1MGS8-F1-model_v3	6.9e-131	384.0	2.66e-13	969.07	7.500E-50	2069	platinum
Q9SNC6	I1LK32	AF-Q9SNC6-F1-model_v3	AF-I1LK32-F1-model_v3	3.7e-184	537.7	0.00e+00	1716.26	2.890E-65	3741	platinum
Q9SND3	I1J968	AF-Q9SND3-F1-model_v3	AF-I1J968-F1-model_v3	2.2e-210	584.3	0.00e+00	1013.96	3.754E-53	2315	platinum
Q9SNE5	I1J997	AF-Q9SNE5-F1-model_v3	AF-I1J997-F1-model_v3	3.3e-150	424.5	NA	NA	NA	NA	silver
Q9SNV9	I1LH97	AF-Q9SNV9-F1-model_v3	AF-I1LH97-F1-model_v3	9.5e-285	781.2	0.00e+00	1427.37	NA	NA	gold
Q9SP32	K7N0F5	AF-Q9SP32-F1-model_v3	AF-K7N0F5-F1-model_v3	0.0e+00	2817.3	0.00e+00	4698.58	0.000E+00	11522	platinum
Q9SPG3	K7KYX4	AF-Q9SPG3-F1-model_v3	AF-K7KYX4-F1-model_v3	9.8e-76	238.4	NA	NA	NA	NA	silver
Q9SPK5	I1NJ85	AF-Q9SPK5-F1-model_v3	AF-I1NJ85-F1-model_v3	0.0e+00	1142.9	0.00e+00	1888.21	0.000E+00	5047	platinum
Q9SPL2	I1LF96	AF-Q9SPL2-F1-model_v3	AF-I1LF96-F1-model_v3	6.8e-77	239.6	NA	NA	NA	NA	silver
Q9SQH6	I1MAE5	AF-Q9SQH6-F1-model_v3	AF-I1MAE5-F1-model_v3	3.0e-239	669.5	NA	NA	2.696E-49	2687	gold
Q9SQI2	A0A0R0HXK5	AF-Q9SQI2-F1-model_v3	AF-A0A0R0HXK5-F1-model_v3	0.0e+00	1717.6	0.00e+00	2849.95	2.224E-98	6531	platinum
Q9SQI8	A0A0R0LFB4	AF-Q9SQI8-F1-model_v3	AF-A0A0R0LFB4-F1-model_v3	3.0e-213	597.0	0.00e+00	1230.62	9.824E-75	2989	platinum
Q9SQR3	I1J464	AF-Q9SQR3-F1-model_v3	AF-I1J464-F1-model_v3	3.5e-152	425.6	0.00e+00	789.18	1.464E-49	1951	platinum
Q9SQR4	A0A0R4J5C5	AF-Q9SQR4-F1-model_v3	AF-A0A0R4J5C5-F1-model_v3	1.4e-126	360.9	0.00e+00	760.89	9.583E-45	1785	platinum
Q9SQR8	I1ML29	AF-Q9SQR8-F1-model_v3	AF-I1ML29-F1-model_v3	0.0e+00	1084.3	0.00e+00	1904.98	0.000E+00	5201	platinum
Q9SQT5	C6TLC5	AF-Q9SQT5-F1-model_v3	AF-C6TLC5-F1-model_v3	3.1e-26	90.5	5.86e-10	160.87	1.877E-07	359	platinum
Q9SQT6	I1MF85	AF-Q9SQT6-F1-model_v3	AF-I1MF85-F1-model_v3	1.7e-129	380.6	3.65e-09	893.84	4.448E-39	1595	platinum
Q9SQV0	I1KUK9	AF-Q9SQV0-F1-model_v3	AF-I1KUK9-F1-model_v3	3.2e-111	322.4	0.00e+00	718.99	4.206E-27	1382	platinum
Q9SQV1	K7LBJ6	AF-Q9SQV1-F1-model_v3	AF-K7LBJ6-F1-model_v3	1.7e-272	797.7	5.78e-07	2167.24	0.000E+00	4190	platinum
Q9SQX9	I1NHS3	AF-Q9SQX9-F1-model_v3	AF-I1NHS3-F1-model_v3	3.0e-111	336.3	NA	NA	NA	NA	silver
Q9SQZ9	I1LBK9	AF-Q9SQZ9-F1-model_v3	AF-I1LBK9-F1-model_v3	1.4e-111	315.5	0.00e+00	489.66	4.813E-33	1374	platinum
Q9SR02	I1NC98	AF-Q9SR02-F1-model_v3	AF-I1NC98-F1-model_v3	0.0e+00	2081.2	2.56e-14	3571.92	NA	NA	gold
Q9SR06	I1NJ79	AF-Q9SR06-F1-model_v3	AF-I1NJ79-F1-model_v3	5.9e-236	652.1	0.00e+00	1255.21	5.941E-80	3266	platinum
Q9SR09	I1NCA5	AF-Q9SR09-F1-model_v3	AF-I1NCA5-F1-model_v3	1.4e-155	446.4	0.00e+00	837.28	1.482E-46	1949	platinum
Q9SR12	I1LBN1	AF-Q9SR12-F1-model_v3	AF-I1LBN1-F1-model_v3	6.9e-58	177.6	1.83e-09	302.97	1.816E-19	748	platinum
Q9SR22	K7MT28	AF-Q9SR22-F1-model_v3	AF-K7MT28-F1-model_v3	2.6e-187	527.7	0.00e+00	1149.21	5.629E-69	2675	platinum
Q9SR32	K7KDB5	AF-Q9SR32-F1-model_v3	AF-K7KDB5-F1-model_v3	8.0e-50	157.9	1.59e-07	284.68	1.444E-15	592	platinum
Q9SR34	I1LQL5	AF-Q9SR34-F1-model_v3	AF-I1LQL5-F1-model_v3	3.3e-14	67.0	2.01e-04	265.71	4.693E-06	247	platinum
Q9SR35	I1KF92	AF-Q9SR35-F1-model_v3	AF-I1KF92-F1-model_v3	3.8e-13	61.6	1.79e-03	175.15	NA	NA	gold
Q9SR43	K7KBQ4	AF-Q9SR43-F1-model_v3	AF-K7KBQ4-F1-model_v3	2.0e-118	345.1	0.00e+00	910.49	5.030E-41	1874	platinum
Q9SR52	Q949H4	AF-Q9SR52-F1-model_v3	AF-Q949H4-F1-model_v3	0.0e+00	1295.8	0.00e+00	2457.84	0.000E+00	6547	platinum
Q9SR62	C6ZS09	AF-Q9SR62-F1-model_v3	AF-C6ZS09-F1-model_v3	1.6e-165	463.0	0.00e+00	906.09	8.971E-58	2197	platinum
Q9SR70	I1L950	AF-Q9SR70-F1-model_v3	AF-I1L950-F1-model_v3	3.6e-102	296.2	1.79e-10	562.16	4.834E-30	1296	platinum
Q9SR73	C6SZ18	AF-Q9SR73-F1-model_v3	AF-C6SZ18-F1-model_v3	8.1e-34	110.2	0.00e+00	167.11	1.091E-10	478	platinum
Q9SR77	A0A0R0KTZ2	AF-Q9SR77-F1-model_v3	AF-A0A0R0KTZ2-F1-model_v3	8.0e-83	250.8	1.12e-09	528.66	4.006E-26	1142	platinum
Q9SR79	I1JGE6	AF-Q9SR79-F1-model_v3	AF-I1JGE6-F1-model_v3	5.3e-181	507.7	0.00e+00	980.72	3.116E-60	2368	platinum
Q9SR82	I1LVF2	AF-Q9SR82-F1-model_v3	AF-I1LVF2-F1-model_v3	1.2e-275	772.3	0.00e+00	1992.03	8.704E-58	3670	platinum
Q9SR91	A0A0R0E480	AF-Q9SR91-F1-model_v3	AF-A0A0R0E480-F1-model_v3	1.5e-182	507.7	NA	NA	NA	NA	silver
Q9SR92	I1J7F5	AF-Q9SR92-F1-model_v3	AF-I1J7F5-F1-model_v3	5.9e-81	241.1	0.00e+00	544.97	3.940E-31	1149	platinum
Q9SRB0	I1LGD5	AF-Q9SRB0-F1-model_v3	AF-I1LGD5-F1-model_v3	1.2e-109	324.3	NA	NA	1.467E-26	1171	gold
Q9SRD8	K7N3Y2	AF-Q9SRD8-F1-model_v3	AF-K7N3Y2-F1-model_v3	9.8e-39	129.0	NA	NA	3.095E-10	418	gold
Q9SRE0	K7MHQ6	AF-Q9SRE0-F1-model_v3	AF-K7MHQ6-F1-model_v3	4.0e-170	478.0	0.00e+00	929.48	4.375E-55	2197	platinum
Q9SRI1	A0A0R0J154	AF-Q9SRI1-F1-model_v3	AF-A0A0R0J154-F1-model_v3	4.8e-144	407.9	NA	NA	NA	NA	silver
Q9SRK6	I1KJG4	AF-Q9SRK6-F1-model_v3	AF-I1KJG4-F1-model_v3	6.5e-59	175.6	0.00e+00	263.96	NA	NA	gold
Q9SRK7	I1JYA1	AF-Q9SRK7-F1-model_v3	AF-I1JYA1-F1-model_v3	0.0e+00	894.0	0.00e+00	1654.48	6.577E-73	3900	platinum
Q9SRL8	I1MZ09	AF-Q9SRL8-F1-model_v3	AF-I1MZ09-F1-model_v3	8.9e-62	189.1	NA	NA	9.069E-17	652	gold
Q9SRP6	I1MLR5	AF-Q9SRP6-F1-model_v3	AF-I1MLR5-F1-model_v3	3.1e-89	260.4	0.00e+00	501.68	1.212E-21	1077	platinum
Q9SRR1	I1KHZ7	AF-Q9SRR1-F1-model_v3	AF-I1KHZ7-F1-model_v3	1.2e-55	188.3	0.00e+00	1062.19	2.855E-50	2078	platinum
Q9SRS2	I1JM95	AF-Q9SRS2-F1-model_v3	AF-I1JM95-F1-model_v3	7.7e-95	277.7	3.70e-04	331.14	2.942E-19	714	platinum
Q9SRS6	I1MM65	AF-Q9SRS6-F1-model_v3	AF-I1MM65-F1-model_v3	0.0e+00	1161.4	2.58e-14	2124.96	0.000E+00	5023	platinum
Q9SRS9	I1JM84	AF-Q9SRS9-F1-model_v3	AF-I1JM84-F1-model_v3	4.4e-140	396.0	0.00e+00	807.05	1.492E-33	1630	platinum
Q9SRT0	I1KZ08	AF-Q9SRT0-F1-model_v3	AF-I1KZ08-F1-model_v3	4.1e-154	446.0	0.00e+00	1223.65	1.039E-38	2208	platinum
Q9SRT3	I1JM72	AF-Q9SRT3-F1-model_v3	AF-I1JM72-F1-model_v3	0.0e+00	1003.8	0.00e+00	1794.76	1.626E-84	4229	platinum
Q9SRV2	I1NGV6	AF-Q9SRV2-F1-model_v3	AF-I1NGV6-F1-model_v3	1.4e-116	342.0	0.00e+00	818.74	3.353E-45	1786	platinum
Q9SRW4	C6T9U3	AF-Q9SRW4-F1-model_v3	AF-C6T9U3-F1-model_v3	8.2e-33	121.3	NA	NA	NA	NA	silver
Q9SRW7	I1N888	AF-Q9SRW7-F1-model_v3	AF-I1N888-F1-model_v3	1.1e-126	356.3	0.00e+00	598.16	7.944E-36	1442	platinum
Q9SRW9	I1JQP8	AF-Q9SRW9-F1-model_v3	AF-I1JQP8-F1-model_v3	0.0e+00	1890.9	0.00e+00	2783.06	NA	NA	gold
Q9SRZ7	K7LRG1	AF-Q9SRZ7-F1-model_v3	AF-K7LRG1-F1-model_v3	2.2e-312	893.6	NA	NA	0.000E+00	4624	gold
Q9SRZ8	I1MZI0	AF-Q9SRZ8-F1-model_v3	AF-I1MZI0-F1-model_v3	8.9e-153	456.8	5.21e-06	1152.47	7.566E-48	1968	platinum
Q9SS38	I1JN48	AF-Q9SS38-F1-model_v3	AF-I1JN48-F1-model_v3	0.0e+00	1105.9	NA	NA	0.000E+00	5294	gold
Q9SS47	K7N489	AF-Q9SS47-F1-model_v3	AF-K7N489-F1-model_v3	2.3e-172	530.0	NA	NA	3.607E-55	3247	gold
Q9SS48	I1JFY8	AF-Q9SS48-F1-model_v3	AF-I1JFY8-F1-model_v3	0.0e+00	1015.0	0.00e+00	1756.11	1.581E-100	4716	platinum
Q9SS53	I1KLI9	AF-Q9SS53-F1-model_v3	AF-I1KLI9-F1-model_v3	3.0e-300	851.7	0.00e+00	2219.14	6.556E-97	4442	platinum
Q9SS81	I1KKA8	AF-Q9SS81-F1-model_v3	AF-I1KKA8-F1-model_v3	1.8e-38	152.5	0.00e+00	1946.76	2.273E-49	3288	platinum
Q9SS83	I1LNN3	AF-Q9SS83-F1-model_v3	AF-I1LNN3-F1-model_v3	0.0e+00	914.1	0.00e+00	2614.53	2.624E-64	4239	platinum
Q9SS87	E2FKI5	AF-Q9SS87-F1-model_v3	AF-E2FKI5-F1-model_v3	8.2e-219	631.7	0.00e+00	1759.36	5.267E-63	3347	platinum
Q9SS89	I1N7H2	AF-Q9SS89-F1-model_v3	AF-I1N7H2-F1-model_v3	6.0e-122	349.4	0.00e+00	691.58	1.390E-45	1739	platinum
Q9SS94	I1KUM2	AF-Q9SS94-F1-model_v3	AF-I1KUM2-F1-model_v3	1.2e-279	792.3	0.00e+00	1808.95	4.959E-87	3975	platinum
Q9SS96	I1N6Z9	AF-Q9SS96-F1-model_v3	AF-I1N6Z9-F1-model_v3	4.2e-157	441.8	0.00e+00	852.74	1.850E-48	2175	platinum
Q9SS97	A0A0R0K2X6	AF-Q9SS97-F1-model_v3	AF-A0A0R0K2X6-F1-model_v3	3.2e-209	603.2	NA	NA	2.180E-45	3012	gold
Q9SSA5	I1M017	AF-Q9SSA5-F1-model_v3	AF-I1M017-F1-model_v3	3.0e-231	640.2	0.00e+00	1199.28	6.760E-68	2862	platinum
Q9SSC3	I1KH31	AF-Q9SSC3-F1-model_v3	AF-I1KH31-F1-model_v3	2.6e-94	273.1	0.00e+00	439.41	1.628E-28	1121	platinum
Q9SSC9	I1KH10	AF-Q9SSC9-F1-model_v3	AF-I1KH10-F1-model_v3	3.0e-87	252.3	0.00e+00	454.73	6.454E-19	888	platinum
Q9SSD1	A0A0R0GYX9	AF-Q9SSD1-F1-model_v3	AF-A0A0R0GYX9-F1-model_v3	5.3e-92	289.3	0.00e+00	1099.11	9.745E-45	2314	platinum
Q9SSD2	I1MCE8	AF-Q9SSD2-F1-model_v3	AF-I1MCE8-F1-model_v3	0.0e+00	4608.9	0.00e+00	6948.31	0.000E+00	19397	platinum
Q9SSD6	I1KV88	AF-Q9SSD6-F1-model_v3	AF-I1KV88-F1-model_v3	7.3e-82	238.4	0.00e+00	431.00	1.005E-17	916	platinum
Q9SSE8	K7N1X0	AF-Q9SSE8-F1-model_v3	AF-K7N1X0-F1-model_v3	2.1e-199	562.8	NA	NA	4.361E-64	2640	gold
Q9SSE9	A0A0R0ETQ4	AF-Q9SSE9-F1-model_v3	AF-A0A0R0ETQ4-F1-model_v3	4.2e-241	708.8	NA	NA	NA	NA	silver
Q9SSG3	I1KCN2	AF-Q9SSG3-F1-model_v3	AF-I1KCN2-F1-model_v3	0.0e+00	967.6	0.00e+00	1796.56	0.000E+00	4514	platinum
Q9SSL0	I1NDA5	AF-Q9SSL0-F1-model_v3	AF-I1NDA5-F1-model_v3	0.0e+00	923.3	0.00e+00	1700.97	1.207E-91	4289	platinum
Q9SSM2	I1KG46	AF-Q9SSM2-F1-model_v3	AF-I1KG46-F1-model_v3	2.5e-260	722.6	0.00e+00	1516.66	1.308E-91	3813	platinum
Q9SSN0	I1KGC2	AF-Q9SSN0-F1-model_v3	AF-I1KGC2-F1-model_v3	0.0e+00	1213.4	NA	NA	5.711E-99	5089	gold
