Uniprot_arabadopsis	Uniprot_maize	AlphaFold_arabadopsis	AlphaFold_maize	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9M9X9	A0A1D6E7S4	AF-Q9M9X9-F1-model_v3	AF-A0A1D6E7S4-F1-model_v3	5.3e-66	240.7	0.00e+00	2505.82	7.617E-65	4282	platinum
Q9M9Y6	C4J192	AF-Q9M9Y6-F1-model_v3	AF-C4J192-F1-model_v3	7.8e-56	176.0	0.00e+00	555.63	1.234E-21	1025	platinum
Q9M9Y8	C1JFF5	AF-Q9M9Y8-F1-model_v3	AF-C1JFF5-F1-model_v3	0.0e+00	896.7	0.00e+00	1608.65	3.330E-100	4248	platinum
Q9MA15	K7VEU4	AF-Q9MA15-F1-model_v3	AF-K7VEU4-F1-model_v3	0.0e+00	973.8	0.00e+00	1909.67	2.526E-75	4075	platinum
Q9MA17	K7W9B6	AF-Q9MA17-F1-model_v3	AF-K7W9B6-F1-model_v3	4.0e-108	321.2	2.76e-07	708.43	2.146E-31	1323	platinum
Q9MA41	B4G1H3	AF-Q9MA41-F1-model_v3	AF-B4G1H3-F1-model_v3	6.0e-161	452.2	0.00e+00	821.25	1.993E-43	1904	platinum
Q9MA46	C0P5I4	AF-Q9MA46-F1-model_v3	AF-C0P5I4-F1-model_v3	1.1e-149	434.9	0.00e+00	1139.88	8.179E-51	2118	platinum
Q9MA50	A0A1D6QDR6	AF-Q9MA50-F1-model_v3	AF-A0A1D6QDR6-F1-model_v3	3.1e-124	370.2	NA	NA	NA	NA	silver
Q9MA52	C0PBW1	AF-Q9MA52-F1-model_v3	AF-C0PBW1-F1-model_v3	3.9e-186	527.7	0.00e+00	1123.52	2.519E-59	2368	platinum
Q9MA63	B6TIK3	AF-Q9MA63-F1-model_v3	AF-B6TIK3-F1-model_v3	4.7e-62	195.3	NA	NA	3.292E-17	697	gold
Q9MA79	A0A1D6N6G5	AF-Q9MA79-F1-model_v3	AF-A0A1D6N6G5-F1-model_v3	1.8e-215	591.7	0.00e+00	987.96	9.792E-68	2670	platinum
Q9MA85	K7UGI9	AF-Q9MA85-F1-model_v3	AF-K7UGI9-F1-model_v3	3.7e-187	543.1	NA	NA	8.300E-41	2588	gold
Q9MA98	B4FBX5	AF-Q9MA98-F1-model_v3	AF-B4FBX5-F1-model_v3	6.0e-125	367.1	2.88e-11	810.70	5.651E-42	1724	platinum
Q9MAA9	B4FC23	AF-Q9MAA9-F1-model_v3	AF-B4FC23-F1-model_v3	5.1e-142	405.6	2.26e-12	717.95	1.428E-41	1688	platinum
Q9MAB2	B4FUX9	AF-Q9MAB2-F1-model_v3	AF-B4FUX9-F1-model_v3	1.9e-32	113.2	5.27e-07	282.84	1.337E-09	362	platinum
Q9MAB3	K7VLV6	AF-Q9MAB3-F1-model_v3	AF-K7VLV6-F1-model_v3	2.3e-251	699.5	0.00e+00	1341.71	NA	NA	gold
Q9MAC1	B6UCC3	AF-Q9MAC1-F1-model_v3	AF-B6UCC3-F1-model_v3	7.2e-20	82.0	NA	NA	NA	NA	silver
Q9MAC6	A0A1D6IDW4	AF-Q9MAC6-F1-model_v3	AF-A0A1D6IDW4-F1-model_v3	1.0e-101	329.3	4.62e-06	1170.86	1.464E-53	2083	platinum
Q9MAG5	C4JBI5	AF-Q9MAG5-F1-model_v3	AF-C4JBI5-F1-model_v3	1.5e-07	53.1	NA	NA	NA	NA	silver
Q9MAG8	B4FPH2	AF-Q9MAG8-F1-model_v3	AF-B4FPH2-F1-model_v3	2.3e-37	142.5	NA	NA	1.322E-28	1787	gold
Q9MAH3	K7VUU0	AF-Q9MAH3-F1-model_v3	AF-K7VUU0-F1-model_v3	8.5e-177	501.5	0.00e+00	1213.09	2.984E-69	2800	platinum
Q9MAH4	A0A1D6NM40	AF-Q9MAH4-F1-model_v3	AF-A0A1D6NM40-F1-model_v3	7.9e-184	531.9	NA	NA	1.983E-56	3039	gold
Q9MAK9	B4FTV9	AF-Q9MAK9-F1-model_v3	AF-B4FTV9-F1-model_v3	1.8e-262	715.3	NA	NA	NA	NA	silver
Q9MAP3	B6U1J2	AF-Q9MAP3-F1-model_v3	AF-B6U1J2-F1-model_v3	1.3e-96	280.8	0.00e+00	557.20	7.971E-30	1202	platinum
Q9MAQ7	A0A1D6EE69	AF-Q9MAQ7-F1-model_v3	AF-A0A1D6EE69-F1-model_v3	1.0e-62	231.5	3.69e-02	1224.60	3.175E-29	1043	platinum
Q9MAR2	A0A1D6LDL7	AF-Q9MAR2-F1-model_v3	AF-A0A1D6LDL7-F1-model_v3	2.3e-143	410.2	1.02e-14	815.45	1.439E-42	1769	platinum
Q9MAT3	A0A1D6H8V0	AF-Q9MAT3-F1-model_v3	AF-A0A1D6H8V0-F1-model_v3	1.4e-151	435.6	0.00e+00	1036.98	1.368E-49	2142	platinum
Q9MAT5	C0PPD7	AF-Q9MAT5-F1-model_v3	AF-C0PPD7-F1-model_v3	2.7e-173	488.0	0.00e+00	1087.84	7.565E-62	2482	platinum
Q9MAU3	B8A2G2	AF-Q9MAU3-F1-model_v3	AF-B8A2G2-F1-model_v3	6.6e-217	612.1	9.88e-15	1335.62	2.304E-46	2568	platinum
Q9MAU6	A0A1D6I5N8	AF-Q9MAU6-F1-model_v3	AF-A0A1D6I5N8-F1-model_v3	1.6e-230	638.3	0.00e+00	1231.41	2.312E-73	2857	platinum
Q9MAV1	A0A1D6DU59	AF-Q9MAV1-F1-model_v3	AF-A0A1D6DU59-F1-model_v3	2.2e-20	84.7	NA	NA	NA	NA	silver
Q9MB58	B4F8N3	AF-Q9MB58-F1-model_v3	AF-B4F8N3-F1-model_v3	0.0e+00	994.6	3.11e-15	1746.86	0.000E+00	4652	platinum
Q9MBA1	B6TZB6	AF-Q9MBA1-F1-model_v3	AF-B6TZB6-F1-model_v3	6.7e-294	806.6	0.00e+00	1328.93	3.202E-78	3333	platinum
Q9MBA2	C0HI22	AF-Q9MBA2-F1-model_v3	AF-C0HI22-F1-model_v3	1.5e-138	395.2	0.00e+00	821.80	7.438E-48	1903	platinum
Q9MBA3	A0A1D6PF29	AF-Q9MBA3-F1-model_v3	AF-A0A1D6PF29-F1-model_v3	6.7e-148	440.7	0.00e+00	1304.62	1.158E-48	2399	platinum
Q9MBG4	C0PEU3	AF-Q9MBG4-F1-model_v3	AF-C0PEU3-F1-model_v3	1.3e-102	299.7	0.00e+00	720.80	2.294E-42	1633	platinum
Q9MBG6	B4FFL2	AF-Q9MBG6-F1-model_v3	AF-B4FFL2-F1-model_v3	1.5e-27	95.5	NA	NA	8.264E-07	325	gold
Q9MBG8	A0A1D6IKH7	AF-Q9MBG8-F1-model_v3	AF-A0A1D6IKH7-F1-model_v3	4.8e-60	193.4	4.25e-08	537.37	NA	NA	gold
Q9S713	A0A1D6MBR1	AF-Q9S713-F1-model_v3	AF-A0A1D6MBR1-F1-model_v3	2.5e-296	815.8	0.00e+00	1497.15	1.311E-67	3274	platinum
Q9S720	B6SUH9	AF-Q9S720-F1-model_v3	AF-B6SUH9-F1-model_v3	6.0e-74	225.7	3.03e-13	575.37	NA	NA	gold
Q9S724	A0A1D6JNR1	AF-Q9S724-F1-model_v3	AF-A0A1D6JNR1-F1-model_v3	2.1e-52	164.1	NA	NA	2.786E-17	781	gold
Q9S726	A0A1D6HTG4	AF-Q9S726-F1-model_v3	AF-A0A1D6HTG4-F1-model_v3	7.4e-120	349.0	0.00e+00	748.14	2.043E-46	1807	platinum
Q9S746	A0A1D6KPP8	AF-Q9S746-F1-model_v3	AF-A0A1D6KPP8-F1-model_v3	1.7e-237	667.5	0.00e+00	1453.47	1.359E-85	3545	platinum
Q9S757	C0PCX2	AF-Q9S757-F1-model_v3	AF-C0PCX2-F1-model_v3	3.7e-180	505.0	NA	NA	2.188E-57	2312	gold
Q9S758	A0A1D6EWJ8	AF-Q9S758-F1-model_v3	AF-A0A1D6EWJ8-F1-model_v3	3.3e-34	121.3	NA	NA	NA	NA	silver
Q9S775	A0A1D6NTP5	AF-Q9S775-F1-model_v3	AF-A0A1D6NTP5-F1-model_v3	0.0e+00	1379.8	0.00e+00	3152.45	0.000E+00	6688	platinum
Q9S799	A0A1D6IKL2	AF-Q9S799-F1-model_v3	AF-A0A1D6IKL2-F1-model_v3	1.2e-40	132.5	6.89e-08	285.28	2.335E-12	469	platinum
Q9S7C0	A0A1D6LZY7	AF-Q9S7C0-F1-model_v3	AF-A0A1D6LZY7-F1-model_v3	0.0e+00	1140.2	NA	NA	0.000E+00	5362	gold
Q9S7C9	A0A1D6HI35	AF-Q9S7C9-F1-model_v3	AF-A0A1D6HI35-F1-model_v3	1.1e-72	227.3	NA	NA	NA	NA	silver
Q9S7D2	A0A1D6Q8W2	AF-Q9S7D2-F1-model_v3	AF-A0A1D6Q8W2-F1-model_v3	6.3e-224	626.7	0.00e+00	1321.34	2.900E-60	2920	platinum
Q9S7E4	C0P848	AF-Q9S7E4-F1-model_v3	AF-C0P848-F1-model_v3	7.1e-225	618.6	0.00e+00	1064.55	2.068E-67	2780	platinum
Q9S7F4	A0A1D6MPA3	AF-Q9S7F4-F1-model_v3	AF-A0A1D6MPA3-F1-model_v3	1.5e-234	679.1	NA	NA	7.947E-52	3499	gold
Q9S7G6	A0A1D6HD56	AF-Q9S7G6-F1-model_v3	AF-A0A1D6HD56-F1-model_v3	0.0e+00	1097.4	0.00e+00	2536.58	NA	NA	gold
Q9S7G7	A0A1D6MF55	AF-Q9S7G7-F1-model_v3	AF-A0A1D6MF55-F1-model_v3	5.0e-131	412.1	NA	NA	NA	NA	silver
Q9S7H1	A0A1D6GF65	AF-Q9S7H1-F1-model_v3	AF-A0A1D6GF65-F1-model_v3	6.8e-95	276.6	1.57e-14	546.29	NA	NA	gold
Q9S7H4	B4FUP5	AF-Q9S7H4-F1-model_v3	AF-B4FUP5-F1-model_v3	8.6e-88	261.5	0.00e+00	676.94	6.932E-25	1283	platinum
Q9S7I0	K7VD40	AF-Q9S7I0-F1-model_v3	AF-K7VD40-F1-model_v3	6.8e-88	315.1	6.95e-03	1472.73	6.799E-46	1775	platinum
Q9S7I4	A0A1D6H8W3	AF-Q9S7I4-F1-model_v3	AF-A0A1D6H8W3-F1-model_v3	5.4e-114	356.3	5.23e-11	1309.10	4.724E-42	2471	platinum
Q9S7J8	C4J1E7	AF-Q9S7J8-F1-model_v3	AF-C4J1E7-F1-model_v3	0.0e+00	1294.6	0.00e+00	2773.61	0.000E+00	6679	platinum
Q9S7L2	A0A1D6L7W7	AF-Q9S7L2-F1-model_v3	AF-A0A1D6L7W7-F1-model_v3	1.5e-63	211.1	1.50e-03	648.46	NA	NA	gold
Q9S7L9	B4FCQ4	AF-Q9S7L9-F1-model_v3	AF-B4FCQ4-F1-model_v3	8.4e-53	166.8	1.47e-08	397.55	NA	NA	gold
Q9S7M0	A0A096QRW1	AF-Q9S7M0-F1-model_v3	AF-A0A096QRW1-F1-model_v3	8.1e-172	474.9	0.00e+00	695.95	1.282E-38	1713	platinum
Q9S7P3	C0PDH3	AF-Q9S7P3-F1-model_v3	AF-C0PDH3-F1-model_v3	5.2e-193	566.2	NA	NA	1.099E-64	2703	gold
Q9S7Q2	A0A1D6IPQ0	AF-Q9S7Q2-F1-model_v3	AF-A0A1D6IPQ0-F1-model_v3	4.6e-63	229.2	0.00e+00	2176.96	1.181E-58	3834	platinum
Q9S7R4	A0A1D6HFX8	AF-Q9S7R4-F1-model_v3	AF-A0A1D6HFX8-F1-model_v3	1.9e-29	120.9	0.00e+00	1279.41	9.910E-33	2036	platinum
Q9S7R7	K7VN82	AF-Q9S7R7-F1-model_v3	AF-K7VN82-F1-model_v3	4.8e-125	374.0	0.00e+00	1082.42	3.179E-51	2247	platinum
Q9S7R9	A0A1D6Q3M5	AF-Q9S7R9-F1-model_v3	AF-A0A1D6Q3M5-F1-model_v3	2.2e-18	83.6	NA	NA	NA	NA	silver
Q9S7T7	A0A1D6MDS3	AF-Q9S7T7-F1-model_v3	AF-A0A1D6MDS3-F1-model_v3	2.0e-64	213.4	NA	NA	NA	NA	silver
Q9S7T8	A0A1D6GLS4	AF-Q9S7T8-F1-model_v3	AF-A0A1D6GLS4-F1-model_v3	2.7e-133	388.3	0.00e+00	1026.50	3.039E-55	2226	platinum
Q9S7V6	B6TU58	AF-Q9S7V6-F1-model_v3	AF-B6TU58-F1-model_v3	1.5e-169	488.0	5.74e-03	847.90	6.645E-40	1591	platinum
Q9S7W4	A0A1D6HW85	AF-Q9S7W4-F1-model_v3	AF-A0A1D6HW85-F1-model_v3	7.0e-156	441.8	0.00e+00	937.58	1.719E-49	2448	platinum
Q9S7Y7	A0A1D6MM31	AF-Q9S7Y7-F1-model_v3	AF-A0A1D6MM31-F1-model_v3	0.0e+00	1253.8	0.00e+00	2529.18	0.000E+00	6636	platinum
Q9S7Z3	C0P7M3	AF-Q9S7Z3-F1-model_v3	AF-C0P7M3-F1-model_v3	2.0e-197	558.5	0.00e+00	1270.60	1.224E-58	2803	platinum
Q9S808	A0A1D6MNR1	AF-Q9S808-F1-model_v3	AF-A0A1D6MNR1-F1-model_v3	5.2e-151	437.6	0.00e+00	1136.25	7.410E-66	2633	platinum
Q9S814	A0A1D6MFR6	AF-Q9S814-F1-model_v3	AF-A0A1D6MFR6-F1-model_v3	2.6e-263	785.4	2.20e-11	2481.66	3.356E-64	3786	platinum
Q9S818	B4F8K3	AF-Q9S818-F1-model_v3	AF-B4F8K3-F1-model_v3	5.5e-199	551.6	0.00e+00	1012.98	1.112E-62	2511	platinum
Q9S826	B4FJ57	AF-Q9S826-F1-model_v3	AF-B4FJ57-F1-model_v3	1.3e-151	426.0	0.00e+00	861.75	1.153E-49	1997	platinum
Q9S829	K7V5G0	AF-Q9S829-F1-model_v3	AF-K7V5G0-F1-model_v3	2.5e-53	166.0	1.65e-09	356.05	3.217E-16	675	platinum
Q9S836	A0A1D6JVT3	AF-Q9S836-F1-model_v3	AF-A0A1D6JVT3-F1-model_v3	1.9e-304	830.1	0.00e+00	1369.69	1.247E-58	3256	platinum
Q9S841	B6T3B2	AF-Q9S841-F1-model_v3	AF-B6T3B2-F1-model_v3	1.9e-183	509.6	NA	NA	8.854E-52	2373	gold
Q9S850	A0A1D6KJV9	AF-Q9S850-F1-model_v3	AF-A0A1D6KJV9-F1-model_v3	6.3e-215	595.9	0.00e+00	1124.87	1.960E-71	3018	platinum
Q9S851	A0A1D6KIZ7	AF-Q9S851-F1-model_v3	AF-A0A1D6KIZ7-F1-model_v3	4.5e-88	270.8	NA	NA	6.131E-28	1174	gold
Q9S9K7	B6T543	AF-Q9S9K7-F1-model_v3	AF-B6T543-F1-model_v3	5.3e-76	222.2	NA	NA	1.221E-18	783	gold
Q9S9L9	B4F9D1	AF-Q9S9L9-F1-model_v3	AF-B4F9D1-F1-model_v3	4.7e-251	687.6	0.00e+00	1110.32	9.045E-46	2464	platinum
Q9S9M7	A0A1D6Q078	AF-Q9S9M7-F1-model_v3	AF-A0A1D6Q078-F1-model_v3	1.6e-119	345.1	0.00e+00	764.65	3.013E-40	1617	platinum
Q9S9M8	C4J220	AF-Q9S9M8-F1-model_v3	AF-C4J220-F1-model_v3	4.9e-111	331.3	1.12e-12	800.29	NA	NA	gold
Q9S9P1	B4FGC8	AF-Q9S9P1-F1-model_v3	AF-B4FGC8-F1-model_v3	2.7e-61	185.3	1.11e-16	394.22	1.203E-22	845	platinum
Q9S9U0	A0A1D6NBN0	AF-Q9S9U0-F1-model_v3	AF-A0A1D6NBN0-F1-model_v3	0.0e+00	2285.0	NA	NA	0.000E+00	10929	gold
Q9S9W2	A0A1D6HXF7	AF-Q9S9W2-F1-model_v3	AF-A0A1D6HXF7-F1-model_v3	5.9e-119	340.1	0.00e+00	742.34	2.902E-43	1756	platinum
Q9SA05	A0A1D6IYL1	AF-Q9SA05-F1-model_v3	AF-A0A1D6IYL1-F1-model_v3	0.0e+00	1088.9	NA	NA	NA	NA	silver
Q9SA13	B6U1R1	AF-Q9SA13-F1-model_v3	AF-B6U1R1-F1-model_v3	9.1e-25	90.5	1.52e-07	223.44	6.237E-06	294	platinum
Q9SA22	K7U841	AF-Q9SA22-F1-model_v3	AF-K7U841-F1-model_v3	2.2e-177	508.4	1.28e-11	1045.67	2.366E-61	2530	platinum
Q9SA25	A0A1D6DVY7	AF-Q9SA25-F1-model_v3	AF-A0A1D6DVY7-F1-model_v3	9.8e-142	433.3	NA	NA	NA	NA	silver
Q9SA27	A0A1D6IKL4	AF-Q9SA27-F1-model_v3	AF-A0A1D6IKL4-F1-model_v3	7.8e-172	494.2	0.00e+00	1261.83	2.493E-60	2386	platinum
Q9SA34	C4J306	AF-Q9SA34-F1-model_v3	AF-C4J306-F1-model_v3	4.2e-219	614.0	0.00e+00	1374.46	7.002E-81	3332	platinum
Q9SA42	A0A1D6FDW9	AF-Q9SA42-F1-model_v3	AF-A0A1D6FDW9-F1-model_v3	4.6e-47	149.8	0.00e+00	424.22	3.107E-13	528	platinum
Q9SA52	K7V9I5	AF-Q9SA52-F1-model_v3	AF-K7V9I5-F1-model_v3	8.0e-207	570.5	0.00e+00	934.01	1.731E-62	2444	platinum
Q9SA60	A0A1D6GQJ1	AF-Q9SA60-F1-model_v3	AF-A0A1D6GQJ1-F1-model_v3	2.4e-257	729.9	0.00e+00	1834.00	4.111E-55	3352	platinum
Q9SA65	K7V3D3	AF-Q9SA65-F1-model_v3	AF-K7V3D3-F1-model_v3	1.4e-152	452.6	NA	NA	NA	NA	silver
Q9SA69	A0A1D6PAD5	AF-Q9SA69-F1-model_v3	AF-A0A1D6PAD5-F1-model_v3	9.0e-235	664.8	0.00e+00	1436.08	3.308E-52	2947	platinum
Q9SA73	A0A1D6IYG6	AF-Q9SA73-F1-model_v3	AF-A0A1D6IYG6-F1-model_v3	6.4e-237	651.7	0.00e+00	1107.18	3.328E-68	2718	platinum
Q9SA76	K7V866	AF-Q9SA76-F1-model_v3	AF-K7V866-F1-model_v3	1.1e-210	628.2	3.44e-08	1735.49	NA	NA	gold
Q9SA98	A0A1Q0YC58	AF-Q9SA98-F1-model_v3	AF-A0A1Q0YC58-F1-model_v3	2.0e-73	224.9	0.00e+00	454.45	6.835E-24	992	platinum
Q9SAB7	A0A1D6GTJ5	AF-Q9SAB7-F1-model_v3	AF-A0A1D6GTJ5-F1-model_v3	3.1e-223	624.8	0.00e+00	1349.92	5.734E-55	2853	platinum
Q9SAC0	B4FHU1	AF-Q9SAC0-F1-model_v3	AF-B4FHU1-F1-model_v3	9.2e-165	465.3	0.00e+00	936.89	9.226E-35	1963	platinum
Q9SAC6	A0A1D6LTL9	AF-Q9SAC6-F1-model_v3	AF-A0A1D6LTL9-F1-model_v3	0.0e+00	1743.8	0.00e+00	3592.40	0.000E+00	8723	platinum
Q9SAC8	A0A1D6M455	AF-Q9SAC8-F1-model_v3	AF-A0A1D6M455-F1-model_v3	7.7e-244	674.5	0.00e+00	1261.39	5.871E-77	3107	platinum
Q9SAD3	A0A1D6GE43	AF-Q9SAD3-F1-model_v3	AF-A0A1D6GE43-F1-model_v3	6.4e-05	38.9	NA	NA	NA	NA	silver
Q9SAD4	B6SQ62	AF-Q9SAD4-F1-model_v3	AF-B6SQ62-F1-model_v3	1.3e-27	109.4	NA	NA	NA	NA	silver
Q9SAD7	A0A1D6E8D6	AF-Q9SAD7-F1-model_v3	AF-A0A1D6E8D6-F1-model_v3	7.7e-70	234.6	1.57e-03	673.80	3.479E-27	1094	platinum
Q9SAF0	C0PG99	AF-Q9SAF0-F1-model_v3	AF-C0PG99-F1-model_v3	0.0e+00	988.0	NA	NA	8.542E-93	4229	gold
Q9SAF1	B4G056	AF-Q9SAF1-F1-model_v3	AF-B4G056-F1-model_v3	2.4e-255	699.9	0.00e+00	1234.97	1.150E-76	3270	platinum
Q9SAG6	C4J9Q2	AF-Q9SAG6-F1-model_v3	AF-C4J9Q2-F1-model_v3	3.6e-61	190.3	1.36e-10	448.82	3.633E-15	545	platinum
Q9SAG7	A0A1D6IW19	AF-Q9SAG7-F1-model_v3	AF-A0A1D6IW19-F1-model_v3	1.3e-301	850.9	9.20e-12	1736.37	NA	NA	gold
Q9SAH2	C0PAL0	AF-Q9SAH2-F1-model_v3	AF-C0PAL0-F1-model_v3	2.5e-70	234.6	NA	NA	1.937E-30	1888	gold
Q9SAH3	K7TGL9	AF-Q9SAH3-F1-model_v3	AF-K7TGL9-F1-model_v3	4.8e-106	335.9	2.22e-07	1105.15	5.545E-45	1900	platinum
Q9SAH5	B6TCL8	AF-Q9SAH5-F1-model_v3	AF-B6TCL8-F1-model_v3	2.1e-83	243.0	0.00e+00	479.27	3.046E-21	1005	platinum
Q9SAH7	A0A1D6H2L2	AF-Q9SAH7-F1-model_v3	AF-A0A1D6H2L2-F1-model_v3	7.7e-50	168.7	NA	NA	NA	NA	silver
Q9SAI7	A0A1D6KD23	AF-Q9SAI7-F1-model_v3	AF-A0A1D6KD23-F1-model_v3	3.5e-95	297.0	1.60e-14	999.66	NA	NA	gold
Q9SAJ4	B4G0K4	AF-Q9SAJ4-F1-model_v3	AF-B4G0K4-F1-model_v3	3.2e-248	679.5	NA	NA	2.027E-80	3229	gold
Q9SAK0	A0A096TBR6	AF-Q9SAK0-F1-model_v3	AF-A0A096TBR6-F1-model_v3	7.0e-185	550.1	0.00e+00	2005.13	1.049E-61	3753	platinum
Q9SAK2	A0A1D6DZU6	AF-Q9SAK2-F1-model_v3	AF-A0A1D6DZU6-F1-model_v3	4.2e-234	674.9	0.00e+00	2025.65	8.089E-57	3389	platinum
Q9SAK4	B4FYG3	AF-Q9SAK4-F1-model_v3	AF-B4FYG3-F1-model_v3	1.0e-289	795.0	0.00e+00	1510.45	1.793E-95	4013	platinum
Q9SAL0	A0A1D6LF18	AF-Q9SAL0-F1-model_v3	AF-A0A1D6LF18-F1-model_v3	1.0e-174	493.4	NA	NA	4.264E-60	2370	gold
Q9SAU2	B4FRQ1	AF-Q9SAU2-F1-model_v3	AF-B4FRQ1-F1-model_v3	5.0e-153	428.3	0.00e+00	768.48	7.326E-50	1932	platinum
Q9SAU9	A0A1D6LZR8	AF-Q9SAU9-F1-model_v3	AF-A0A1D6LZR8-F1-model_v3	7.1e-58	204.5	NA	NA	4.447E-18	660	gold
Q9SB00	A0A1D6KCC6	AF-Q9SB00-F1-model_v3	AF-A0A1D6KCC6-F1-model_v3	2.2e-179	510.0	0.00e+00	1062.95	1.214E-46	2312	platinum
Q9SB50	A0A1D6E563	AF-Q9SB50-F1-model_v3	AF-A0A1D6E563-F1-model_v3	3.6e-161	491.1	NA	NA	2.314E-50	2153	gold
Q9SB58	B4FA66	AF-Q9SB58-F1-model_v3	AF-B4FA66-F1-model_v3	2.0e-168	478.8	NA	NA	4.902E-46	2011	gold
Q9SB61	A0A1D6ERL7	AF-Q9SB61-F1-model_v3	AF-A0A1D6ERL7-F1-model_v3	4.3e-63	198.0	NA	NA	2.859E-21	847	gold
Q9SB63	A0A1D6KDE7	AF-Q9SB63-F1-model_v3	AF-A0A1D6KDE7-F1-model_v3	3.9e-66	247.3	1.70e-02	1537.40	2.001E-27	788	platinum
Q9SB64	C0PDQ4	AF-Q9SB64-F1-model_v3	AF-C0PDQ4-F1-model_v3	1.6e-95	314.3	1.60e-05	1380.30	2.942E-52	2248	platinum
Q9SB68	A0A1D6PZ13	AF-Q9SB68-F1-model_v3	AF-A0A1D6PZ13-F1-model_v3	3.3e-149	422.2	0.00e+00	888.05	1.227E-52	2076	platinum
Q9SB92	A0A1D6DUR9	AF-Q9SB92-F1-model_v3	AF-A0A1D6DUR9-F1-model_v3	1.8e-31	119.4	NA	NA	NA	NA	silver
Q9SBA5	Q84Y01	AF-Q9SBA5-F1-model_v3	AF-Q84Y01-F1-model_v3	4.6e-125	361.7	0.00e+00	820.61	3.536E-46	1826	platinum
Q9SBA7	A0A1D6HVS2	AF-Q9SBA7-F1-model_v3	AF-A0A1D6HVS2-F1-model_v3	1.7e-220	618.2	0.00e+00	1464.97	7.384E-51	2956	platinum
Q9SBB2	A0A1D6FHZ5	AF-Q9SBB2-F1-model_v3	AF-A0A1D6FHZ5-F1-model_v3	1.1e-213	608.6	1.43e-08	1312.77	4.184E-51	2619	platinum
Q9SCJ4	A0A1D6L6A3	AF-Q9SCJ4-F1-model_v3	AF-A0A1D6L6A3-F1-model_v3	4.2e-318	886.3	8.88e-16	1718.55	5.776E-86	3693	platinum
Q9SCJ9	A0A1D6I2F1	AF-Q9SCJ9-F1-model_v3	AF-A0A1D6I2F1-F1-model_v3	0.0e+00	1179.1	0.00e+00	2667.20	0.000E+00	6019	platinum
Q9SCL7	B4FSD4	AF-Q9SCL7-F1-model_v3	AF-B4FSD4-F1-model_v3	1.7e-145	414.8	0.00e+00	918.19	6.064E-55	2117	platinum
Q9SCM3	A0A1D6GF42	AF-Q9SCM3-F1-model_v3	AF-A0A1D6GF42-F1-model_v3	7.2e-140	394.8	NA	NA	NA	NA	silver
Q9SCP4	A0A1D6JL94	AF-Q9SCP4-F1-model_v3	AF-A0A1D6JL94-F1-model_v3	1.6e-91	285.8	NA	NA	1.477E-35	2120	gold
Q9SCP7	C0HEH4	AF-Q9SCP7-F1-model_v3	AF-C0HEH4-F1-model_v3	2.0e-144	413.7	0.00e+00	960.47	7.350E-49	2105	platinum
Q9SCQ2	A0A1D6GKE4	AF-Q9SCQ2-F1-model_v3	AF-A0A1D6GKE4-F1-model_v3	0.0e+00	1122.8	0.00e+00	2656.16	6.101E-83	5266	platinum
Q9SCQ7	C0PGS3	AF-Q9SCQ7-F1-model_v3	AF-C0PGS3-F1-model_v3	2.2e-67	223.0	2.35e-04	948.62	2.824E-31	1304	platinum
Q9SCS3	A0A1D6KLC6	AF-Q9SCS3-F1-model_v3	AF-A0A1D6KLC6-F1-model_v3	7.7e-72	222.6	0.00e+00	601.51	4.724E-29	1115	platinum
Q9SCT2	A0A1D6JHV0	AF-Q9SCT2-F1-model_v3	AF-A0A1D6JHV0-F1-model_v3	4.4e-189	557.0	0.00e+00	1974.10	7.298E-43	2816	platinum
Q9SCT5	C0PNI3	AF-Q9SCT5-F1-model_v3	AF-C0PNI3-F1-model_v3	4.5e-50	162.9	NA	NA	6.848E-13	625	gold
Q9SCU1	A0A1D6M2P9	AF-Q9SCU1-F1-model_v3	AF-A0A1D6M2P9-F1-model_v3	1.1e-172	489.6	0.00e+00	1077.30	2.981E-60	2472	platinum
Q9SCU5	A0A1D6QGI9	AF-Q9SCU5-F1-model_v3	AF-A0A1D6QGI9-F1-model_v3	2.3e-158	467.2	7.56e-10	1230.67	8.314E-54	2432	platinum
Q9SCU8	K7V4R8	AF-Q9SCU8-F1-model_v3	AF-K7V4R8-F1-model_v3	0.0e+00	936.8	0.00e+00	2329.15	0.000E+00	5480	platinum
Q9SCV3	A0A1D6MYX1	AF-Q9SCV3-F1-model_v3	AF-A0A1D6MYX1-F1-model_v3	0.0e+00	1179.5	0.00e+00	2343.78	0.000E+00	6032	platinum
Q9SCV4	A0A1D6JWI7	AF-Q9SCV4-F1-model_v3	AF-A0A1D6JWI7-F1-model_v3	0.0e+00	1154.4	0.00e+00	2262.72	0.000E+00	5937	platinum
Q9SCV9	A0A1D6PKF8	AF-Q9SCV9-F1-model_v3	AF-A0A1D6PKF8-F1-model_v3	0.0e+00	1258.0	NA	NA	0.000E+00	6052	gold
Q9SCW1	A0A1D6NKE5	AF-Q9SCW1-F1-model_v3	AF-A0A1D6NKE5-F1-model_v3	0.0e+00	1244.2	0.00e+00	2360.51	0.000E+00	6308	platinum
Q9SCW4	A0A1D6I9E7	AF-Q9SCW4-F1-model_v3	AF-A0A1D6I9E7-F1-model_v3	2.1e-65	210.3	NA	NA	NA	NA	silver
