Uniprot_arabadopsis	Uniprot_rice	AlphaFold_arabadopsis	AlphaFold_rice	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9SLN0	Q10BK3	AF-Q9SLN0-F1-model_v3	AF-Q10BK3-F1-model_v3	3.4e-145	413.7	0.00e+00	929.60	6.403E-49	1976	platinum
Q9SLN1	A0A0P0WFL1	AF-Q9SLN1-F1-model_v3	AF-A0A0P0WFL1-F1-model_v3	5.3e-98	327.8	NA	NA	2.393E-30	1174	gold
Q9SLN5	Q337D3	AF-Q9SLN5-F1-model_v3	AF-Q337D3-F1-model_v3	8.3e-244	667.5	0.00e+00	1103.77	1.503E-72	2917	platinum
Q9SMM9	A0A0P0XP65	AF-Q9SMM9-F1-model_v3	AF-A0A0P0XP65-F1-model_v3	1.1e-90	274.2	NA	NA	NA	NA	silver
Q9SMN1	Q6K2G7	AF-Q9SMN1-F1-model_v3	AF-Q6K2G7-F1-model_v3	7.6e-99	289.3	0.00e+00	685.92	2.851E-39	1733	platinum
Q9SMP3	A0A0P0W9J2	AF-Q9SMP3-F1-model_v3	AF-A0A0P0W9J2-F1-model_v3	7.5e-10	53.9	NA	NA	NA	NA	silver
Q9SMP6	C7J9S7	AF-Q9SMP6-F1-model_v3	AF-C7J9S7-F1-model_v3	1.1e-20	90.1	5.95e-04	405.15	NA	NA	gold
Q9SMR2	Q6YVY3	AF-Q9SMR2-F1-model_v3	AF-Q6YVY3-F1-model_v3	8.1e-85	260.4	8.10e-15	797.97	5.069E-32	1500	platinum
Q9SMR5	Q7EYV4	AF-Q9SMR5-F1-model_v3	AF-Q7EYV4-F1-model_v3	1.3e-44	147.1	9.12e-08	331.89	8.143E-18	756	platinum
Q9SMR7	Q7XRF3	AF-Q9SMR7-F1-model_v3	AF-Q7XRF3-F1-model_v3	3.3e-110	321.6	1.19e-06	557.93	NA	NA	gold
Q9SMS0	A0A0P0Y0Q1	AF-Q9SMS0-F1-model_v3	AF-A0A0P0Y0Q1-F1-model_v3	3.5e-77	234.6	1.19e-07	470.77	6.617E-19	803	platinum
Q9SMT3	Q10SE9	AF-Q9SMT3-F1-model_v3	AF-Q10SE9-F1-model_v3	4.4e-201	565.1	0.00e+00	1270.23	NA	NA	gold
Q9SMT7	Q7XPV4	AF-Q9SMT7-F1-model_v3	AF-Q7XPV4-F1-model_v3	1.6e-258	714.9	0.00e+00	1463.41	1.937E-92	3652	platinum
Q9SMU0	Q6K4Q4	AF-Q9SMU0-F1-model_v3	AF-Q6K4Q4-F1-model_v3	9.2e-13	69.7	NA	NA	NA	NA	silver
Q9SMU4	Q10RR9	AF-Q9SMU4-F1-model_v3	AF-Q10RR9-F1-model_v3	6.0e-54	183.7	NA	NA	1.392E-18	962	gold
Q9SMU7	A0A0P0WV37	AF-Q9SMU7-F1-model_v3	AF-A0A0P0WV37-F1-model_v3	1.9e-04	37.4	6.35e-02	95.65	NA	NA	gold
Q9SMV6	Q84M87	AF-Q9SMV6-F1-model_v3	AF-Q84M87-F1-model_v3	0.0e+00	1754.2	0.00e+00	3110.12	6.493E-104	7034	platinum
Q9SMX1	Q10D00	AF-Q9SMX1-F1-model_v3	AF-Q10D00-F1-model_v3	3.1e-255	711.4	0.00e+00	1435.34	4.333E-81	3380	platinum
Q9SMY8	Q0IXV2	AF-Q9SMY8-F1-model_v3	AF-Q0IXV2-F1-model_v3	2.0e-88	297.0	0.00e+00	1825.89	2.591E-71	3801	platinum
Q9SMZ4	A0A0P0VQF9	AF-Q9SMZ4-F1-model_v3	AF-A0A0P0VQF9-F1-model_v3	1.2e-197	581.3	0.00e+00	1343.52	1.096E-62	3023	platinum
Q9SMZ9	B7F1Z9	AF-Q9SMZ9-F1-model_v3	AF-B7F1Z9-F1-model_v3	1.0e-19	77.0	2.28e-02	143.15	NA	NA	gold
Q9SN19	Q84TS4	AF-Q9SN19-F1-model_v3	AF-Q84TS4-F1-model_v3	1.6e-78	254.2	1.50e-02	555.45	1.219E-26	1073	platinum
Q9SN20	Q8S5N6	AF-Q9SN20-F1-model_v3	AF-Q8S5N6-F1-model_v3	9.6e-08	53.5	NA	NA	NA	NA	silver
Q9SN22	B9FY68	AF-Q9SN22-F1-model_v3	AF-B9FY68-F1-model_v3	2.7e-151	436.8	0.00e+00	1017.04	4.384E-49	2300	platinum
Q9SN38	A0A0P0V8C0	AF-Q9SN38-F1-model_v3	AF-A0A0P0V8C0-F1-model_v3	1.4e-24	101.7	NA	NA	6.586E-23	1214	gold
Q9SN39	A0A0N7KCI8	AF-Q9SN39-F1-model_v3	AF-A0A0N7KCI8-F1-model_v3	1.1e-252	720.3	NA	NA	3.242E-51	3481	gold
Q9SN43	Q68Y49	AF-Q9SN43-F1-model_v3	AF-Q68Y49-F1-model_v3	8.5e-226	630.6	0.00e+00	1215.66	3.754E-67	2933	platinum
Q9SN67	Q8LNF1	AF-Q9SN67-F1-model_v3	AF-Q8LNF1-F1-model_v3	3.1e-11	53.9	1.52e-04	152.55	NA	NA	gold
Q9SN68	Q75HA2	AF-Q9SN68-F1-model_v3	AF-Q75HA2-F1-model_v3	9.4e-108	307.4	NA	NA	2.320E-35	1354	gold
Q9SN73	Q69WH2	AF-Q9SN73-F1-model_v3	AF-Q69WH2-F1-model_v3	7.1e-19	76.6	8.41e-08	268.22	8.742E-15	507	platinum
Q9SN74	Q10KL8	AF-Q9SN74-F1-model_v3	AF-Q10KL8-F1-model_v3	8.4e-20	85.1	NA	NA	3.839E-11	420	gold
Q9SN75	A0A0P0Y3E2	AF-Q9SN75-F1-model_v3	AF-A0A0P0Y3E2-F1-model_v3	1.8e-94	285.0	0.00e+00	627.76	2.802E-25	1253	platinum
Q9SN77	A0A0P0XM61	AF-Q9SN77-F1-model_v3	AF-A0A0P0XM61-F1-model_v3	3.6e-42	146.4	6.44e-02	207.18	7.808E-09	407	platinum
Q9SN90	Q5N6W1	AF-Q9SN90-F1-model_v3	AF-Q5N6W1-F1-model_v3	0.0e+00	1302.0	0.00e+00	3401.02	0.000E+00	6266	platinum
Q9SN96	Q0DQD8	AF-Q9SN96-F1-model_v3	AF-Q0DQD8-F1-model_v3	3.2e-31	102.4	2.54e-08	143.82	3.373E-07	277	platinum
Q9SNB7	Q0INW5	AF-Q9SNB7-F1-model_v3	AF-Q0INW5-F1-model_v3	9.6e-102	325.1	0.00e+00	1576.30	6.985E-46	2803	platinum
Q9SNC4	Q5N9U6	AF-Q9SNC4-F1-model_v3	AF-Q5N9U6-F1-model_v3	4.4e-70	218.4	1.21e-09	591.90	3.334E-20	983	platinum
Q9SP08	B9G2C8	AF-Q9SP08-F1-model_v3	AF-B9G2C8-F1-model_v3	3.0e-126	357.5	0.00e+00	688.17	2.835E-41	1693	platinum
Q9SP32	Q8LMR2	AF-Q9SP32-F1-model_v3	AF-Q8LMR2-F1-model_v3	0.0e+00	2526.9	1.37e-11	4192.36	NA	NA	gold
Q9SP35	Q6Z4G6	AF-Q9SP35-F1-model_v3	AF-Q6Z4G6-F1-model_v3	1.8e-95	278.9	1.79e-09	465.30	2.161E-21	1027	platinum
Q9SPE5	Q7X6D9	AF-Q9SPE5-F1-model_v3	AF-Q7X6D9-F1-model_v3	2.4e-142	402.5	0.00e+00	852.57	1.269E-29	1699	platinum
Q9SPE6	Q6YS11	AF-Q9SPE6-F1-model_v3	AF-Q6YS11-F1-model_v3	8.9e-99	291.6	0.00e+00	862.44	2.745E-27	1530	platinum
Q9SPK5	Q0J1E1	AF-Q9SPK5-F1-model_v3	AF-Q0J1E1-F1-model_v3	0.0e+00	1108.6	0.00e+00	1884.73	0.000E+00	4949	platinum
Q9SPU7	Q8LKW0	AF-Q9SPU7-F1-model_v3	AF-Q8LKW0-F1-model_v3	2.3e-146	471.9	2.61e-14	2115.83	NA	NA	gold
Q9SQI2	Q9AWL7	AF-Q9SQI2-F1-model_v3	AF-Q9AWL7-F1-model_v3	0.0e+00	1526.1	0.00e+00	2803.36	6.690E-94	6234	platinum
Q9SQN9	Q5Z9C8	AF-Q9SQN9-F1-model_v3	AF-Q5Z9C8-F1-model_v3	8.4e-27	100.5	NA	NA	NA	NA	silver
Q9SQQ6	Q8H7M4	AF-Q9SQQ6-F1-model_v3	AF-Q8H7M4-F1-model_v3	1.7e-89	272.3	NA	NA	6.971E-30	1249	gold
Q9SQR3	Q10QA5	AF-Q9SQR3-F1-model_v3	AF-Q10QA5-F1-model_v3	4.4e-141	399.1	0.00e+00	770.63	4.415E-48	1892	platinum
Q9SQR8	Q8S1J0	AF-Q9SQR8-F1-model_v3	AF-Q8S1J0-F1-model_v3	0.0e+00	1016.9	0.00e+00	1886.62	0.000E+00	4943	platinum
Q9SQT5	Q0DHP9	AF-Q9SQT5-F1-model_v3	AF-Q0DHP9-F1-model_v3	9.2e-25	86.3	0.00e+00	166.99	2.302E-06	313	platinum
Q9SQT8	Q5ZCV1	AF-Q9SQT8-F1-model_v3	AF-Q5ZCV1-F1-model_v3	4.3e-224	630.9	0.00e+00	1464.87	2.134E-80	3372	platinum
Q9SQU6	Q10MG3	AF-Q9SQU6-F1-model_v3	AF-Q10MG3-F1-model_v3	4.0e-119	358.6	0.00e+00	1262.10	6.999E-42	2381	platinum
Q9SQV0	Q53RC1	AF-Q9SQV0-F1-model_v3	AF-Q53RC1-F1-model_v3	3.2e-86	258.8	0.00e+00	695.09	3.599E-22	1141	platinum
Q9SQZ1	Q8H7V0	AF-Q9SQZ1-F1-model_v3	AF-Q8H7V0-F1-model_v3	5.5e-69	204.5	0.00e+00	398.72	1.910E-20	810	platinum
Q9SQZ9	Q6F385	AF-Q9SQZ9-F1-model_v3	AF-Q6F385-F1-model_v3	2.6e-89	259.2	0.00e+00	481.96	4.173E-29	1215	platinum
Q9SR01	A0A0P0W2R9	AF-Q9SR01-F1-model_v3	AF-A0A0P0W2R9-F1-model_v3	1.4e-170	500.4	NA	NA	1.322E-39	2563	gold
Q9SR06	Q6Z6M0	AF-Q9SR06-F1-model_v3	AF-Q6Z6M0-F1-model_v3	4.1e-196	550.4	0.00e+00	1205.79	6.979E-72	2940	platinum
Q9SR09	Q2QMN9	AF-Q9SR09-F1-model_v3	AF-Q2QMN9-F1-model_v3	8.8e-203	571.6	0.00e+00	1214.68	1.961E-71	2954	platinum
Q9SR13	Q10GH8	AF-Q9SR13-F1-model_v3	AF-Q10GH8-F1-model_v3	2.2e-128	386.0	2.74e-07	1075.10	NA	NA	gold
Q9SR15	Q2QP62	AF-Q9SR15-F1-model_v3	AF-Q2QP62-F1-model_v3	4.0e-238	654.1	0.00e+00	1146.34	3.886E-65	2884	platinum
Q9SR18	Q6K712	AF-Q9SR18-F1-model_v3	AF-Q6K712-F1-model_v3	4.0e-117	347.8	8.13e-11	945.68	4.557E-31	1672	platinum
Q9SR22	Q5JL22	AF-Q9SR22-F1-model_v3	AF-Q5JL22-F1-model_v3	3.1e-159	456.1	0.00e+00	1109.81	1.680E-61	2389	platinum
Q9SR32	Q0IQU9	AF-Q9SR32-F1-model_v3	AF-Q0IQU9-F1-model_v3	7.5e-45	144.1	3.18e-07	288.79	4.110E-15	574	platinum
Q9SR43	Q5JKX8	AF-Q9SR43-F1-model_v3	AF-Q5JKX8-F1-model_v3	3.2e-112	327.8	0.00e+00	837.74	8.973E-37	1684	platinum
Q9SR52	B9GCH9	AF-Q9SR52-F1-model_v3	AF-B9GCH9-F1-model_v3	0.0e+00	1246.1	0.00e+00	2416.77	0.000E+00	6466	platinum
Q9SR62	Q0JDE9	AF-Q9SR62-F1-model_v3	AF-Q0JDE9-F1-model_v3	5.0e-150	423.7	0.00e+00	894.00	9.228E-55	2083	platinum
Q9SR71	Q0JHK4	AF-Q9SR71-F1-model_v3	AF-Q0JHK4-F1-model_v3	1.1e-47	167.9	NA	NA	NA	NA	silver
Q9SR72	Q6ESF0	AF-Q9SR72-F1-model_v3	AF-Q6ESF0-F1-model_v3	5.3e-75	226.5	0.00e+00	578.24	2.319E-28	1202	platinum
Q9SR77	Q6EPY8	AF-Q9SR77-F1-model_v3	AF-Q6EPY8-F1-model_v3	6.9e-98	290.0	0.00e+00	689.13	5.012E-33	1424	platinum
Q9SR79	Q8S9P9	AF-Q9SR79-F1-model_v3	AF-Q8S9P9-F1-model_v3	4.0e-176	494.6	0.00e+00	950.73	1.131E-59	2344	platinum
Q9SR86	A0A0P0VX85	AF-Q9SR86-F1-model_v3	AF-A0A0P0VX85-F1-model_v3	1.6e-253	699.5	0.00e+00	1403.81	1.400E-81	3313	platinum
Q9SR92	Q10MY4	AF-Q9SR92-F1-model_v3	AF-Q10MY4-F1-model_v3	1.7e-68	208.8	1.73e-14	547.60	1.388E-27	1022	platinum
Q9SR96	Q10MW6	AF-Q9SR96-F1-model_v3	AF-Q10MW6-F1-model_v3	2.3e-178	516.2	1.08e-11	1315.19	1.235E-67	2789	platinum
Q9SR97	Q7F263	AF-Q9SR97-F1-model_v3	AF-Q7F263-F1-model_v3	5.4e-38	124.4	NA	NA	NA	NA	silver
Q9SRB0	Q84PW8	AF-Q9SRB0-F1-model_v3	AF-Q84PW8-F1-model_v3	2.0e-85	263.1	NA	NA	6.182E-21	934	gold
Q9SRD8	Q10MT0	AF-Q9SRD8-F1-model_v3	AF-Q10MT0-F1-model_v3	1.9e-29	105.1	7.16e-05	268.67	NA	NA	gold
Q9SRE0	Q2QX67	AF-Q9SRE0-F1-model_v3	AF-Q2QX67-F1-model_v3	3.2e-140	401.7	2.22e-16	879.52	9.070E-51	2027	platinum
Q9SRE5	Q658D7	AF-Q9SRE5-F1-model_v3	AF-Q658D7-F1-model_v3	7.2e-103	315.1	3.70e-03	552.21	5.284E-20	762	platinum
Q9SRE7	Q8RYJ8	AF-Q9SRE7-F1-model_v3	AF-Q8RYJ8-F1-model_v3	5.5e-36	121.7	NA	NA	NA	NA	silver
Q9SRI3	Q67VB3	AF-Q9SRI3-F1-model_v3	AF-Q67VB3-F1-model_v3	3.5e-44	153.3	3.05e-11	617.05	4.788E-16	873	platinum
Q9SRK6	P0DKK2	AF-Q9SRK6-F1-model_v3	AF-P0DKK2-F1-model_v3	4.0e-59	175.6	0.00e+00	263.97	6.064E-17	629	platinum
Q9SRL7	Q0JQG4	AF-Q9SRL7-F1-model_v3	AF-Q0JQG4-F1-model_v3	1.8e-49	189.9	NA	NA	NA	NA	silver
Q9SRM5	Q7XXR3	AF-Q9SRM5-F1-model_v3	AF-Q7XXR3-F1-model_v3	6.1e-134	378.3	0.00e+00	742.35	1.410E-43	1729	platinum
Q9SRM9	Q7X7K7	AF-Q9SRM9-F1-model_v3	AF-Q7X7K7-F1-model_v3	1.4e-119	358.2	NA	NA	4.669E-29	1701	gold
Q9SRP6	Q7XUP4	AF-Q9SRP6-F1-model_v3	AF-Q7XUP4-F1-model_v3	4.6e-79	234.6	0.00e+00	548.80	9.694E-21	1032	platinum
Q9SRQ3	A0A0N7KFT8	AF-Q9SRQ3-F1-model_v3	AF-A0A0N7KFT8-F1-model_v3	1.2e-73	224.9	3.90e-07	561.01	2.826E-19	922	platinum
Q9SRQ7	A0A0P0Y3X8	AF-Q9SRQ7-F1-model_v3	AF-A0A0P0Y3X8-F1-model_v3	8.2e-219	615.9	NA	NA	1.355E-77	3199	gold
Q9SRR0	Q6YT74	AF-Q9SRR0-F1-model_v3	AF-Q6YT74-F1-model_v3	1.7e-66	209.5	2.00e-03	366.27	1.198E-18	691	platinum
Q9SRR1	Q53LU3	AF-Q9SRR1-F1-model_v3	AF-Q53LU3-F1-model_v3	7.9e-46	161.8	0.00e+00	1018.05	3.865E-38	1589	platinum
Q9SRR7	Q2QVI1	AF-Q9SRR7-F1-model_v3	AF-Q2QVI1-F1-model_v3	1.7e-63	192.2	NA	NA	6.689E-18	752	gold
Q9SRR8	Q69IM6	AF-Q9SRR8-F1-model_v3	AF-Q69IM6-F1-model_v3	1.4e-65	197.2	6.53e-14	418.49	4.877E-24	917	platinum
Q9SRS2	A0A0P0VJ04	AF-Q9SRS2-F1-model_v3	AF-A0A0P0VJ04-F1-model_v3	3.0e-84	255.0	3.14e-03	385.04	4.432E-17	637	platinum
Q9SRS6	Q0E172	AF-Q9SRS6-F1-model_v3	AF-Q0E172-F1-model_v3	5.2e-152	460.3	1.56e-07	1011.12	4.121E-54	2311	platinum
Q9SRS9	Q6YXU5	AF-Q9SRS9-F1-model_v3	AF-Q6YXU5-F1-model_v3	2.4e-67	208.4	NA	NA	1.714E-16	835	gold
Q9SRT2	Q5N802	AF-Q9SRT2-F1-model_v3	AF-Q5N802-F1-model_v3	4.0e-55	190.7	NA	NA	3.035E-21	781	gold
Q9SRT7	Q6Z4G8	AF-Q9SRT7-F1-model_v3	AF-Q6Z4G8-F1-model_v3	2.7e-249	686.0	0.00e+00	1280.85	1.197E-79	3371	platinum
Q9SRT8	Q5JMG3	AF-Q9SRT8-F1-model_v3	AF-Q5JMG3-F1-model_v3	3.9e-71	215.3	9.43e-11	440.56	1.868E-23	838	platinum
Q9SRV1	Q10C73	AF-Q9SRV1-F1-model_v3	AF-Q10C73-F1-model_v3	1.5e-196	552.4	0.00e+00	1068.67	2.341E-63	2593	platinum
Q9SRV2	A0A0P0V8S0	AF-Q9SRV2-F1-model_v3	AF-A0A0P0V8S0-F1-model_v3	1.7e-104	310.5	0.00e+00	768.81	3.712E-41	1629	platinum
Q9SRW7	Q6ZL22	AF-Q9SRW7-F1-model_v3	AF-Q6ZL22-F1-model_v3	2.6e-116	334.7	NA	NA	NA	NA	silver
Q9SRW9	Q2QNS6	AF-Q9SRW9-F1-model_v3	AF-Q2QNS6-F1-model_v3	0.0e+00	1588.9	0.00e+00	2794.11	0.000E+00	7034	platinum
Q9SRX2	Q10LR6	AF-Q9SRX2-F1-model_v3	AF-Q10LR6-F1-model_v3	2.6e-112	319.7	0.00e+00	581.50	6.732E-28	1168	platinum
Q9SRX9	Q7XI73	AF-Q9SRX9-F1-model_v3	AF-Q7XI73-F1-model_v3	2.5e-142	405.2	0.00e+00	828.90	1.280E-36	1726	platinum
Q9SRY4	Q5ZBW3	AF-Q9SRY4-F1-model_v3	AF-Q5ZBW3-F1-model_v3	6.8e-198	556.2	1.33e-15	1106.84	2.142E-50	2454	platinum
Q9SRZ7	A0A0P0WDY2	AF-Q9SRZ7-F1-model_v3	AF-A0A0P0WDY2-F1-model_v3	8.8e-224	664.5	NA	NA	NA	NA	silver
Q9SRZ8	Q8H045	AF-Q9SRZ8-F1-model_v3	AF-Q8H045-F1-model_v3	4.0e-122	376.3	6.55e-04	939.90	2.527E-38	1586	platinum
Q9SS31	A0A0N7KSE8	AF-Q9SS31-F1-model_v3	AF-A0A0N7KSE8-F1-model_v3	6.8e-24	93.6	NA	NA	NA	NA	silver
Q9SS33	Q5JMU5	AF-Q9SS33-F1-model_v3	AF-Q5JMU5-F1-model_v3	1.7e-108	312.8	4.44e-16	584.49	7.670E-32	1189	platinum
Q9SS44	Q8W0W3	AF-Q9SS44-F1-model_v3	AF-Q8W0W3-F1-model_v3	2.4e-197	543.1	0.00e+00	907.10	8.785E-41	2089	platinum
Q9SS48	Q0JEP5	AF-Q9SS48-F1-model_v3	AF-Q0JEP5-F1-model_v3	2.9e-205	578.9	0.00e+00	1068.64	1.550E-52	2496	platinum
Q9SS53	Q0J8Y6	AF-Q9SS53-F1-model_v3	AF-Q0J8Y6-F1-model_v3	8.9e-112	351.7	NA	NA	1.280E-42	1990	gold
Q9SS69	Q337V3	AF-Q9SS69-F1-model_v3	AF-Q337V3-F1-model_v3	4.8e-148	425.2	NA	NA	NA	NA	silver
Q9SS81	Q8W0G9	AF-Q9SS81-F1-model_v3	AF-Q8W0G9-F1-model_v3	4.0e-14	75.9	0.00e+00	1928.13	1.925E-43	2901	platinum
Q9SS82	Q5N9C0	AF-Q9SS82-F1-model_v3	AF-Q5N9C0-F1-model_v3	2.9e-43	147.5	5.46e-11	567.19	3.514E-14	549	platinum
Q9SS83	Q7XUP0	AF-Q9SS83-F1-model_v3	AF-Q7XUP0-F1-model_v3	1.1e-238	703.4	0.00e+00	2779.82	1.742E-58	3860	platinum
Q9SS89	Q7XUQ3	AF-Q9SS89-F1-model_v3	AF-Q7XUQ3-F1-model_v3	8.7e-112	323.2	0.00e+00	665.53	1.010E-42	1631	platinum
Q9SS94	Q5VRN1	AF-Q9SS94-F1-model_v3	AF-Q5VRN1-F1-model_v3	3.9e-248	710.7	0.00e+00	1749.77	NA	NA	gold
Q9SSA5	Q6YW78	AF-Q9SSA5-F1-model_v3	AF-Q6YW78-F1-model_v3	2.1e-221	614.0	0.00e+00	1140.69	1.048E-65	2769	platinum
Q9SSD1	A0A0P0V5F4	AF-Q9SSD1-F1-model_v3	AF-A0A0P0V5F4-F1-model_v3	2.8e-63	213.8	0.00e+00	1164.47	1.750E-43	2248	platinum
Q9SSD6	B7EFT9	AF-Q9SSD6-F1-model_v3	AF-B7EFT9-F1-model_v3	1.9e-74	219.2	0.00e+00	431.41	1.700E-17	902	platinum
Q9SSE5	B7EN35	AF-Q9SSE5-F1-model_v3	AF-B7EN35-F1-model_v3	6.4e-97	294.3	3.26e-06	706.25	5.828E-35	1294	platinum
Q9SSE7	Q6Z3Y3	AF-Q9SSE7-F1-model_v3	AF-Q6Z3Y3-F1-model_v3	1.4e-149	427.2	NA	NA	4.428E-53	2087	gold
Q9SSG3	Q6AV51	AF-Q9SSG3-F1-model_v3	AF-Q6AV51-F1-model_v3	7.4e-301	837.0	0.00e+00	1776.49	1.792E-102	4255	platinum
Q9SSG6	Q6EP38	AF-Q9SSG6-F1-model_v3	AF-Q6EP38-F1-model_v3	8.7e-12	66.6	1.84e-03	656.87	NA	NA	gold
Q9SSJ8	Q8H3L8	AF-Q9SSJ8-F1-model_v3	AF-Q8H3L8-F1-model_v3	0.0e+00	1293.5	2.64e-09	3113.45	NA	NA	gold
Q9SSL0	Q69TT2	AF-Q9SSL0-F1-model_v3	AF-Q69TT2-F1-model_v3	5.0e-272	757.7	0.00e+00	1613.65	1.082E-82	3874	platinum
Q9SSL9	Q6ZAB7	AF-Q9SSL9-F1-model_v3	AF-Q6ZAB7-F1-model_v3	1.2e-111	374.4	0.00e+00	2965.97	8.013E-101	5578	platinum
Q9SSM4	Q84VG1	AF-Q9SSM4-F1-model_v3	AF-Q84VG1-F1-model_v3	3.9e-115	326.2	0.00e+00	565.23	1.848E-24	1119	platinum
Q9SSP4	Q8RU49	AF-Q9SSP4-F1-model_v3	AF-Q8RU49-F1-model_v3	8.7e-112	328.6	0.00e+00	844.70	1.832E-29	1598	platinum
Q9SSQ8	B7EZJ7	AF-Q9SSQ8-F1-model_v3	AF-B7EZJ7-F1-model_v3	1.8e-23	94.0	NA	NA	NA	NA	silver
Q9SSR1	A0A0P0UZC5	AF-Q9SSR1-F1-model_v3	AF-A0A0P0UZC5-F1-model_v3	2.2e-49	157.5	9.71e-08	300.33	8.351E-17	678	platinum
Q9SSR2	Q0DJD8	AF-Q9SSR2-F1-model_v3	AF-Q0DJD8-F1-model_v3	5.1e-113	318.9	0.00e+00	527.73	2.373E-29	1238	platinum
Q9SSS6	Q5VQZ9	AF-Q9SSS6-F1-model_v3	AF-Q5VQZ9-F1-model_v3	1.0e-17	73.2	1.61e-04	191.81	2.066E-05	228	platinum
Q9SSS9	A3ABE0	AF-Q9SSS9-F1-model_v3	AF-A3ABE0-F1-model_v3	6.2e-35	120.2	NA	NA	NA	NA	silver
Q9STE1	A0A0P0W403	AF-Q9STE1-F1-model_v3	AF-A0A0P0W403-F1-model_v3	5.1e-229	664.5	NA	NA	1.021E-49	3364	gold
Q9STE7	Q5VP50	AF-Q9STE7-F1-model_v3	AF-Q5VP50-F1-model_v3	2.7e-88	302.0	NA	NA	NA	NA	silver
Q9STE8	Q84Q83	AF-Q9STE8-F1-model_v3	AF-Q84Q83-F1-model_v3	0.0e+00	1055.4	0.00e+00	2227.97	0.000E+00	5230	platinum
Q9STF2	A0A0P0WKD6	AF-Q9STF2-F1-model_v3	AF-A0A0P0WKD6-F1-model_v3	1.0e-138	409.5	8.04e-11	1040.06	1.136E-52	2125	platinum
Q9STF3	Q941T0	AF-Q9STF3-F1-model_v3	AF-Q941T0-F1-model_v3	1.6e-215	617.1	0.00e+00	1806.57	3.445E-48	3270	platinum
Q9STF9	Q84ZC4	AF-Q9STF9-F1-model_v3	AF-Q84ZC4-F1-model_v3	6.7e-113	325.1	1.46e-13	643.69	5.915E-23	1174	platinum
Q9STG6	Q10FF9	AF-Q9STG6-F1-model_v3	AF-Q10FF9-F1-model_v3	7.1e-80	234.2	0.00e+00	448.67	8.445E-25	1100	platinum
Q9STH7	Q0DLG4	AF-Q9STH7-F1-model_v3	AF-Q0DLG4-F1-model_v3	2.6e-36	124.0	1.96e-07	343.50	3.582E-12	458	platinum
Q9STI0	A0A0N7KDK7	AF-Q9STI0-F1-model_v3	AF-A0A0N7KDK7-F1-model_v3	1.5e-139	409.5	NA	NA	NA	NA	silver
Q9STI8	Q33AQ0	AF-Q9STI8-F1-model_v3	AF-Q33AQ0-F1-model_v3	5.4e-172	485.3	0.00e+00	954.16	4.273E-55	2300	platinum
Q9STK5	Q94DI0	AF-Q9STK5-F1-model_v3	AF-Q94DI0-F1-model_v3	3.2e-92	295.8	0.00e+00	1459.60	6.297E-34	2195	platinum
Q9STL8	Q0INW1	AF-Q9STL8-F1-model_v3	AF-Q0INW1-F1-model_v3	1.1e-240	679.9	0.00e+00	1567.59	6.335E-90	3773	platinum
Q9STM6	Q75LC6	AF-Q9STM6-F1-model_v3	AF-Q75LC6-F1-model_v3	1.0e-132	384.4	0.00e+00	961.56	2.146E-47	1899	platinum
Q9STN5	Q5QLC1	AF-Q9STN5-F1-model_v3	AF-Q5QLC1-F1-model_v3	3.7e-40	132.9	3.43e-12	328.25	4.710E-16	730	platinum
Q9STP7	Q0J8Y3	AF-Q9STP7-F1-model_v3	AF-Q0J8Y3-F1-model_v3	1.4e-60	198.4	NA	NA	1.072E-20	1022	gold
Q9STQ2	A0A0P0VTL0	AF-Q9STQ2-F1-model_v3	AF-A0A0P0VTL0-F1-model_v3	3.5e-272	771.5	0.00e+00	1981.12	0.000E+00	4436	platinum
Q9STR4	A0A0P0UZP7	AF-Q9STR4-F1-model_v3	AF-A0A0P0UZP7-F1-model_v3	3.9e-212	595.1	NA	NA	1.506E-64	2852	gold
Q9STS3	Q6H6H0	AF-Q9STS3-F1-model_v3	AF-Q6H6H0-F1-model_v3	9.1e-232	652.9	0.00e+00	1559.42	2.325E-49	2997	platinum
Q9STS7	B9FCM4	AF-Q9STS7-F1-model_v3	AF-B9FCM4-F1-model_v3	4.4e-138	396.0	3.57e-14	830.35	NA	NA	gold
Q9STS9	A0A0P0WRD6	AF-Q9STS9-F1-model_v3	AF-A0A0P0WRD6-F1-model_v3	4.7e-175	517.3	NA	NA	5.096E-40	2641	gold
Q9STT1	Q67VC1	AF-Q9STT1-F1-model_v3	AF-Q67VC1-F1-model_v3	2.2e-49	177.9	NA	NA	NA	NA	silver
Q9STT2	Q6ETY0	AF-Q9STT2-F1-model_v3	AF-Q6ETY0-F1-model_v3	2.0e-128	358.6	0.00e+00	551.49	1.682E-39	1632	platinum
Q9STT3	Q75M64	AF-Q9STT3-F1-model_v3	AF-Q75M64-F1-model_v3	1.9e-124	362.8	NA	NA	4.375E-49	2196	gold
Q9STT5	Q0J5V8	AF-Q9STT5-F1-model_v3	AF-Q0J5V8-F1-model_v3	0.0e+00	1118.6	NA	NA	0.000E+00	5635	gold
Q9STU3	Q6YUW7	AF-Q9STU3-F1-model_v3	AF-Q6YUW7-F1-model_v3	1.7e-261	744.2	0.00e+00	2017.78	7.117E-55	3469	platinum
