Uniprot_arabadopsis	Uniprot_human	AlphaFold_arabadopsis	AlphaFold_human	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9FGZ3	Q9NVU0	AF-Q9FGZ3-F1-model_v3	AF-Q9NVU0-F1-model_v3	NA	NA	2.86e-10	1048.63	8.175E-32	1425	gold
Q9FHC2	Q8N567	AF-Q9FHC2-F1-model_v3	AF-Q8N567-F1-model_v3	NA	NA	1.18e-03	313.36	5.996E-12	445	gold
Q9FHF1	Q2M3G0	AF-Q9FHF1-F1-model_v3	AF-Q2M3G0-F1-model_v3	NA	NA	0.00e+00	3474.63	NA	NA	silver
Q9FHW2	O43257	AF-Q9FHW2-F1-model_v3	AF-O43257-F1-model_v3	NA	NA	4.71e-04	245.43	1.882E-09	372	gold
Q9FI44	Q9NX18	AF-Q9FI44-F1-model_v3	AF-Q9NX18-F1-model_v3	NA	NA	2.59e-05	270.57	2.508E-04	254	gold
Q9FI45	O75828	AF-Q9FI45-F1-model_v3	AF-O75828-F1-model_v3	NA	NA	0.00e+00	652.95	NA	NA	silver
Q9FI55	Q8N2Z9	AF-Q9FI55-F1-model_v3	AF-Q8N2Z9-F1-model_v3	NA	NA	3.99e-11	310.82	2.933E-06	271	gold
Q9FI73	Q9HC21	AF-Q9FI73-F1-model_v3	AF-Q9HC21-F1-model_v3	NA	NA	0.00e+00	753.44	3.213E-20	1169	gold
Q9FIN7	A2RRP1	AF-Q9FIN7-F1-model_v3	AF-A2RRP1-F1-model_v3	NA	NA	3.07e-07	3634.10	5.774E-68	3975	gold
Q9FIT4	Q96DV4	AF-Q9FIT4-F1-model_v3	AF-Q96DV4-F1-model_v3	NA	NA	5.87e-10	325.18	NA	NA	silver
Q9FJI2	P86397	AF-Q9FJI2-F1-model_v3	AF-P86397-F1-model_v3	NA	NA	3.22e-15	364.03	4.977E-13	603	gold
Q9FJT8	O14929	AF-Q9FJT8-F1-model_v3	AF-O14929-F1-model_v3	NA	NA	8.70e-11	786.49	1.541E-23	1035	gold
Q9FJY1	A5D8T8	AF-Q9FJY1-F1-model_v3	AF-A5D8T8-F1-model_v3	NA	NA	1.83e-06	361.30	NA	NA	silver
Q9FK51	P07902	AF-Q9FK51-F1-model_v3	AF-P07902-F1-model_v3	NA	NA	0.00e+00	692.76	5.260E-24	1013	gold
Q9FKA7	Q96PU4	AF-Q9FKA7-F1-model_v3	AF-Q96PU4-F1-model_v3	NA	NA	1.47e-05	665.88	5.146E-28	1193	gold
Q9FKG3	Q01813	AF-Q9FKG3-F1-model_v3	AF-Q01813-F1-model_v3	NA	NA	1.40e-09	754.76	8.165E-22	886	gold
Q9FKK6	Q9H790	AF-Q9FKK6-F1-model_v3	AF-Q9H790-F1-model_v3	NA	NA	2.28e-11	805.17	8.343E-27	1141	gold
Q9FKM2	P21796	AF-Q9FKM2-F1-model_v3	AF-P21796-F1-model_v3	NA	NA	0.00e+00	712.06	1.913E-18	968	gold
Q9FKQ3	P0DPK5	AF-Q9FKQ3-F1-model_v3	AF-P0DPK5-F1-model_v3	NA	NA	5.02e-14	367.39	NA	NA	silver
Q9FKQ8	Q68DH5	AF-Q9FKQ8-F1-model_v3	AF-Q68DH5-F1-model_v3	NA	NA	2.06e-13	1297.29	5.490E-24	1393	gold
Q9FKT4	Q07666	AF-Q9FKT4-F1-model_v3	AF-Q07666-F1-model_v3	NA	NA	1.39e-06	521.44	4.996E-16	670	gold
Q9FLJ8	P29322	AF-Q9FLJ8-F1-model_v3	AF-P29322-F1-model_v3	NA	NA	1.93e-04	812.97	NA	NA	silver
Q9FLX7	Q16718	AF-Q9FLX7-F1-model_v3	AF-Q16718-F1-model_v3	NA	NA	6.44e-15	288.53	2.341E-08	388	gold
Q9FM47	O43347	AF-Q9FM47-F1-model_v3	AF-O43347-F1-model_v3	NA	NA	1.54e-08	769.96	NA	NA	silver
Q9FM51	Q9BTV6	AF-Q9FM51-F1-model_v3	AF-Q9BTV6-F1-model_v3	NA	NA	0.00e+00	743.07	2.429E-29	1379	gold
Q9FM86	Q9H0C2	AF-Q9FM86-F1-model_v3	AF-Q9H0C2-F1-model_v3	NA	NA	0.00e+00	776.04	NA	NA	silver
Q9FMB4	O94927	AF-Q9FMB4-F1-model_v3	AF-O94927-F1-model_v3	NA	NA	3.19e-06	1238.19	8.587E-08	365	gold
Q9FMI5	Q9Y5R4	AF-Q9FMI5-F1-model_v3	AF-Q9Y5R4-F1-model_v3	NA	NA	0.00e+00	650.29	3.222E-20	855	gold
Q9FMN4	Q9BRA2	AF-Q9FMN4-F1-model_v3	AF-Q9BRA2-F1-model_v3	NA	NA	1.53e-13	252.68	1.972E-10	422	gold
Q9FMV0	Q8NEZ5	AF-Q9FMV0-F1-model_v3	AF-Q8NEZ5-F1-model_v3	NA	NA	5.67e-06	509.01	1.050E-18	819	gold
Q9FMX8	Q96CN7	AF-Q9FMX8-F1-model_v3	AF-Q96CN7-F1-model_v3	NA	NA	1.07e-13	377.85	9.437E-12	480	gold
Q9FN06	Q9UHR6	AF-Q9FN06-F1-model_v3	AF-Q9UHR6-F1-model_v3	NA	NA	1.97e-08	674.43	4.243E-14	781	gold
Q9FN55	Q86X52	AF-Q9FN55-F1-model_v3	AF-Q86X52-F1-model_v3	NA	NA	2.58e-03	549.00	NA	NA	silver
Q9FNB2	Q9NWS8	AF-Q9FNB2-F1-model_v3	AF-Q9NWS8-F1-model_v3	NA	NA	1.89e-08	699.56	3.687E-16	703	gold
Q9FNG6	Q8IZP6	AF-Q9FNG6-F1-model_v3	AF-Q8IZP6-F1-model_v3	NA	NA	6.14e-08	613.51	NA	NA	silver
Q9FPS0	Q70CQ3	AF-Q9FPS0-F1-model_v3	AF-Q70CQ3-F1-model_v3	NA	NA	1.32e-08	726.65	1.110E-29	1281	gold
Q9FQ08	P12956	AF-Q9FQ08-F1-model_v3	AF-P12956-F1-model_v3	NA	NA	0.00e+00	1319.00	7.214E-52	2210	gold
Q9FRR2	Q9NQ75	AF-Q9FRR2-F1-model_v3	AF-Q9NQ75-F1-model_v3	NA	NA	2.01e-02	776.05	1.533E-05	311	gold
Q9FT88	Q10469	AF-Q9FT88-F1-model_v3	AF-Q10469-F1-model_v3	NA	NA	0.00e+00	692.33	1.363E-28	1174	gold
Q9FVC8	Q86XE5	AF-Q9FVC8-F1-model_v3	AF-Q86XE5-F1-model_v3	NA	NA	0.00e+00	755.64	5.992E-17	736	gold
Q9FVT5	P25106	AF-Q9FVT5-F1-model_v3	AF-P25106-F1-model_v3	NA	NA	3.30e-08	636.40	NA	NA	silver
Q9FWA4	Q68CQ7	AF-Q9FWA4-F1-model_v3	AF-Q68CQ7-F1-model_v3	NA	NA	3.55e-11	635.01	NA	NA	silver
Q9FWS1	O14686	AF-Q9FWS1-F1-model_v3	AF-O14686-F12-model_v3	NA	NA	1.37e-01	982.88	9.537E-04	203	gold
Q9FWS3	O15504	AF-Q9FWS3-F1-model_v3	AF-O15504-F1-model_v3	NA	NA	6.97e-03	464.24	4.443E-08	377	gold
Q9FX33	Q9BPX7	AF-Q9FX33-F1-model_v3	AF-Q9BPX7-F1-model_v3	NA	NA	5.10e-14	767.86	3.481E-20	896	gold
Q9FXC0	Q9NXJ5	AF-Q9FXC0-F1-model_v3	AF-Q9NXJ5-F1-model_v3	NA	NA	0.00e+00	436.73	9.301E-16	626	gold
Q9FXE4	A8MPX8	AF-Q9FXE4-F1-model_v3	AF-A8MPX8-F1-model_v3	NA	NA	3.04e-08	752.44	NA	NA	silver
Q9FXF4	O95476	AF-Q9FXF4-F1-model_v3	AF-O95476-F1-model_v3	NA	NA	2.93e-11	540.98	NA	NA	silver
Q9FXI7	Q6NXT2	AF-Q9FXI7-F1-model_v3	AF-Q6NXT2-F1-model_v3	NA	NA	0.00e+00	374.63	NA	NA	silver
Q9FXT6	O75381	AF-Q9FXT6-F1-model_v3	AF-O75381-F1-model_v3	NA	NA	2.06e-03	549.57	9.955E-10	400	gold
Q9FY48	Q8NFD2	AF-Q9FY48-F1-model_v3	AF-Q8NFD2-F1-model_v3	NA	NA	2.37e-09	1362.94	6.297E-30	1544	gold
Q9FY50	Q7Z7H8	AF-Q9FY50-F1-model_v3	AF-Q7Z7H8-F1-model_v3	NA	NA	2.02e-09	449.32	5.464E-10	442	gold
Q9FY51	U3KPV4	AF-Q9FY51-F1-model_v3	AF-U3KPV4-F1-model_v3	NA	NA	8.75e-07	363.26	NA	NA	silver
Q9FY61	Q96Q05	AF-Q9FY61-F1-model_v3	AF-Q96Q05-F1-model_v3	NA	NA	5.78e-14	1855.55	1.437E-57	2935	gold
Q9FY84	Q9NZ42	AF-Q9FY84-F1-model_v3	AF-Q9NZ42-F1-model_v3	NA	NA	6.29e-10	220.78	1.468E-04	222	gold
Q9FZ81	Q9H300	AF-Q9FZ81-F1-model_v3	AF-Q9H300-F1-model_v3	NA	NA	5.60e-09	590.92	1.448E-11	647	gold
Q9FZF1	O96011	AF-Q9FZF1-F1-model_v3	AF-O96011-F1-model_v3	NA	NA	1.59e-10	513.76	NA	NA	silver
Q9LER5	Q9BT73	AF-Q9LER5-F1-model_v3	AF-Q9BT73-F1-model_v3	NA	NA	4.91e-13	269.53	8.325E-11	460	gold
Q9LEV0	O14829	AF-Q9LEV0-F1-model_v3	AF-O14829-F1-model_v3	NA	NA	3.02e-07	944.07	NA	NA	silver
Q9LFP6	Q7Z3F1	AF-Q9LFP6-F1-model_v3	AF-Q7Z3F1-F1-model_v3	NA	NA	3.11e-13	759.89	8.902E-10	632	gold
Q9LFU9	Q96EK6	AF-Q9LFU9-F1-model_v3	AF-Q96EK6-F1-model_v3	NA	NA	0.00e+00	400.81	9.249E-17	665	gold
Q9LFX3	Q5R3I4	AF-Q9LFX3-F1-model_v3	AF-Q5R3I4-F1-model_v3	NA	NA	0.00e+00	1017.45	3.015E-14	889	gold
Q9LHA4	Q8N8Y2	AF-Q9LHA4-F1-model_v3	AF-Q8N8Y2-F1-model_v3	NA	NA	0.00e+00	975.29	NA	NA	silver
Q9LIG0	O75936	AF-Q9LIG0-F1-model_v3	AF-O75936-F1-model_v3	NA	NA	3.00e-06	356.48	8.147E-11	464	gold
Q9LJD7	Q969T4	AF-Q9LJD7-F1-model_v3	AF-Q969T4-F1-model_v3	NA	NA	0.00e+00	515.18	4.285E-26	1008	gold
Q9LJK1	Q495W5	AF-Q9LJK1-F1-model_v3	AF-Q495W5-F1-model_v3	NA	NA	2.09e-05	587.29	NA	NA	silver
Q9LJP4	O00219	AF-Q9LJP4-F1-model_v3	AF-O00219-F1-model_v3	NA	NA	5.19e-08	940.46	NA	NA	silver
Q9LK35	P21709	AF-Q9LK35-F1-model_v3	AF-P21709-F1-model_v3	NA	NA	6.48e-05	825.09	NA	NA	silver
Q9LK36	Q96HN2	AF-Q9LK36-F1-model_v3	AF-Q96HN2-F1-model_v3	NA	NA	0.00e+00	1191.32	NA	NA	silver
Q9LK61	P82664	AF-Q9LK61-F1-model_v3	AF-P82664-F1-model_v3	NA	NA	4.72e-07	321.23	NA	NA	silver
Q9LK88	P15559	AF-Q9LK88-F1-model_v3	AF-P15559-F1-model_v3	NA	NA	7.01e-09	281.84	3.571E-08	371	gold
Q9LM77	Q96NT0	AF-Q9LM77-F1-model_v3	AF-Q96NT0-F1-model_v3	NA	NA	1.54e-05	327.10	1.265E-08	402	gold
Q9LND7	Q9UK99	AF-Q9LND7-F1-model_v3	AF-Q9UK99-F1-model_v3	NA	NA	0.00e+00	838.14	1.669E-27	1238	gold
Q9LPC8	Q9H8Y5	AF-Q9LPC8-F1-model_v3	AF-Q9H8Y5-F1-model_v3	NA	NA	6.72e-09	1045.44	1.021E-35	1551	gold
Q9LPZ4	Q9BRP8	AF-Q9LPZ4-F1-model_v3	AF-Q9BRP8-F1-model_v3	NA	NA	2.42e-06	307.56	3.632E-09	375	gold
Q9LQ31	Q8IVV2	AF-Q9LQ31-F1-model_v3	AF-Q8IVV2-F1-model_v3	NA	NA	6.04e-01	403.13	NA	NA	silver
Q9LQI7	Q9Y375	AF-Q9LQI7-F1-model_v3	AF-Q9Y375-F1-model_v3	NA	NA	1.06e-12	481.42	1.954E-17	840	gold
Q9LQI8	Q5VZ46	AF-Q9LQI8-F1-model_v3	AF-Q5VZ46-F1-model_v3	NA	NA	1.38e-01	832.05	NA	NA	silver
Q9LQM5	Q9UBS8	AF-Q9LQM5-F1-model_v3	AF-Q9UBS8-F1-model_v3	NA	NA	5.11e-15	1012.36	8.214E-38	1564	gold
Q9LQR2	Q9NU23	AF-Q9LQR2-F1-model_v3	AF-Q9NU23-F1-model_v3	NA	NA	0.00e+00	214.10	2.662E-04	233	gold
Q9LR39	O96015	AF-Q9LR39-F1-model_v3	AF-O96015-F1-model_v3	NA	NA	8.99e-11	264.41	NA	NA	silver
Q9LR91	Q9UHE5	AF-Q9LR91-F1-model_v3	AF-Q9UHE5-F1-model_v3	NA	NA	6.68e-05	344.03	NA	NA	silver
Q9LRZ3	Q15397	AF-Q9LRZ3-F1-model_v3	AF-Q15397-F1-model_v3	NA	NA	1.33e-15	1335.48	4.958E-23	1531	gold
Q9LS39	Q5VTE6	AF-Q9LS39-F1-model_v3	AF-Q5VTE6-F1-model_v3	NA	NA	2.69e-08	822.81	NA	NA	silver
Q9LS47	Q99653	AF-Q9LS47-F1-model_v3	AF-Q99653-F1-model_v3	NA	NA	0.00e+00	414.17	2.054E-11	600	gold
Q9LSB4	Q8NF91	AF-Q9LSB4-F1-model_v3	AF-Q8NF91-F30-model_v3	NA	NA	1.87e-03	1230.37	4.198E-04	235	gold
Q9LSU9	O95456	AF-Q9LSU9-F1-model_v3	AF-O95456-F1-model_v3	NA	NA	1.11e-07	365.83	3.196E-12	522	gold
Q9LSW2	Q9H981	AF-Q9LSW2-F1-model_v3	AF-Q9H981-F1-model_v3	NA	NA	1.46e-09	1010.21	1.827E-40	1788	gold
Q9LSZ5	Q9H1D9	AF-Q9LSZ5-F1-model_v3	AF-Q9H1D9-F1-model_v3	NA	NA	2.93e-11	508.30	5.300E-17	693	gold
Q9LT09	Q96A35	AF-Q9LT09-F1-model_v3	AF-Q96A35-F1-model_v3	NA	NA	1.06e-12	352.22	1.181E-11	534	gold
Q9LT22	Q2VPB7	AF-Q9LT22-F1-model_v3	AF-Q2VPB7-F1-model_v3	NA	NA	1.17e-13	1560.87	4.398E-28	1663	gold
Q9LTB9	Q96F63	AF-Q9LTB9-F1-model_v3	AF-Q96F63-F1-model_v3	NA	NA	1.90e-07	580.94	8.416E-12	678	gold
Q9LTY1	Q9Y6D9	AF-Q9LTY1-F1-model_v3	AF-Q9Y6D9-F1-model_v3	NA	NA	2.03e-12	1705.61	3.275E-14	578	gold
Q9LU57	Q9BQ65	AF-Q9LU57-F1-model_v3	AF-Q9BQ65-F1-model_v3	NA	NA	2.86e-10	505.34	3.940E-19	845	gold
Q9LUG9	O75448	AF-Q9LUG9-F1-model_v3	AF-O75448-F1-model_v3	NA	NA	8.60e-09	1393.94	1.974E-08	666	gold
Q9LVD2	P08686	AF-Q9LVD2-F1-model_v3	AF-P08686-F1-model_v3	NA	NA	0.00e+00	1107.96	NA	NA	silver
Q9LVE0	A6NIM6	AF-Q9LVE0-F1-model_v3	AF-A6NIM6-F1-model_v3	NA	NA	0.00e+00	1185.15	NA	NA	silver
Q9LVK6	Q9GZS1	AF-Q9LVK6-F1-model_v3	AF-Q9GZS1-F1-model_v3	NA	NA	2.00e-08	619.08	4.250E-17	785	gold
Q9LVT8	Q8NC51	AF-Q9LVT8-F1-model_v3	AF-Q8NC51-F1-model_v3	NA	NA	2.27e-02	364.86	1.050E-07	319	gold
Q9LVV4	Q8N511	AF-Q9LVV4-F1-model_v3	AF-Q8N511-F1-model_v3	NA	NA	8.03e-09	391.30	1.539E-05	276	gold
Q9LW15	P10606	AF-Q9LW15-F1-model_v3	AF-P10606-F1-model_v3	NA	NA	1.46e-05	223.94	4.722E-07	306	gold
Q9LW59	Q17RY0	AF-Q9LW59-F1-model_v3	AF-Q17RY0-F1-model_v3	NA	NA	2.15e-02	840.73	4.110E-08	395	gold
Q9LW62	P49674	AF-Q9LW62-F1-model_v3	AF-P49674-F1-model_v3	NA	NA	0.00e+00	1025.35	NA	NA	silver
Q9LXB8	Q9BXM0	AF-Q9LXB8-F1-model_v3	AF-Q9BXM0-F1-model_v3	NA	NA	6.42e-01	388.81	7.599E-09	353	gold
Q9LXV4	Q6UB98	AF-Q9LXV4-F1-model_v3	AF-Q6UB98-F1-model_v3	NA	NA	3.48e-01	659.57	NA	NA	silver
Q9LXX6	Q8TAG9	AF-Q9LXX6-F1-model_v3	AF-Q8TAG9-F1-model_v3	NA	NA	0.00e+00	1878.75	3.406E-34	1988	gold
Q9LY51	Q9BRC7	AF-Q9LY51-F1-model_v3	AF-Q9BRC7-F1-model_v3	NA	NA	4.44e-16	1201.18	1.730E-56	2297	gold
Q9LYG6	Q9Y320	AF-Q9LYG6-F1-model_v3	AF-Q9Y320-F1-model_v3	NA	NA	0.00e+00	623.35	8.445E-16	711	gold
Q9LZ06	Q9H4Y5	AF-Q9LZ06-F1-model_v3	AF-Q9H4Y5-F1-model_v3	NA	NA	0.00e+00	494.84	1.127E-12	659	gold
Q9LZ20	Q8WY07	AF-Q9LZ20-F1-model_v3	AF-Q8WY07-F1-model_v3	NA	NA	0.00e+00	1377.42	NA	NA	silver
Q9LZ46	P16104	AF-Q9LZ46-F1-model_v3	AF-P16104-F1-model_v3	NA	NA	6.04e-14	364.23	NA	NA	silver
Q9LZ65	Q9BYG3	AF-Q9LZ65-F1-model_v3	AF-Q9BYG3-F1-model_v3	NA	NA	6.32e-06	420.23	6.404E-14	545	gold
Q9LZC3	Q8N0X4	AF-Q9LZC3-F1-model_v3	AF-Q8N0X4-F1-model_v3	NA	NA	8.21e-09	635.52	3.453E-07	415	gold
Q9LZD7	O43513	AF-Q9LZD7-F1-model_v3	AF-O43513-F1-model_v3	NA	NA	9.44e-15	407.25	6.270E-11	459	gold
Q9LZI4	Q5U5X0	AF-Q9LZI4-F1-model_v3	AF-Q5U5X0-F1-model_v3	NA	NA	2.05e-13	260.26	4.863E-05	257	gold
Q9LZM6	Q07021	AF-Q9LZM6-F1-model_v3	AF-Q07021-F1-model_v3	NA	NA	3.54e-06	443.48	6.630E-11	504	gold
Q9LZW6	Q6NUJ1	AF-Q9LZW6-F1-model_v3	AF-Q6NUJ1-F1-model_v3	NA	NA	3.29e-05	424.63	1.138E-08	435	gold
Q9LZZ7	Q96BD8	AF-Q9LZZ7-F1-model_v3	AF-Q96BD8-F1-model_v3	NA	NA	1.92e-11	592.22	1.920E-12	532	gold
Q9M047	P21291	AF-Q9M047-F1-model_v3	AF-P21291-F1-model_v3	NA	NA	3.43e-09	358.98	NA	NA	silver
Q9M058	Q86VD7	AF-Q9M058-F1-model_v3	AF-Q86VD7-F1-model_v3	NA	NA	0.00e+00	775.66	NA	NA	silver
Q9M0E2	P46779	AF-Q9M0E2-F1-model_v3	AF-P46779-F1-model_v3	NA	NA	0.00e+00	345.77	1.881E-11	504	gold
Q9M0G0	A6NGU5	AF-Q9M0G0-F1-model_v3	AF-A6NGU5-F1-model_v3	NA	NA	0.00e+00	1517.09	NA	NA	silver
Q9M0I7	Q9NYH9	AF-Q9M0I7-F1-model_v3	AF-Q9NYH9-F1-model_v3	NA	NA	0.00e+00	1318.35	3.396E-22	1420	gold
Q9M0N1	Q96CS3	AF-Q9M0N1-F1-model_v3	AF-Q96CS3-F1-model_v3	NA	NA	2.48e-12	896.10	1.254E-28	1174	gold
Q9M0R2	Q9UDX3	AF-Q9M0R2-F1-model_v3	AF-Q9UDX3-F1-model_v3	NA	NA	1.51e-10	681.65	NA	NA	silver
Q9M0T3	Q9Y6R4	AF-Q9M0T3-F1-model_v3	AF-Q9Y6R4-F1-model_v3	NA	NA	3.15e-03	800.11	NA	NA	silver
Q9M143	Q9BWF2	AF-Q9M143-F1-model_v3	AF-Q9BWF2-F1-model_v3	NA	NA	5.87e-04	847.20	3.020E-10	428	gold
Q9M169	Q9BXW7	AF-Q9M169-F1-model_v3	AF-Q9BXW7-F1-model_v3	NA	NA	4.44e-16	799.57	1.210E-31	1239	gold
Q9M1J1	Q9Y3D6	AF-Q9M1J1-F1-model_v3	AF-Q9Y3D6-F1-model_v3	NA	NA	8.67e-09	319.54	3.906E-07	387	gold
Q9M205	Q8N7R7	AF-Q9M205-F1-model_v3	AF-Q8N7R7-F1-model_v3	NA	NA	2.26e-07	426.83	2.979E-06	384	gold
Q9M2K5	Q8TEQ0	AF-Q9M2K5-F1-model_v3	AF-Q8TEQ0-F1-model_v3	NA	NA	7.78e-03	803.91	3.306E-04	230	gold
Q9M2T1	Q13367	AF-Q9M2T1-F1-model_v3	AF-Q13367-F1-model_v3	NA	NA	1.10e-13	1849.41	NA	NA	silver
Q9M325	Q86VZ5	AF-Q9M325-F1-model_v3	AF-Q86VZ5-F1-model_v3	NA	NA	7.54e-08	518.13	NA	NA	silver
Q9M391	P54252	AF-Q9M391-F1-model_v3	AF-P54252-F1-model_v3	NA	NA	3.30e-10	560.40	1.938E-20	855	gold
Q9M670	Q8WXU2	AF-Q9M670-F1-model_v3	AF-Q8WXU2-F1-model_v3	NA	NA	2.02e-05	598.83	NA	NA	silver
Q9M841	O00623	AF-Q9M841-F1-model_v3	AF-O00623-F1-model_v3	NA	NA	8.88e-16	807.82	2.904E-22	972	gold
Q9M878	Q9BY19	AF-Q9M878-F1-model_v3	AF-Q9BY19-F1-model_v3	NA	NA	9.50e-08	349.21	6.880E-04	249	gold
Q9M898	P57088	AF-Q9M898-F1-model_v3	AF-P57088-F1-model_v3	NA	NA	1.79e-12	541.50	1.883E-08	514	gold
Q9M8L9	Q99624	AF-Q9M8L9-F1-model_v3	AF-Q99624-F1-model_v3	NA	NA	0.00e+00	1089.08	2.823E-22	1249	gold
Q9M8S7	Q96NB3	AF-Q9M8S7-F1-model_v3	AF-Q96NB3-F1-model_v3	NA	NA	1.57e-06	584.79	4.713E-09	364	gold
Q9M8T3	Q9BVM4	AF-Q9M8T3-F1-model_v3	AF-Q9BVM4-F1-model_v3	NA	NA	3.59e-13	296.10	2.943E-12	554	gold
Q9M9M6	O75380	AF-Q9M9M6-F1-model_v3	AF-O75380-F1-model_v3	NA	NA	2.66e-05	189.53	3.927E-07	295	gold
Q9M9M7	Q8N8N7	AF-Q9M9M7-F1-model_v3	AF-Q8N8N7-F1-model_v3	NA	NA	0.00e+00	830.53	NA	NA	silver
Q9M9Y6	Q9Y535	AF-Q9M9Y6-F1-model_v3	AF-Q9Y535-F1-model_v3	NA	NA	0.00e+00	505.67	1.309E-18	885	gold
Q9MBA3	O75943	AF-Q9MBA3-F1-model_v3	AF-O75943-F1-model_v3	NA	NA	3.85e-08	947.13	1.248E-27	1389	gold
Q9MBG4	Q9Y234	AF-Q9MBG4-F1-model_v3	AF-Q9Y234-F1-model_v3	NA	NA	2.36e-08	405.70	4.191E-14	579	gold
Q9S7I0	Q5VT06	AF-Q9S7I0-F1-model_v3	AF-Q5VT06-F7-model_v3	NA	NA	1.89e-01	1045.23	6.723E-05	239	gold
Q9S7J8	P35670	AF-Q9S7J8-F1-model_v3	AF-P35670-F1-model_v3	NA	NA	0.00e+00	2465.68	NA	NA	silver
Q9S7M9	Q15363	AF-Q9S7M9-F1-model_v3	AF-Q15363-F1-model_v3	NA	NA	1.44e-15	485.01	2.211E-14	650	gold
Q9S837	O14925	AF-Q9S837-F1-model_v3	AF-O14925-F1-model_v3	NA	NA	1.84e-07	371.55	NA	NA	silver
Q9S847	P32320	AF-Q9S847-F1-model_v3	AF-P32320-F1-model_v3	NA	NA	1.29e-10	298.73	1.501E-09	412	gold
Q9S9K7	Q99878	AF-Q9S9K7-F1-model_v3	AF-Q99878-F1-model_v3	NA	NA	0.00e+00	357.61	NA	NA	silver
Q9S9N1	P54652	AF-Q9S9N1-F1-model_v3	AF-P54652-F1-model_v3	NA	NA	0.00e+00	1863.14	NA	NA	silver
Q9S9Z8	Q04917	AF-Q9S9Z8-F1-model_v3	AF-Q04917-F1-model_v3	NA	NA	0.00e+00	716.98	NA	NA	silver
Q9SA95	O95551	AF-Q9SA95-F1-model_v3	AF-O95551-F1-model_v3	NA	NA	7.67e-09	560.39	2.686E-24	996	gold
Q9SAB3	P31483	AF-Q9SAB3-F1-model_v3	AF-P31483-F1-model_v3	NA	NA	2.06e-09	714.25	NA	NA	silver
Q9SAH5	Q9UBM1	AF-Q9SAH5-F1-model_v3	AF-Q9UBM1-F1-model_v3	NA	NA	7.08e-13	340.81	4.450E-05	289	gold
Q9SAY1	P50443	AF-Q9SAY1-F1-model_v3	AF-P50443-F1-model_v3	NA	NA	0.00e+00	1581.88	4.208E-39	2110	gold
Q9SB64	Q9H6K1	AF-Q9SB64-F1-model_v3	AF-Q9H6K1-F1-model_v3	NA	NA	3.89e-03	411.29	4.661E-14	649	gold
Q9SE33	Q9UHD1	AF-Q9SE33-F1-model_v3	AF-Q9UHD1-F1-model_v3	NA	NA	1.13e-05	377.27	3.593E-14	586	gold
Q9SE97	Q68DA7	AF-Q9SE97-F1-model_v3	AF-Q68DA7-F1-model_v3	NA	NA	6.50e-05	1451.07	NA	NA	silver
Q9SEL5	Q9UEU0	AF-Q9SEL5-F1-model_v3	AF-Q9UEU0-F1-model_v3	NA	NA	0.00e+00	585.43	NA	NA	silver
Q9SFF8	Q9Y519	AF-Q9SFF8-F1-model_v3	AF-Q9Y519-F1-model_v3	NA	NA	0.00e+00	840.59	1.598E-23	1309	gold
Q9SFU9	Q9UHQ4	AF-Q9SFU9-F1-model_v3	AF-Q9UHQ4-F1-model_v3	NA	NA	6.18e-13	564.79	8.300E-04	201	gold
Q9SGE3	Q7Z2G1	AF-Q9SGE3-F1-model_v3	AF-Q7Z2G1-F1-model_v3	NA	NA	7.86e-08	401.83	NA	NA	silver
Q9SGG3	Q9Y2Q0	AF-Q9SGG3-F1-model_v3	AF-Q9Y2Q0-F1-model_v3	NA	NA	0.00e+00	2908.82	NA	NA	silver
Q9SGN6	Q2M385	AF-Q9SGN6-F1-model_v3	AF-Q2M385-F1-model_v3	NA	NA	2.62e-02	398.25	NA	NA	silver
Q9SGP9	Q9H6K4	AF-Q9SGP9-F1-model_v3	AF-Q9H6K4-F1-model_v3	NA	NA	7.02e-11	427.65	2.037E-06	295	gold
Q9SGX2	Q96D96	AF-Q9SGX2-F1-model_v3	AF-Q96D96-F1-model_v3	NA	NA	1.52e-09	523.23	1.745E-05	284	gold
Q9SH87	Q9Y2M2	AF-Q9SH87-F1-model_v3	AF-Q9Y2M2-F1-model_v3	NA	NA	1.44e-08	722.90	2.434E-29	1213	gold
Q9SHC8	O95292	AF-Q9SHC8-F1-model_v3	AF-O95292-F1-model_v3	NA	NA	1.86e-08	436.78	3.403E-15	690	gold
Q9SHG8	Q9Y5Z4	AF-Q9SHG8-F1-model_v3	AF-Q9Y5Z4-F1-model_v3	NA	NA	7.62e-14	449.03	2.018E-17	787	gold
Q9SIR5	Q9Y316	AF-Q9SIR5-F1-model_v3	AF-Q9Y316-F1-model_v3	NA	NA	0.00e+00	820.98	4.369E-42	1741	gold
Q9SIR9	P01009	AF-Q9SIR9-F1-model_v3	AF-P01009-F1-model_v3	NA	NA	0.00e+00	857.91	NA	NA	silver
Q9SIT9	Q9NRF9	AF-Q9SIT9-F1-model_v3	AF-Q9NRF9-F1-model_v3	NA	NA	3.73e-12	364.83	NA	NA	silver
Q9SIV6	Q9GZT6	AF-Q9SIV6-F1-model_v3	AF-Q9GZT6-F1-model_v3	NA	NA	5.65e-14	580.68	9.484E-07	275	gold
